dataset,split,m,seed,k,ndcg_at_10,mrr_at_10,candidate_recall_at_k,reranked_recall_at_100,delta_ndcg10_vs_projected_exact,delta_ci95_low,delta_ci95_high,pq_search_mean_ms,rerank_p50_ms,code_bytes_per_doc,serialized_index_bytes
nfcorpus,validation,96,42,20,0.29815704243336394,0.4983992259455222,0.1594354478990363,0.1594354478990363,-0.011767576540482147,-0.018312028201537083,-0.005618366817904457,0.04868395051654474,0.02635,96,1036982
nfcorpus,validation,96,42,50,0.30752181256405586,0.5070154810895552,0.21952287402154094,0.21952287402154094,-0.0024028064097901787,-0.005129247036539995,0.0003082385024722199,0.05560925943248066,0.0238,96,1036982
nfcorpus,validation,96,42,100,0.3101654350824232,0.5076940035273368,0.26436038164433145,0.26436038164433145,0.0002408161085771522,-0.0012924099151432947,0.001694172637009843,0.05704259290072469,0.0536,96,1036982
nfcorpus,validation,96,42,200,0.31004761312301976,0.5070718204977465,0.3302577110191441,0.28427433400126684,0.0001229941491736961,-0.0006697487976877794,0.0008426624440201141,0.05904104945790253,0.12445,96,1036982
nfcorpus,strict_confirmatory,96,42,20,0.31992198335211136,0.5201090962700871,0.17183365670370043,0.17183365670370043,-0.0071083318559217795,-0.011870440880217636,-0.0024594968885488667,0.048109597667774916,0.0256,96,1036982
nfcorpus,strict_confirmatory,96,42,50,0.3268710479526503,0.5235920684063099,0.21768279708722038,0.21768279708722038,-0.00015926725538277067,-0.0028057951455369066,0.0025461704384085798,0.06448854504862436,0.0371,96,1036982
nfcorpus,strict_confirmatory,96,42,100,0.32721411757019464,0.5224409061870362,0.26466784483174677,0.26466784483174677,0.00018380236216148526,-0.001645045139007924,0.0020056622909360652,0.06253405577926997,0.0556,96,1036982
nfcorpus,strict_confirmatory,96,42,200,0.3265111530377108,0.5207467197405278,0.3251475515246245,0.283514474646691,-0.0005191621703223638,-0.0014015446191948072,2.950772584261528e-05,0.0678427249262392,0.1052,96,1036982
scidocs,validation,32,42,20,0.1305835242692676,0.280609126984127,0.1275,0.1275,-0.06850384890303576,-0.08778764416789381,-0.04961406308244491,0.06254799896851182,0.0675,32,1509238
scidocs,validation,32,42,50,0.1580327297092777,0.3077539682539683,0.20766666666666667,0.20766666666666667,-0.04105464346302565,-0.057983488535624225,-0.02504049764241123,0.06997249904088676,0.08405,32,1509238
scidocs,validation,32,42,100,0.17086241310124667,0.32464285714285707,0.2814166666666667,0.2814166666666667,-0.02822496007105668,-0.041506583525111274,-0.016306264273422397,0.06608900032006204,0.10105,32,1509238
scidocs,validation,32,42,200,0.17593712456720495,0.3252202380952381,0.3652500000000001,0.3453333333333333,-0.02315024860509842,-0.03340652320417324,-0.013515541275204643,0.07546599954366684,0.10325000000000001,32,1509238
scidocs,strict_confirmatory,32,42,20,0.11930012578299597,0.24258630952380955,0.125625,0.125625,-0.04683993313474523,-0.05561188715274677,-0.03825218664397879,0.055361750128213316,0.0151,32,1509238
scidocs,strict_confirmatory,32,42,50,0.1384827311158334,0.27133482142857146,0.19504166666666667,0.19504166666666667,-0.027657327801907786,-0.03493593539408918,-0.020515341266865463,0.05862612510100007,0.0251,32,1509238
scidocs,strict_confirmatory,32,42,100,0.1502333199653022,0.2855481150793651,0.2577708333333334,0.2577708333333334,-0.015906738952439003,-0.02208590230939572,-0.010050170902849787,0.06007137504639104,0.0442,32,1509238
scidocs,strict_confirmatory,32,42,200,0.15757275312797828,0.29543055555555553,0.3397916666666667,0.3075833333333334,-0.008567305789762898,-0.013312869064447282,-0.004225486480158756,0.06293062499025837,0.08324999999999999,32,1509238
scidocs,validation,48,42,20,0.14954242752774694,0.2883452380952381,0.16574999999999998,0.16574999999999998,-0.04954494564455641,-0.06814103419845054,-0.03165184511219273,0.09356749942526221,0.0138,48,1919750
scidocs,validation,48,42,50,0.17034173774000075,0.31746626984126985,0.23975000000000002,0.23975000000000002,-0.028745635432302623,-0.04272081842144023,-0.015912009261697446,0.09192249970510602,0.022150000000000003,48,1919750
scidocs,validation,48,42,100,0.17947951100674372,0.3253531746031746,0.3044166666666667,0.3044166666666667,-0.0196078621655596,-0.0302470943518908,-0.00983329071394348,0.10804099962115288,0.0875,48,1919750
scidocs,validation,48,42,200,0.18601643682009394,0.32703769841269836,0.3928333333333333,0.37016666666666664,-0.013070936352209421,-0.021531830509643655,-0.005302100818330056,0.1010149996727705,0.0831,48,1919750
scidocs,strict_confirmatory,48,42,20,0.13941887639397882,0.2741592261904762,0.1479375,0.1479375,-0.026721182523762373,-0.03389726175655052,-0.019680459425634084,0.09195449994876981,0.0135,48,1919750
scidocs,strict_confirmatory,48,42,50,0.15258845251618353,0.2879776785714286,0.21310416666666668,0.21310416666666668,-0.013551606401557628,-0.019280887987015927,-0.008091376610522252,0.09265887492801994,0.0223,48,1919750
scidocs,strict_confirmatory,48,42,100,0.15798720210513426,0.29306498015873017,0.28150000000000003,0.28150000000000003,-0.008152856812606945,-0.012627934254540979,-0.0039016045021491273,0.08988912508357316,0.0359,48,1919750
scidocs,strict_confirmatory,48,42,200,0.16141804604984394,0.30028670634920634,0.3536666666666667,0.32250000000000006,-0.004722012867897232,-0.008090820911066995,-0.0014553453456693521,0.09809912502532825,0.069,48,1919750
scidocs,validation,84,42,20,0.17883103666729977,0.32974801587301583,0.2059166666666667,0.2059166666666667,-0.020256336505003598,-0.03194081757578126,-0.009424032700295472,0.20315749919973314,0.0259,84,2843402
scidocs,validation,84,42,50,0.19679743749604509,0.3428888888888889,0.30866666666666664,0.30866666666666664,-0.0022899356762582715,-0.007240392733439679,0.0022518229119567134,0.17329900059849024,0.042050000000000004,84,2843402
scidocs,validation,84,42,100,0.19724742307418983,0.3417440476190476,0.3771666666666667,0.3771666666666667,-0.0018399500981135393,-0.0052025313634953925,0.0007771701299074918,0.20304150064475834,0.06395,84,2843402
scidocs,validation,84,42,200,0.19862550395870557,0.34354166666666663,0.4598333333333333,0.42883333333333334,-0.0004618692135977772,-0.002574038010478014,0.0012410040879972815,0.21933650015853345,0.1382,84,2843402
scidocs,strict_confirmatory,84,42,20,0.15327603034748855,0.28704861111111113,0.17856249999999999,0.17856249999999999,-0.012864028570252652,-0.018356108162378634,-0.007608809073483896,0.1758229997358285,0.0276,84,2843402
scidocs,strict_confirmatory,84,42,50,0.16368523649933678,0.29982142857142857,0.2512916666666667,0.2512916666666667,-0.002454822418404406,-0.00631002132799047,0.0012388216786612884,0.18084475013893098,0.0213,84,2843402
scidocs,strict_confirmatory,84,42,100,0.16407669349178483,0.3032053571428571,0.32304166666666667,0.32304166666666667,-0.0020633654259563546,-0.0048764016013909985,0.0003650946964454533,0.1691501250024885,0.04165,84,2843402
scidocs,strict_confirmatory,84,42,200,0.16573505264670466,0.3065719246031746,0.4041041666666667,0.36837500000000006,-0.0004050062710365168,-0.0016958675360903388,0.0007813257884157075,0.19381200021598488,0.0597,84,2843402
scidocs,validation,96,42,20,0.17833391719291714,0.3258988095238095,0.21841666666666668,0.21841666666666668,-0.020753455979386208,-0.03081092668546505,-0.010990320756024656,0.23381250095553696,0.026,96,3151286
scidocs,validation,96,42,50,0.1923303170257894,0.34136309523809527,0.3206666666666667,0.3206666666666667,-0.00675705614651394,-0.01264383710880264,-0.0011075901760406802,0.2329260006081313,0.0219,96,3151286
scidocs,validation,96,42,100,0.19625365175616458,0.34327976190476195,0.38866666666666666,0.38866666666666666,-0.0028337214161387523,-0.006733225278621425,0.0003197317080907161,0.24414450046606362,0.0379,96,3151286
scidocs,validation,96,42,200,0.19680924035735273,0.3434603174603174,0.45616666666666666,0.41391666666666665,-0.0022781328149506378,-0.00484585883974579,-0.0003407266245618759,0.2419995004311204,0.10765,96,3151286
scidocs,strict_confirmatory,96,42,20,0.15960249598024784,0.29776835317460315,0.18995833333333334,0.18995833333333334,-0.006537562937493346,-0.011061860783386198,-0.002143823368639547,0.21801650000270456,0.0259,96,3151286
scidocs,strict_confirmatory,96,42,50,0.16417053906775178,0.3025228174603175,0.26575000000000004,0.26575000000000004,-0.001969519849989427,-0.0048744876697091235,0.000745337690814568,0.21756212488980964,0.0212,96,3151286
scidocs,strict_confirmatory,96,42,100,0.16490732736761188,0.30492013888888886,0.3250416666666667,0.3250416666666667,-0.0012327315501293068,-0.0031292805711394768,0.0005624218225432926,0.2185031250701286,0.0291,96,3151286
scidocs,strict_confirmatory,96,42,200,0.16531981996206535,0.3055972222222222,0.4056041666666667,0.3669166666666668,-0.0008202389556758292,-0.0019393213046517742,0.00016708391129091212,0.22447850002208725,0.0615,96,3151286
scifact,validation,32,42,20,0.6259904642500159,0.6088890850942766,0.7167284713638236,0.7167284713638236,-0.0737953536996916,-0.09317833319380434,-0.05546177837985222,0.02424400507003916,0.0163,32,854070
scifact,validation,32,42,50,0.6739945212659345,0.6484274138167834,0.819118252987227,0.819118252987227,-0.025791296683772898,-0.039201320477988674,-0.013414281557291111,0.02489987661778853,0.0394,32,854070
scifact,validation,32,42,100,0.6851912954654913,0.657740302548708,0.8757725587144622,0.8757725587144622,-0.014594522484216315,-0.024176427285203656,-0.005976466761861131,0.02909876372807916,0.032,32,854070
scifact,validation,32,42,200,0.6896222096470829,0.6601403849549707,0.9103831891223733,0.9037906880922951,-0.01016360830262473,-0.017670284504771858,-0.003504968808257464,0.03115624236576121,0.0635,32,854070
scifact,strict_confirmatory,32,42,20,0.6162398965799025,0.6036613756613757,0.6930000000000001,0.6930000000000001,-0.08053995496690028,-0.11034587268516395,-0.05258715493768735,0.019651999852309626,0.0122,32,854070
scifact,strict_confirmatory,32,42,50,0.6522043936360973,0.6284431216931217,0.7868888888888889,0.7868888888888889,-0.044575457910705586,-0.06851427096691635,-0.022449526328138212,0.021708666657408077,0.0345,32,854070
scifact,strict_confirmatory,32,42,100,0.6730384133579,0.6475542328042327,0.8448888888888888,0.8448888888888888,-0.023741438188902664,-0.04208288497721546,-0.007680164607624776,0.022829000372439623,0.0558,32,854070
scifact,strict_confirmatory,32,42,200,0.6901440773859354,0.66325,0.9058888888888889,0.9018888888888887,-0.006635774160867419,-0.013869192228144884,-0.0009706314301809238,0.024283666474123795,0.1044,32,854070
scifact,validation,48,42,20,0.6677216578862252,0.6427531540016089,0.7821384425216317,0.7821384425216317,-0.03206416006348244,-0.04566342250765377,-0.01897814657671058,0.03420160703443921,0.0248,48,936998
scifact,validation,48,42,50,0.6848229452754493,0.655701238055997,0.8471363823650596,0.8471363823650596,-0.014962872674258228,-0.024873329449254605,-0.0059246404027595515,0.02966625460542103,0.0325,48,936998
scifact,validation,48,42,100,0.6897686680178488,0.659418349127867,0.8895756077461887,0.8895756077461887,-0.010017149931858904,-0.017546671453881675,-0.003493798068389608,0.030813967792964247,0.028,48,936998
scifact,validation,48,42,200,0.6941886286955657,0.6627749327996547,0.9173877214668316,0.9112072517511332,-0.005597189254141727,-0.010668998433722782,-0.0015007379452859806,0.033448825559230025,0.0625,48,936998
scifact,strict_confirmatory,48,42,20,0.6680471626566212,0.645547619047619,0.7826666666666667,0.7826666666666667,-0.028732688890181598,-0.04955748791028328,-0.0095108136107231,0.029116999357938766,0.0125,48,936998
scifact,strict_confirmatory,48,42,50,0.6893108900601101,0.662568783068783,0.8662222222222222,0.8662222222222222,-0.007468961486692604,-0.019901048208771588,0.003687155406058545,0.030292333879818518,0.0181,48,936998
scifact,strict_confirmatory,48,42,100,0.6902369445388847,0.6641838624338625,0.9008888888888889,0.9008888888888889,-0.006542907007918043,-0.014109124797695197,-0.0002727738640408444,0.030400666873902082,0.0297,48,936998
scifact,strict_confirmatory,48,42,200,0.6917961485124406,0.6641375661375661,0.917,0.9103333333333334,-0.004983703034362153,-0.011995872823834968,0.0005399633827627198,0.032999999821186066,0.0931,48,936998
scifact,validation,84,42,20,0.6908435294835796,0.6619376263072185,0.8094973217964564,0.8094973217964564,-0.008942288466127882,-0.016704624470889225,-0.0018499667572688143,0.04693992580983636,0.0236,84,1123586
scifact,validation,84,42,50,0.698304705723429,0.6666647046127886,0.8796868562010712,0.8796868562010712,-0.0014811122262786936,-0.004995760082306819,0.0018272819691029295,0.049055500729619644,0.0322,84,1123586
scifact,validation,84,42,100,0.6995158596445968,0.666805481978535,0.9126493613514626,0.9126493613514626,-0.00026995830511075593,-0.0010423536962441,0.00016416010018088542,0.04623572305259289,0.0282,84,1123586
scifact,validation,84,42,200,0.6998184508921894,0.6668761159181431,0.9390193654717758,0.9322208487845076,3.2632942481879956e-05,0.0,8.310875408829337e-05,0.049388504383351066,0.0747,84,1123586
scifact,strict_confirmatory,84,42,20,0.6973223434629896,0.6677169312169312,0.8458888888888888,0.8458888888888888,0.0005424919161868798,-0.006545717129634166,0.007733771416640266,0.050036332880457245,0.0128,84,1123586
scifact,strict_confirmatory,84,42,50,0.6957696364210488,0.6671560846560847,0.891,0.891,-0.0010102151257539338,-0.004732910623989807,0.0025153769708680463,0.04821333335712552,0.018,84,1123586
scifact,strict_confirmatory,84,42,100,0.6960370587560317,0.666989417989418,0.9233333333333333,0.9233333333333333,-0.0007427927907710008,-0.0031696481031199273,0.0008771583907462061,0.05121133367841443,0.029249999999999998,84,1123586
scifact,strict_confirmatory,84,42,200,0.6967798515468028,0.6666931216931217,0.9543333333333334,0.937,0.0,0.0,0.0,0.05185799983640512,0.0575,84,1123586
scifact,validation,96,42,20,0.6866031858805983,0.6579629956638609,0.8174701277297074,0.8174701277297074,-0.013182632069109116,-0.020306954968163104,-0.006530179043493783,0.06548207649231252,0.0271,96,1185782
scifact,validation,96,42,50,0.695355294688627,0.6643367276865424,0.8832921302018953,0.8832921302018953,-0.004430523261080535,-0.008182534488520537,-0.001239785617488239,0.06268467242991821,0.0344,96,1185782
scifact,validation,96,42,100,0.6981626400333003,0.6661393646869543,0.9145035022661723,0.9145035022661723,-0.0016231779164072415,-0.0035061383458089026,-0.000244218065300209,0.06571792357351415,0.0348,96,1185782
scifact,validation,96,42,200,0.6998006080230649,0.6668589479467105,0.9470539761021839,0.9373712402142563,1.4790073357346499e-05,0.0,4.43702200720395e-05,0.06815871455198975,0.0905,96,1185782
scifact,strict_confirmatory,96,42,20,0.6920658893837454,0.6625767195767195,0.8372222222222223,0.8372222222222223,-0.004713962163057444,-0.014270480913238053,0.003930881646696959,0.06310433382168412,0.02815,96,1185782
scifact,strict_confirmatory,96,42,50,0.6957272634555038,0.6665132275132275,0.8929999999999999,0.8929999999999999,-0.0010525880912989236,-0.005521942644948367,0.002865258111454642,0.08139933381850521,0.0203,96,1185782
scifact,strict_confirmatory,96,42,100,0.6969854922380909,0.6669193121693122,0.912,0.912,0.0002056406912881866,-0.002685007571890692,0.003036727432641717,0.06848599994555116,0.0547,96,1185782
scifact,strict_confirmatory,96,42,200,0.6968394130686282,0.6667526455026455,0.9393333333333334,0.9293333333333333,5.95615218253485e-05,0.0,0.0001786845654760455,0.07534200015167396,0.06075,96,1185782
trec-covid,validation,32,42,20,0.6163212809555947,0.9199999999999999,0.02013073839529949,0.02013073839529949,-0.07667468198481608,-0.218137220084204,0.04595706490351988,0.28370998334139585,0.06814999999999999,32,6170838
trec-covid,validation,32,42,50,0.6061235701503721,0.9199999999999999,0.03423320724728348,0.03423320724728348,-0.08687239279003871,-0.24251050176297964,0.041685129672160086,0.34716001246124506,0.10105,32,6170838
trec-covid,validation,32,42,100,0.6237214210877375,0.8699999999999999,0.058340528904269516,0.058340528904269516,-0.06927454185267329,-0.17465498505761792,0.01219703378009505,0.3784499829635024,0.24109999999999998,32,6170838
trec-covid,validation,32,42,200,0.6526869188798731,0.8699999999999999,0.08763438852488216,0.07622955989204618,-0.040309044060537765,-0.0909342922130415,0.0060234713609976604,0.3209399990737438,0.40385000000000004,32,6170838
trec-covid,strict_confirmatory,32,42,20,0.5857779889177424,0.89375,0.018253807279903955,0.018253807279903955,-0.10092488060369956,-0.17781235334799161,-0.024876947563456635,0.2735899994149804,0.06905,32,6170838
trec-covid,strict_confirmatory,32,42,50,0.6304324797301329,0.875,0.04057910152698893,0.04057910152698893,-0.056270389791309036,-0.10725605845057815,-0.007254116577573634,0.26147000025957823,0.08665,32,6170838
trec-covid,strict_confirmatory,32,42,100,0.6475523043728446,0.8854166666666666,0.0700001506870797,0.0700001506870797,-0.039150565148597424,-0.08545978097769753,0.003348349925868993,0.2964799990877509,0.13019999999999998,32,6170838
trec-covid,strict_confirmatory,32,42,200,0.6713005988037799,0.8902777777777778,0.11319843807590728,0.08968519275950897,-0.015402270717662087,-0.05532517800204901,0.024079664243653914,0.32924750121310353,0.30215000000000003,32,6170838
trec-covid,validation,48,42,20,0.5734980984599349,0.8099999999999999,0.022691865321022624,0.022691865321022624,-0.1194978644804758,-0.2564967293956297,0.006144520664391959,0.4778499947860837,0.06659999999999999,48,8912150
trec-covid,validation,48,42,50,0.6447402504673423,0.8444444444444444,0.045389763675455864,0.045389763675455864,-0.048255712473068556,-0.1382068708867906,0.04588395706720496,0.8411200018599629,0.09739999999999999,48,8912150
trec-covid,validation,48,42,100,0.6652412532979197,0.835,0.0674749078733695,0.0674749078733695,-0.027754709642491167,-0.094065465295882,0.04622585396014948,0.6953999865800142,0.15675,48,8912150
trec-covid,validation,48,42,200,0.6942495797045163,0.8392857142857142,0.1035949889296246,0.09188496676096888,0.0012536167641055834,-0.045937425930900576,0.06382871378730619,0.8624499896541238,0.36014999999999997,48,8912150
trec-covid,strict_confirmatory,48,42,20,0.6059379310519245,0.8514880952380952,0.021425837474437263,0.021425837474437263,-0.08076493846951746,-0.14070299706829964,-0.024616880629595717,0.5631050036754459,0.0552,48,8912150
trec-covid,strict_confirmatory,48,42,50,0.6599660686735138,0.86875,0.0457504690620492,0.0457504690620492,-0.02673680084792812,-0.06879215461847485,0.015089570436570034,0.595342501765117,0.05115,48,8912150
trec-covid,strict_confirmatory,48,42,100,0.6791817369293429,0.8924999999999998,0.07834609036274351,0.07834609036274351,-0.007521132592098983,-0.038015007938949075,0.022989047150464743,0.6102474988438189,0.0938,48,8912150
trec-covid,strict_confirmatory,48,42,200,0.6967312580483421,0.8924999999999998,0.12852401788261805,0.09966222253430124,0.010028388526900045,-0.01953264162491185,0.040095555586099806,0.5950924998614937,0.20645,48,8912150
trec-covid,validation,84,17,20,0.6054768798804147,0.8366666666666667,0.030990476793764654,0.030990476793764654,-0.08751908305999626,-0.16177065880257807,-0.023680549824565477,1.7996400129050016,0.039599999999999996,84,15080102
trec-covid,validation,84,17,50,0.6763166716388719,0.8416666666666668,0.05656989013284567,0.05656989013284567,-0.0166792913015389,-0.05821525148531986,0.026016053051874568,2.2748599993065,0.04505,84,15080102
trec-covid,validation,84,17,100,0.6850880522791353,0.8416666666666668,0.08800539515738788,0.08800539515738788,-0.007907910661275486,-0.034489308929760314,0.02083126904892437,1.9278599880635738,0.07394999999999999,84,15080102
trec-covid,validation,84,17,200,0.6982160868578461,0.8416666666666668,0.1414257755385447,0.11198601294584257,0.00522012391743531,-0.00892502820407487,0.023236430223791665,1.9715100061148405,0.17809999999999998,84,15080102
trec-covid,strict_confirmatory,84,17,20,0.6613192024882781,0.8783333333333333,0.023771883330997085,0.023771883330997085,-0.025383667033163936,-0.08589638001938792,0.032459256489078776,1.3704675016924739,0.0195,84,15080102
trec-covid,strict_confirmatory,84,17,50,0.6785314800360414,0.8614583333333332,0.051617103902209326,0.051617103902209326,-0.008171389485400613,-0.05815827293223802,0.036925617971839,1.412302500102669,0.0664,84,15080102
trec-covid,strict_confirmatory,84,17,100,0.7074325858567323,0.8958333333333333,0.09090736638913072,0.09090736638913072,0.020729716335290298,-0.009185626485194557,0.051421962470219025,1.4149599999655038,0.11610000000000001,84,15080102
trec-covid,strict_confirmatory,84,17,200,0.7015343579340827,0.8979166666666668,0.14781442297388656,0.10810314755484123,0.014831488412640717,-0.002305801227966424,0.03364322015719223,1.293192501179874,0.14295,84,15080102
trec-covid,validation,84,2026,20,0.6363866426728841,0.875,0.033142995002691106,0.033142995002691106,-0.056609320267526686,-0.11584260665939108,0.0012939523297624805,1.739229983650148,0.02045,84,15080102
trec-covid,validation,84,2026,50,0.6835791591016271,0.8699999999999999,0.06297660266620643,0.06297660266620643,-0.009416803838783693,-0.06790750776648552,0.04277597674252357,1.8338700057938695,0.0638,84,15080102
trec-covid,validation,84,2026,100,0.6955445623110766,0.85,0.10266137525807624,0.10266137525807624,0.002548599370665816,-0.054457702953624364,0.049114914401564715,1.8878099974244833,0.06945,84,15080102
trec-covid,validation,84,2026,200,0.6836986952738429,0.8416666666666668,0.1453937458289474,0.11892568162090447,-0.009297267666567938,-0.03248772739620474,0.011853241750459192,1.8539800075814128,0.25115,84,15080102
trec-covid,strict_confirmatory,84,2026,20,0.6438231093947115,0.8633333333333333,0.02529019824468179,0.02529019824468179,-0.04287976012673037,-0.08716431209219826,-0.002478049968668262,1.2227549974340945,0.0314,84,15080102
trec-covid,strict_confirmatory,84,2026,50,0.669707564731512,0.8979166666666666,0.05383713364265712,0.05383713364265712,-0.01699530478992996,-0.04600925102315139,0.010511621325240816,1.4065099996514618,0.0327,84,15080102
trec-covid,strict_confirmatory,84,2026,100,0.6861123947524131,0.88125,0.09190752815471359,0.09190752815471359,-0.0005904747690288606,-0.019738963971048087,0.01830505715456984,1.2714600015897304,0.0872,84,15080102
trec-covid,strict_confirmatory,84,2026,200,0.6860619062502897,0.88125,0.14549477581325093,0.10815017773927427,-0.000640963271152243,-0.019305601177154602,0.015750647506998477,1.4113074983470142,0.17245,84,15080102
trec-covid,validation,84,42,20,0.6262436764847534,0.8416666666666668,0.030335664719135548,0.030335664719135548,-0.0667522864556574,-0.15041338206592036,0.0073566312220644196,1.9426299957558513,0.03560000000000001,84,15080102
trec-covid,validation,84,42,50,0.6589295816893701,0.8416666666666668,0.05934556629594161,0.05934556629594161,-0.03406638125104077,-0.07853804515180789,0.006083451543126234,1.649169996380806,0.08990000000000001,84,15080102
trec-covid,validation,84,42,100,0.6962108487109032,0.85,0.08903000379058526,0.08903000379058526,0.0032148857704922982,-0.014466495602884277,0.02438555439733256,2.005960000678897,0.1408,84,15080102
trec-covid,validation,84,42,200,0.6899083650229753,0.8416666666666668,0.13617998952259427,0.11386422259434759,-0.0030875979174355807,-0.009262793752306741,0.0,1.836310001090169,0.2113,84,15080102
trec-covid,strict_confirmatory,84,42,20,0.6730243223912176,0.8800000000000001,0.025469892695617523,0.025469892695617523,-0.01367854713022439,-0.055755833522218926,0.025369998497108925,1.3112650020048022,0.0439,84,15080102
trec-covid,strict_confirmatory,84,42,50,0.6957474466124074,0.89375,0.05370511707431065,0.05370511707431065,0.009044577090965475,-0.03347606622274729,0.04636828595183541,1.3668075029272586,0.046799999999999994,84,15080102
trec-covid,strict_confirmatory,84,42,100,0.7009933710393976,0.905,0.09345318791872982,0.09345318791872982,0.014290501517955695,-0.011416990314266705,0.03966386700941028,1.3985074998345226,0.08685,84,15080102
trec-covid,strict_confirmatory,84,42,200,0.7036262309412671,0.9091666666666665,0.15309400980699603,0.11220869957746507,0.01692336141982508,0.003063221850175726,0.033164938829117946,1.287004997720942,0.1604,84,15080102
trec-covid,validation,96,17,20,0.6709695239083632,0.875,0.032279877886539673,0.032279877886539673,-0.02202643903204764,-0.10857036429917567,0.06589398698496728,1.224379986524582,0.0339,96,17136086
trec-covid,validation,96,17,50,0.6941301357245735,0.8833333333333332,0.057997473309003164,0.057997473309003164,0.001134172784162668,-0.0695245464272243,0.06969589858064518,2.1490100072696805,0.056150000000000005,96,17136086
trec-covid,validation,96,17,100,0.6994023509695662,0.8666666666666668,0.09408802183529148,0.09408802183529148,0.006406388029155402,-0.018221827160701837,0.031094522187155076,1.912890002131462,0.07635,96,17136086
trec-covid,validation,96,17,200,0.706187568486399,0.85,0.14475331867254856,0.11619103782931661,0.013191605545988083,0.0011798100487748209,0.029740397677870067,2.1174600115045905,0.2006,96,17136086
trec-covid,strict_confirmatory,96,17,20,0.6603164000067121,0.8947916666666668,0.024777424928598933,0.024777424928598933,-0.026386469514729893,-0.07108234778544609,0.018555947088226773,1.5247000032104552,0.01845,96,17136086
trec-covid,strict_confirmatory,96,17,50,0.6709244076648757,0.8833333333333332,0.05402583342948262,0.05402583342948262,-0.01577846185656616,-0.05365271722299796,0.01965847712943155,1.7014674958772957,0.03025,96,17136086
trec-covid,strict_confirmatory,96,17,100,0.6771275313105237,0.8785714285714284,0.09230542935045075,0.09230542935045075,-0.009575338210918246,-0.03940467417730953,0.01696760639098619,1.4693274977616966,0.0586,96,17136086
trec-covid,strict_confirmatory,96,17,200,0.6856038365974626,0.8777777777777779,0.15158910795927008,0.11062742354600279,-0.0010990329239792796,-0.013637544318813938,0.011265455743356079,1.6185150016099215,0.1259,96,17136086
trec-covid,validation,96,2026,20,0.6471150138811581,0.85,0.035136286611259324,0.035136286611259324,-0.045880949059252836,-0.11960916763712613,0.020186370092356788,2.43522000964731,0.03695,96,17136086
trec-covid,validation,96,2026,50,0.7101177645202348,0.8533333333333333,0.06448115625892711,0.06448115625892711,0.01712180157982407,-0.02056492893653977,0.056550320981616456,2.367869997397065,0.0368,96,17136086
trec-covid,validation,96,2026,100,0.7240514475413612,0.8366666666666667,0.09768967331311636,0.09768967331311636,0.031055484600950246,-0.004492729801651411,0.06734697403144584,1.8957399995997548,0.061950000000000005,96,17136086
trec-covid,validation,96,2026,200,0.7085801471276059,0.8416666666666668,0.15235201184028918,0.12734074389125222,0.015584184187195104,-0.0010489383107859184,0.03757714441685054,2.2956799948588014,0.14335,96,17136086
trec-covid,strict_confirmatory,96,2026,20,0.6591763173969415,0.9083333333333332,0.02646150088791659,0.02646150088791659,-0.027526552124500437,-0.06676109388456723,0.012016112482481604,1.6140424995683134,0.032100000000000004,96,17136086
trec-covid,strict_confirmatory,96,2026,50,0.692907174451299,0.8925000000000001,0.056069965638380403,0.056069965638380403,0.00620430492985704,-0.01841468053899727,0.032995790270981186,1.661479996982962,0.05675,96,17136086
trec-covid,strict_confirmatory,96,2026,100,0.699370921177161,0.89375,0.09526119695496368,0.09526119695496368,0.012668051655719059,-0.006457527539979764,0.03247185264909548,1.6407900024205446,0.0901,96,17136086
trec-covid,strict_confirmatory,96,2026,200,0.6931636881628145,0.89375,0.1514835767748533,0.11117722560184044,0.00646081864137252,-0.006835604166765621,0.02000794325842911,1.5882225008681417,0.1175,96,17136086
trec-covid,validation,96,42,20,0.6133416709576314,0.8333333333333333,0.03026936627964256,0.03026936627964256,-0.07965429198277947,-0.17582503947196304,0.008478992529094186,1.9122399855405092,0.0236,96,17136086
trec-covid,validation,96,42,50,0.708963079060832,0.8476190476190476,0.06195824131857018,0.06195824131857018,0.015967116120421097,-0.018720576459119974,0.0624346613999771,1.6706099966540933,0.0466,96,17136086
trec-covid,validation,96,42,100,0.7008224145230083,0.8476190476190476,0.09895313807493289,0.09895313807493289,0.00782645158259753,-0.012691092058956608,0.03420258685180361,2.4004700127989054,0.139,96,17136086
trec-covid,validation,96,42,200,0.7074426515402259,0.8476190476190476,0.14977143555362432,0.11811107540849974,0.014446688599815063,-0.005985531982798137,0.04043657664531432,2.2407400188967586,0.1797,96,17136086
trec-covid,strict_confirmatory,96,42,20,0.6576166712429539,0.8854166666666666,0.02519236517693658,0.02519236517693658,-0.029086198278488167,-0.07432907214482327,0.014437105801927799,1.6518974967766553,0.035750000000000004,96,17136086
trec-covid,strict_confirmatory,96,42,50,0.6853948901638021,0.9020833333333332,0.05305574301881446,0.05305574301881446,-0.0013079793576398976,-0.032616314479154696,0.029252737767598347,1.678669999819249,0.037250000000000005,96,17136086
trec-covid,strict_confirmatory,96,42,100,0.6958666958797212,0.905,0.09287646260494964,0.09287646260494964,0.00916382635827922,-0.015306202632006573,0.03358408230484649,1.6473974974360317,0.07185,96,17136086
