encoder,d,d_pub,d_priv,scheme,n,overlap,shared_n,a_only,b_only,seed,condition,candidate_scope,linkage_method,n_a,n_b,top1_precision,top1_recall,top5_recall,top10_recall,mrr,auc,forced_false_matches,mnn_accepted,mnn_precision,mnn_recall,mnn_false_matches,mnn_unmatched_a,note
e5-small,384,96,288,cell_C64,10000,0.5,5000,5000,5000,11,fp16,same public cell,cell_label_chance_control,10000,10000,0.0031985030530411788,0.0063970061060823575,0.03198503053041179,0.06397006106082358,,0.5,9968.014969469588,,,,,,analytic random choice within the disclosed public cell
e5-small,384,96,288,cell_C64,10000,0.5,5000,5000,5000,11,fp16,same public cell,public_prefix_nn,10000,10000,0.4999,0.9998,1.0,1.0,1.0,1.0,5001,5819,0.8587386148822822,0.9994,822,4181,
e5-small,384,96,288,cell_C64,10000,0.5,5000,5000,5000,11,fp16,same public cell,residual_norm_nn,10000,10000,0.4836,0.9672,1.0,1.0,0.9833666666666668,0.999806724,5164,6348,0.7391304347826086,0.9384,1656,3652,
e5-small,384,96,288,cell_C64,10000,0.5,5000,5000,5000,11,fp16,same public cell,gram_quantile_signature_nn,10000,10000,0.1459,0.2918,0.5428,0.6644,0.41450259898922304,0.887108552,8541,4319,0.2535309099328548,0.219,3224,5681,
e5-small,384,96,288,cell_C64,10000,0.5,5000,5000,5000,11,fp16,same public cell,robust_neighbour_signature_nn,10000,10000,0.1173,0.2346,0.477,0.6018,0.3539752109491083,0.8701712799999999,8827,3946,0.20375063355296502,0.1608,3142,6054,
e5-small,384,96,288,cell_C64,10000,0.5,5000,5000,5000,11,fp16,same public cell,combined_residual_invariants_nn,10000,10000,0.1614,0.3228,0.5864,0.7016,0.4480656650367886,0.900934656,8386,4165,0.28259303721488593,0.2354,2988,5835,
e5-small,384,96,288,cell_C64,10000,0.5,5000,5000,5000,11,fp16,same public cell,combined_prefix_residual_nn,10000,10000,0.4994,0.9988,0.9998,0.9998,0.9992495238095238,0.999857652,5006,5864,0.8509549795361528,0.998,874,4136,
e5-small,384,96,288,cell_C64,10000,0.5,5000,5000,5000,11,int8,same public cell,cell_label_chance_control,10000,10000,0.0031985030530411788,0.0063970061060823575,0.03198503053041179,0.06397006106082358,,0.5,9968.014969469588,,,,,,analytic random choice within the disclosed public cell
e5-small,384,96,288,cell_C64,10000,0.5,5000,5000,5000,11,int8,same public cell,public_prefix_nn,10000,10000,0.4999,0.9998,1.0,1.0,1.0,1.0,5001,5819,0.8587386148822822,0.9994,822,4181,
e5-small,384,96,288,cell_C64,10000,0.5,5000,5000,5000,11,int8,same public cell,residual_norm_nn,10000,10000,0.2275,0.455,0.9504,0.9976,0.654779324009324,0.993179114,7725,5445,0.28852157943067036,0.3142,3874,4555,
e5-small,384,96,288,cell_C64,10000,0.5,5000,5000,5000,11,int8,same public cell,gram_quantile_signature_nn,10000,10000,0.1451,0.2902,0.5454,0.6612,0.41354125688297927,0.886868632,8549,4338,0.251959428307976,0.2186,3245,5662,
e5-small,384,96,288,cell_C64,10000,0.5,5000,5000,5000,11,int8,same public cell,robust_neighbour_signature_nn,10000,10000,0.1163,0.2326,0.477,0.6018,0.3535786935830027,0.8699785600000001,8837,3922,0.20091789903110657,0.1576,3134,6078,
e5-small,384,96,288,cell_C64,10000,0.5,5000,5000,5000,11,int8,same public cell,combined_residual_invariants_nn,10000,10000,0.1596,0.3192,0.586,0.7006,0.4463188310816116,0.90067764,8404,4180,0.2777511961722488,0.2322,3019,5820,
e5-small,384,96,288,cell_C64,10000,0.5,5000,5000,5000,11,int8,same public cell,combined_prefix_residual_nn,10000,10000,0.4994,0.9988,0.9998,0.9998,0.9993761904761904,0.999857884,5006,5871,0.8501107136773973,0.9982,880,4129,
e5-small,384,96,288,microkey_perdoc,10000,0.5,5000,5000,5000,11,clean,same public cell,cell_label_chance_control,10000,10000,0.0031985030530411788,0.0063970061060823575,0.03198503053041179,0.06397006106082358,,0.5,9968.014969469588,,,,,,analytic random choice within the disclosed public cell
e5-small,384,96,288,microkey_perdoc,10000,0.5,5000,5000,5000,11,clean,same public cell,public_prefix_nn,10000,10000,0.4999,0.9998,1.0,1.0,1.0,1.0,5001,5821,0.8586153581858788,0.9996,823,4179,
e5-small,384,96,288,microkey_perdoc,10000,0.5,5000,5000,5000,11,clean,same public cell,residual_norm_nn,10000,10000,0.4998,0.9996,1.0,1.0,0.9998,1.0,5002,6427,0.7773455733623774,0.9992,1431,3573,
e5-small,384,96,288,microkey_perdoc,10000,0.5,5000,5000,5000,11,clean,same public cell,gram_quantile_signature_nn,10000,10000,0.0095,0.019,0.0678,0.123,0.06205547608030358,0.588341696,9905,3728,0.010997854077253219,0.0082,3687,6272,
e5-small,384,96,288,microkey_perdoc,10000,0.5,5000,5000,5000,11,clean,same public cell,robust_neighbour_signature_nn,10000,10000,0.0092,0.0184,0.0772,0.1286,0.06404957560319122,0.613416368,9908,3581,0.012007819044959508,0.0086,3538,6419,
e5-small,384,96,288,microkey_perdoc,10000,0.5,5000,5000,5000,11,clean,same public cell,combined_residual_invariants_nn,10000,10000,0.0101,0.0202,0.0784,0.137,0.06829050321469468,0.618858492,9899,3535,0.013578500707213578,0.0096,3487,6465,
e5-small,384,96,288,microkey_perdoc,10000,0.5,5000,5000,5000,11,clean,same public cell,combined_prefix_residual_nn,10000,10000,0.4832,0.9664,0.9848,0.9892,0.9746081999925147,0.9917214480000001,5168,5624,0.8493954480796586,0.9554,847,4376,
e5-small,384,96,288,microkey_perdoc,10000,0.5,5000,5000,5000,11,clean,same public cell,raw_cross_key_cosine_control,10000,10000,0.0034,0.0068,0.0334,0.0656,0.036686284724581526,0.500725044,9966,5029,0.0029827003380393717,0.003,5014,4971,
e5-small,384,96,288,microkey_perdoc,10000,0.5,5000,5000,5000,11,fp16,same public cell,cell_label_chance_control,10000,10000,0.0031985030530411788,0.0063970061060823575,0.03198503053041179,0.06397006106082358,,0.5,9968.014969469588,,,,,,analytic random choice within the disclosed public cell
e5-small,384,96,288,microkey_perdoc,10000,0.5,5000,5000,5000,11,fp16,same public cell,public_prefix_nn,10000,10000,0.4999,0.9998,1.0,1.0,1.0,1.0,5001,5819,0.8589104657157587,0.9996,821,4181,
e5-small,384,96,288,microkey_perdoc,10000,0.5,5000,5000,5000,11,fp16,same public cell,residual_norm_nn,10000,10000,0.4824,0.9648,1.0,1.0,0.9821,0.999701224,5176,6360,0.7371069182389937,0.9376,1672,3640,
e5-small,384,96,288,microkey_perdoc,10000,0.5,5000,5000,5000,11,fp16,same public cell,gram_quantile_signature_nn,10000,10000,0.0096,0.0192,0.0678,0.123,0.062131069742292655,0.58833624,9904,3731,0.01098901098901099,0.0082,3690,6269,
e5-small,384,96,288,microkey_perdoc,10000,0.5,5000,5000,5000,11,fp16,same public cell,robust_neighbour_signature_nn,10000,10000,0.0092,0.0184,0.077,0.1288,0.06405959105090028,0.6134190319999999,9908,3581,0.012007819044959508,0.0086,3538,6419,
e5-small,384,96,288,microkey_perdoc,10000,0.5,5000,5000,5000,11,fp16,same public cell,combined_residual_invariants_nn,10000,10000,0.01,0.02,0.0782,0.1372,0.06827206485521042,0.618855976,9900,3538,0.013566986998304126,0.0096,3490,6462,
e5-small,384,96,288,microkey_perdoc,10000,0.5,5000,5000,5000,11,fp16,same public cell,combined_prefix_residual_nn,10000,10000,0.4832,0.9664,0.9848,0.9892,0.9746088466341501,0.991722728,5168,5625,0.8492444444444445,0.9554,848,4375,
e5-small,384,96,288,microkey_perdoc,10000,0.5,5000,5000,5000,11,int8,same public cell,cell_label_chance_control,10000,10000,0.0031985030530411788,0.0063970061060823575,0.03198503053041179,0.06397006106082358,,0.5,9968.014969469588,,,,,,analytic random choice within the disclosed public cell
e5-small,384,96,288,microkey_perdoc,10000,0.5,5000,5000,5000,11,int8,same public cell,public_prefix_nn,10000,10000,0.4999,0.9998,1.0,1.0,1.0,1.0,5001,5819,0.8589104657157587,0.9996,821,4181,
e5-small,384,96,288,microkey_perdoc,10000,0.5,5000,5000,5000,11,int8,same public cell,residual_norm_nn,10000,10000,0.2265,0.453,0.9434,0.9978,0.6527371017871018,0.9934175220000001,7735,5550,0.2810810810810811,0.312,3990,4450,
e5-small,384,96,288,microkey_perdoc,10000,0.5,5000,5000,5000,11,int8,same public cell,gram_quantile_signature_nn,10000,10000,0.0101,0.0202,0.0678,0.1222,0.06240968967279048,0.588072892,9899,3717,0.011837503362927092,0.0088,3673,6283,
e5-small,384,96,288,microkey_perdoc,10000,0.5,5000,5000,5000,11,int8,same public cell,robust_neighbour_signature_nn,10000,10000,0.0094,0.0188,0.0738,0.1282,0.06422408715646417,0.6133171159999999,9906,3582,0.011166945840312675,0.008,3542,6418,
e5-small,384,96,288,microkey_perdoc,10000,0.5,5000,5000,5000,11,int8,same public cell,combined_residual_invariants_nn,10000,10000,0.0092,0.0184,0.0802,0.1368,0.06705319812552325,0.618611912,9908,3557,0.012369974697779028,0.0088,3513,6443,
e5-small,384,96,288,microkey_perdoc,10000,0.5,5000,5000,5000,11,int8,same public cell,combined_prefix_residual_nn,10000,10000,0.4834,0.9668,0.9844,0.9888,0.9747615968237704,0.991712232,5166,5635,0.8491570541259982,0.957,850,4365,
e5-small,384,96,288,cell_C64,10000,0.75,7500,2500,2500,11,clean,same public cell,cell_label_chance_control,10000,10000,0.004820878035625104,0.006427837380833472,0.03213918690416735,0.0642783738083347,,0.5,9951.791219643748,,,,,,analytic random choice within the disclosed public cell
e5-small,384,96,288,cell_C64,10000,0.75,7500,2500,2500,11,clean,same public cell,public_prefix_nn,10000,10000,0.7498,0.9997333333333334,1.0,1.0,1.0,1.0,2502,7687,0.9752829452322103,0.9996,190,2313,
e5-small,384,96,288,cell_C64,10000,0.75,7500,2500,2500,11,clean,same public cell,residual_norm_nn,10000,10000,0.7498,0.9997333333333334,1.0,1.0,1.0,0.9999998986666666,2502,7880,0.9513959390862944,0.9996,383,2120,
e5-small,384,96,288,cell_C64,10000,0.75,7500,2500,2500,11,clean,same public cell,gram_quantile_signature_nn,10000,10000,0.4646,0.6194666666666667,0.8221333333333334,0.8818666666666667,0.7112454076456076,0.9578202933333333,5354,5613,0.7258150721539284,0.5432,1539,4387,
e5-small,384,96,288,cell_C64,10000,0.75,7500,2500,2500,11,clean,same public cell,robust_neighbour_signature_nn,10000,10000,0.3972,0.5296,0.7516,0.8398666666666667,0.6325438357205562,0.9479326222222223,6028,5134,0.6550447993767043,0.4484,1771,4866,
e5-small,384,96,288,cell_C64,10000,0.75,7500,2500,2500,11,clean,same public cell,combined_residual_invariants_nn,10000,10000,0.5002,0.6669333333333334,0.8550666666666666,0.9114666666666666,0.7521131710146345,0.9663668728888888,4998,5657,0.7758529255789287,0.5852,1268,4343,
e5-small,384,96,288,cell_C64,10000,0.75,7500,2500,2500,11,clean,same public cell,combined_prefix_residual_nn,10000,10000,0.7494,0.9992,0.9997333333333334,0.9998666666666667,0.9994730158730158,0.9998294204444444,2506,7697,0.9728465635962064,0.9984,209,2303,
e5-small,384,96,288,cell_C64,10000,0.75,7500,2500,2500,11,clean,same public cell,raw_cross_key_cosine_control,10000,10000,0.0053,0.007066666666666666,0.0312,0.0588,0.03518598851808532,0.49587736000000004,9947,4642,0.005385609651012494,0.0033333333333333335,4617,5358,
e5-small,384,96,288,cell_C64,10000,0.75,7500,2500,2500,11,fp16,same public cell,cell_label_chance_control,10000,10000,0.004820878035625104,0.006427837380833472,0.03213918690416735,0.0642783738083347,,0.5,9951.791219643748,,,,,,analytic random choice within the disclosed public cell
e5-small,384,96,288,cell_C64,10000,0.75,7500,2500,2500,11,fp16,same public cell,public_prefix_nn,10000,10000,0.7498,0.9997333333333334,1.0,1.0,1.0,1.0,2502,7687,0.9752829452322103,0.9996,190,2313,
e5-small,384,96,288,cell_C64,10000,0.75,7500,2500,2500,11,fp16,same public cell,residual_norm_nn,10000,10000,0.7229,0.9638666666666666,1.0,1.0,0.9818222222222223,0.9997615884444444,2771,7686,0.9172521467603435,0.94,636,2314,
e5-small,384,96,288,cell_C64,10000,0.75,7500,2500,2500,11,fp16,same public cell,gram_quantile_signature_nn,10000,10000,0.4647,0.6196,0.8222666666666667,0.8817333333333334,0.7113556529325384,0.957822224,5353,5611,0.7266084476920335,0.5436,1534,4389,
e5-small,384,96,288,cell_C64,10000,0.75,7500,2500,2500,11,fp16,same public cell,robust_neighbour_signature_nn,10000,10000,0.3972,0.5296,0.7518666666666667,0.84,0.632528791391572,0.9479320462222222,6028,5128,0.655811232449298,0.4484,1765,4872,
e5-small,384,96,288,cell_C64,10000,0.75,7500,2500,2500,11,fp16,same public cell,combined_residual_invariants_nn,10000,10000,0.5002,0.6669333333333334,0.8549333333333333,0.9116,0.7521058720660757,0.9663680586666668,4998,5660,0.7756183745583038,0.5853333333333334,1270,4340,
e5-small,384,96,288,cell_C64,10000,0.75,7500,2500,2500,11,fp16,same public cell,combined_prefix_residual_nn,10000,10000,0.7494,0.9992,0.9997333333333334,0.9998666666666667,0.9995396825396826,0.999829480888889,2506,7697,0.9729764843445499,0.9985333333333334,208,2303,
e5-small,384,96,288,cell_C64,10000,0.75,7500,2500,2500,11,int8,same public cell,cell_label_chance_control,10000,10000,0.004820878035625104,0.006427837380833472,0.03213918690416735,0.0642783738083347,,0.5,9951.791219643748,,,,,,analytic random choice within the disclosed public cell
e5-small,384,96,288,cell_C64,10000,0.75,7500,2500,2500,11,int8,same public cell,public_prefix_nn,10000,10000,0.7498,0.9997333333333334,1.0,1.0,1.0,1.0,2502,7688,0.975156087408949,0.9996,191,2312,
e5-small,384,96,288,cell_C64,10000,0.75,7500,2500,2500,11,int8,same public cell,residual_norm_nn,10000,10000,0.3426,0.4568,0.952,0.9985333333333334,0.6572231485725604,0.9930930844444444,6574,5944,0.41117092866756394,0.3258666666666667,3500,4056,
e5-small,384,96,288,cell_C64,10000,0.75,7500,2500,2500,11,int8,same public cell,gram_quantile_signature_nn,10000,10000,0.4617,0.6156,0.8221333333333334,0.8833333333333333,0.7087060698245419,0.9576969048888889,5383,5569,0.7249057281379062,0.5382666666666667,1532,4431,
e5-small,384,96,288,cell_C64,10000,0.75,7500,2500,2500,11,int8,same public cell,robust_neighbour_signature_nn,10000,10000,0.3968,0.5290666666666667,0.7518666666666667,0.8385333333333334,0.6312858503304236,0.9478122231111111,6032,5096,0.658359497645212,0.44733333333333336,1741,4904,
e5-small,384,96,288,cell_C64,10000,0.75,7500,2500,2500,11,int8,same public cell,combined_residual_invariants_nn,10000,10000,0.4997,0.6662666666666667,0.8546666666666667,0.9106666666666666,0.7515584691816861,0.9662823946666665,5003,5670,0.7701940035273369,0.5822666666666667,1303,4330,
e5-small,384,96,288,cell_C64,10000,0.75,7500,2500,2500,11,int8,same public cell,combined_prefix_residual_nn,10000,10000,0.7494,0.9992,0.9998666666666667,0.9998666666666667,0.9995438383838385,0.9998289564444445,2506,7698,0.9727201870615745,0.9984,210,2302,
e5-small,384,96,288,microkey_perdoc,10000,0.75,7500,2500,2500,11,clean,same public cell,cell_label_chance_control,10000,10000,0.004820878035625104,0.006427837380833472,0.03213918690416735,0.0642783738083347,,0.5,9951.791219643748,,,,,,analytic random choice within the disclosed public cell
e5-small,384,96,288,microkey_perdoc,10000,0.75,7500,2500,2500,11,clean,same public cell,public_prefix_nn,10000,10000,0.7498,0.9997333333333334,1.0,1.0,1.0,1.0,2502,7687,0.9752829452322103,0.9996,190,2313,
e5-small,384,96,288,microkey_perdoc,10000,0.75,7500,2500,2500,11,clean,same public cell,residual_norm_nn,10000,10000,0.7498,0.9997333333333334,1.0,1.0,0.9998666666666667,1.0,2502,7880,0.9512690355329949,0.9994666666666666,384,2120,
e5-small,384,96,288,microkey_perdoc,10000,0.75,7500,2500,2500,11,clean,same public cell,gram_quantile_signature_nn,10000,10000,0.0106,0.014133333333333333,0.06866666666666667,0.1248,0.05926349931572609,0.5880917937777779,9894,3783,0.013217023526301877,0.006666666666666667,3733,6217,
e5-small,384,96,288,microkey_perdoc,10000,0.75,7500,2500,2500,11,clean,same public cell,robust_neighbour_signature_nn,10000,10000,0.0134,0.017866666666666666,0.07613333333333333,0.12813333333333332,0.06392364580469038,0.6169190755555556,9866,3541,0.016661959898333804,0.007866666666666666,3482,6459,
e5-small,384,96,288,microkey_perdoc,10000,0.75,7500,2500,2500,11,clean,same public cell,combined_residual_invariants_nn,10000,10000,0.014,0.018666666666666668,0.07826666666666666,0.1384,0.06689656784226833,0.6167888053333334,9860,3621,0.016846175089754212,0.008133333333333333,3560,6379,
e5-small,384,96,288,microkey_perdoc,10000,0.75,7500,2500,2500,11,clean,same public cell,combined_prefix_residual_nn,10000,10000,0.7243,0.9657333333333333,0.9842666666666666,0.9881333333333333,0.974537871299327,0.9911379324444444,2757,7408,0.9661177105831533,0.9542666666666667,251,2592,
e5-small,384,96,288,microkey_perdoc,10000,0.75,7500,2500,2500,11,clean,same public cell,raw_cross_key_cosine_control,10000,10000,0.0045,0.006,0.0308,0.06573333333333334,0.03544797028949646,0.5006069493333334,9955,5005,0.004195804195804196,0.0028,4984,4995,
e5-small,384,96,288,microkey_perdoc,10000,0.75,7500,2500,2500,11,fp16,same public cell,cell_label_chance_control,10000,10000,0.004820878035625104,0.006427837380833472,0.03213918690416735,0.0642783738083347,,0.5,9951.791219643748,,,,,,analytic random choice within the disclosed public cell
e5-small,384,96,288,microkey_perdoc,10000,0.75,7500,2500,2500,11,fp16,same public cell,public_prefix_nn,10000,10000,0.7498,0.9997333333333334,1.0,1.0,1.0,1.0,2502,7687,0.9752829452322103,0.9996,190,2313,
e5-small,384,96,288,microkey_perdoc,10000,0.75,7500,2500,2500,11,fp16,same public cell,residual_norm_nn,10000,10000,0.7227,0.9636,1.0,1.0,0.9815555555555555,0.9997935911111111,2773,7708,0.9151530877010898,0.9405333333333333,654,2292,
e5-small,384,96,288,microkey_perdoc,10000,0.75,7500,2500,2500,11,fp16,same public cell,gram_quantile_signature_nn,10000,10000,0.0105,0.014,0.06866666666666667,0.12453333333333333,0.05921737178649633,0.5880947200000001,9895,3769,0.013531440700451048,0.0068,3718,6231,
e5-small,384,96,288,microkey_perdoc,10000,0.75,7500,2500,2500,11,fp16,same public cell,robust_neighbour_signature_nn,10000,10000,0.0133,0.017733333333333334,0.076,0.128,0.06383076824383108,0.6169251857777778,9867,3543,0.016652554332486594,0.007866666666666666,3484,6457,
e5-small,384,96,288,microkey_perdoc,10000,0.75,7500,2500,2500,11,fp16,same public cell,combined_residual_invariants_nn,10000,10000,0.0138,0.0184,0.07866666666666666,0.13813333333333333,0.06679225920712244,0.6167934542222222,9862,3621,0.016846175089754212,0.008133333333333333,3560,6379,
e5-small,384,96,288,microkey_perdoc,10000,0.75,7500,2500,2500,11,fp16,same public cell,combined_prefix_residual_nn,10000,10000,0.7241,0.9654666666666667,0.9841333333333333,0.9881333333333333,0.9744050787836946,0.9911376213333334,2759,7408,0.9661177105831533,0.9542666666666667,251,2592,
e5-small,384,96,288,microkey_perdoc,10000,0.75,7500,2500,2500,11,int8,same public cell,cell_label_chance_control,10000,10000,0.004820878035625104,0.006427837380833472,0.03213918690416735,0.0642783738083347,,0.5,9951.791219643748,,,,,,analytic random choice within the disclosed public cell
e5-small,384,96,288,microkey_perdoc,10000,0.75,7500,2500,2500,11,int8,same public cell,public_prefix_nn,10000,10000,0.7498,0.9997333333333334,1.0,1.0,1.0,1.0,2502,7688,0.975156087408949,0.9996,191,2312,
e5-small,384,96,288,microkey_perdoc,10000,0.75,7500,2500,2500,11,int8,same public cell,residual_norm_nn,10000,10000,0.3312,0.4416,0.9389333333333333,0.9958666666666667,0.6447915475265474,0.9926269422222223,6688,5950,0.40285714285714286,0.3196,3553,4050,
e5-small,384,96,288,microkey_perdoc,10000,0.75,7500,2500,2500,11,int8,same public cell,gram_quantile_signature_nn,10000,10000,0.011,0.014666666666666666,0.06893333333333333,0.1248,0.05941552973377378,0.5883680995555556,9890,3770,0.014588859416445624,0.007333333333333333,3715,6230,
e5-small,384,96,288,microkey_perdoc,10000,0.75,7500,2500,2500,11,int8,same public cell,robust_neighbour_signature_nn,10000,10000,0.0132,0.0176,0.0748,0.13026666666666667,0.06382853586200489,0.6172214275555556,9868,3523,0.017030939540164634,0.008,3463,6477,
e5-small,384,96,288,microkey_perdoc,10000,0.75,7500,2500,2500,11,int8,same public cell,combined_residual_invariants_nn,10000,10000,0.0143,0.019066666666666666,0.07666666666666666,0.13866666666666666,0.0669090464923178,0.6170157493333334,9857,3641,0.017577588574567427,0.008533333333333334,3577,6359,
e5-small,384,96,288,microkey_perdoc,10000,0.75,7500,2500,2500,11,int8,same public cell,combined_prefix_residual_nn,10000,10000,0.7241,0.9654666666666667,0.9844,0.988,0.9743840892927649,0.9911825848888889,2759,7410,0.965991902834008,0.9544,252,2590,
e5-small,384,96,288,cell_C64,10000,0.9,9000,1000,1000,11,clean,same public cell,cell_label_chance_control,10000,10000,0.005776898336190248,0.006418775929100276,0.03209387964550138,0.06418775929100276,,0.5,9942.231016638098,,,,,,analytic random choice within the disclosed public cell
e5-small,384,96,288,cell_C64,10000,0.9,9000,1000,1000,11,clean,same public cell,public_prefix_nn,10000,10000,0.8997,0.9996666666666667,1.0,1.0,1.0,1.0,1003,9041,0.9950226744829112,0.9995555555555555,45,959,
e5-small,384,96,288,cell_C64,10000,0.9,9000,1000,1000,11,clean,same public cell,residual_norm_nn,10000,10000,0.8996,0.9995555555555555,1.0,1.0,1.0,0.9999983808641975,1004,9053,0.9934828233734674,0.9993333333333333,59,947,
e5-small,384,96,288,cell_C64,10000,0.9,9000,1000,1000,11,clean,same public cell,gram_quantile_signature_nn,10000,10000,0.7943,0.8825555555555555,0.9556666666666667,0.9728888888888889,0.9157574184413716,0.9876307185185185,2057,7911,0.9644798381999747,0.8477777777777777,281,2089,
e5-small,384,96,288,cell_C64,10000,0.9,9000,1000,1000,11,clean,same public cell,robust_neighbour_signature_nn,10000,10000,0.7405,0.8227777777777778,0.9368888888888889,0.9656666666666667,0.8734372934545972,0.9850245913580248,2595,7380,0.9447154471544715,0.7746666666666666,408,2620,
e5-small,384,96,288,cell_C64,10000,0.9,9000,1000,1000,11,clean,same public cell,combined_residual_invariants_nn,10000,10000,0.8187,0.9096666666666666,0.9717777777777777,0.9821111111111112,0.9369784388652709,0.9910837987654322,1813,8136,0.974803343166175,0.8812222222222222,205,1864,
e5-small,384,96,288,cell_C64,10000,0.9,9000,1000,1000,11,clean,same public cell,combined_prefix_residual_nn,10000,10000,0.8992,0.9991111111111111,0.9997777777777778,0.9998888888888889,0.9994545454545456,0.9998431666666667,1008,9017,0.996783852722635,0.9986666666666667,29,983,
e5-small,384,96,288,cell_C64,10000,0.9,9000,1000,1000,11,clean,same public cell,raw_cross_key_cosine_control,10000,10000,0.0063,0.007,0.03166666666666667,0.06633333333333333,0.035804632078157726,0.5000960740740741,9937,4701,0.007445224420336099,0.0038888888888888888,4666,5299,
e5-small,384,96,288,cell_C64,10000,0.9,9000,1000,1000,11,fp16,same public cell,cell_label_chance_control,10000,10000,0.005776898336190248,0.006418775929100276,0.03209387964550138,0.06418775929100276,,0.5,9942.231016638098,,,,,,analytic random choice within the disclosed public cell
e5-small,384,96,288,cell_C64,10000,0.9,9000,1000,1000,11,fp16,same public cell,public_prefix_nn,10000,10000,0.8996,0.9995555555555555,1.0,1.0,1.0,1.0,1004,9040,0.9949115044247787,0.9993333333333333,46,960,
e5-small,384,96,288,cell_C64,10000,0.9,9000,1000,1000,11,fp16,same public cell,residual_norm_nn,10000,10000,0.8659,0.9621111111111111,1.0,1.0,0.981,0.9997986975308641,1341,8754,0.9684715558601782,0.942,276,1246,
e5-small,384,96,288,cell_C64,10000,0.9,9000,1000,1000,11,fp16,same public cell,gram_quantile_signature_nn,10000,10000,0.7939,0.8821111111111111,0.9556666666666667,0.9728888888888889,0.9155395001480404,0.9876318555555557,2061,7908,0.9643399089529591,0.8473333333333334,282,2092,
e5-small,384,96,288,cell_C64,10000,0.9,9000,1000,1000,11,fp16,same public cell,robust_neighbour_signature_nn,10000,10000,0.7404,0.8226666666666667,0.9368888888888889,0.9656666666666667,0.8734163469724794,0.9850242962962963,2596,7379,0.9448434747255726,0.7746666666666666,407,2621,
e5-small,384,96,288,cell_C64,10000,0.9,9000,1000,1000,11,fp16,same public cell,combined_residual_invariants_nn,10000,10000,0.8185,0.9094444444444445,0.9718888888888889,0.9821111111111112,0.9368773928724046,0.991084412345679,1815,8135,0.9746773202212662,0.881,206,1865,
e5-small,384,96,288,cell_C64,10000,0.9,9000,1000,1000,11,fp16,same public cell,combined_prefix_residual_nn,10000,10000,0.8992,0.9991111111111111,0.9998888888888889,0.9998888888888889,0.9994582491582492,0.9998432111111111,1008,9017,0.996783852722635,0.9986666666666667,29,983,
e5-small,384,96,288,cell_C64,10000,0.9,9000,1000,1000,11,int8,same public cell,cell_label_chance_control,10000,10000,0.005776898336190248,0.006418775929100276,0.03209387964550138,0.06418775929100276,,0.5,9942.231016638098,,,,,,analytic random choice within the disclosed public cell
e5-small,384,96,288,cell_C64,10000,0.9,9000,1000,1000,11,int8,same public cell,public_prefix_nn,10000,10000,0.8996,0.9995555555555555,1.0,1.0,1.0,1.0,1004,9039,0.9950215731828742,0.9993333333333333,45,961,
e5-small,384,96,288,cell_C64,10000,0.9,9000,1000,1000,11,int8,same public cell,residual_norm_nn,10000,10000,0.4085,0.4538888888888889,0.9434444444444444,0.9961111111111111,0.6529993584030349,0.9930507333333333,5915,6208,0.48598582474226804,0.3352222222222222,3191,3792,
e5-small,384,96,288,cell_C64,10000,0.9,9000,1000,1000,11,int8,same public cell,gram_quantile_signature_nn,10000,10000,0.7912,0.8791111111111111,0.9552222222222222,0.9727777777777777,0.9142030824344498,0.9875320814814814,2088,7900,0.9627848101265822,0.8451111111111111,294,2100,
e5-small,384,96,288,cell_C64,10000,0.9,9000,1000,1000,11,int8,same public cell,robust_neighbour_signature_nn,10000,10000,0.7381,0.8201111111111111,0.9368888888888889,0.9668888888888889,0.8718808644496667,0.984909562962963,2619,7350,0.943265306122449,0.7703333333333333,417,2650,
e5-small,384,96,288,cell_C64,10000,0.9,9000,1000,1000,11,int8,same public cell,combined_residual_invariants_nn,10000,10000,0.8175,0.9083333333333333,0.9715555555555555,0.9825555555555555,0.936017189966718,0.9910028148148149,1825,8115,0.9757239679605668,0.8797777777777778,197,1885,
e5-small,384,96,288,cell_C64,10000,0.9,9000,1000,1000,11,int8,same public cell,combined_prefix_residual_nn,10000,10000,0.8993,0.9992222222222222,0.9998888888888889,1.0,0.9995148148148149,0.9998441777777778,1007,9018,0.9967842093590596,0.9987777777777778,29,982,
e5-small,384,96,288,microkey_perdoc,10000,0.9,9000,1000,1000,11,clean,same public cell,cell_label_chance_control,10000,10000,0.005776898336190248,0.006418775929100276,0.03209387964550138,0.06418775929100276,,0.5,9942.231016638098,,,,,,analytic random choice within the disclosed public cell
e5-small,384,96,288,microkey_perdoc,10000,0.9,9000,1000,1000,11,clean,same public cell,public_prefix_nn,10000,10000,0.8998,0.9997777777777778,1.0,1.0,1.0,1.0,1002,9041,0.9951332817166243,0.9996666666666667,44,959,
e5-small,384,96,288,microkey_perdoc,10000,0.9,9000,1000,1000,11,clean,same public cell,residual_norm_nn,10000,10000,0.8995,0.9994444444444445,1.0,1.0,0.9998888888888889,0.9999979160493827,1005,9053,0.99326190213189,0.9991111111111111,61,947,
e5-small,384,96,288,microkey_perdoc,10000,0.9,9000,1000,1000,11,clean,same public cell,gram_quantile_signature_nn,10000,10000,0.0133,0.014777777777777779,0.06755555555555555,0.12333333333333334,0.059023581354726844,0.5844445839506173,9867,3770,0.014588859416445624,0.006111111111111111,3715,6230,
