encoder,scheme,n,overlap,condition,linkage_method,runs,top1_precision_mean,top1_precision_std,top1_precision_min,top1_precision_max,top1_recall_mean,top1_recall_std,top1_recall_min,top1_recall_max,top5_recall_mean,top5_recall_std,top5_recall_min,top5_recall_max,top10_recall_mean,top10_recall_std,top10_recall_min,top10_recall_max,mrr_mean,mrr_std,mrr_min,mrr_max,auc_mean,auc_std,auc_min,auc_max,forced_false_matches_mean,forced_false_matches_std,forced_false_matches_min,forced_false_matches_max,mnn_accepted_mean,mnn_accepted_std,mnn_accepted_min,mnn_accepted_max,mnn_precision_mean,mnn_precision_std,mnn_precision_min,mnn_precision_max,mnn_recall_mean,mnn_recall_std,mnn_recall_min,mnn_recall_max,mnn_false_matches_mean,mnn_false_matches_std,mnn_false_matches_min,mnn_false_matches_max,mnn_unmatched_a_mean,mnn_unmatched_a_std,mnn_unmatched_a_min,mnn_unmatched_a_max
e5-base,cell_C64,10000,0.9,fp16,robust_neighbour_signature_nn,3,0.7403666666666666,0.007805340052382915,0.7324,0.748,0.8226296296296297,0.008672600058203256,0.8137777777777778,0.8311111111111111,0.9379259259259259,0.0019319705712215027,0.9364444444444444,0.9401111111111111,0.966037037037037,0.0018098950700549444,0.9647777777777777,0.9681111111111111,0.8742076340039665,0.006119772473100506,0.867941232339068,0.880169398562609,0.9850394679012346,0.0007359588842188752,0.9843361567901234,0.9858042222222221,2596.3333333333335,78.05340052382941,2520.0,2676.0,7371.666666666667,66.01010023726168,7305.0,7437.0,0.9426891587294138,0.003421518149851988,0.9388090349075975,0.945273631840796,0.7721481481481481,0.00961052235405002,0.762,0.7811111111111111,422.3333333333333,21.571586249817916,407.0,447.0,2628.3333333333335,66.01010023726168,2563.0,2695.0
e5-base,cell_C64,10000,0.9,int8,cell_label_chance_control,3,0.005758737442772259,5.576223282815469e-06,0.005752632293288539,0.005763561917182806,0.006398597158635842,6.195803647572616e-06,0.006391813659209488,0.006403957685758673,0.03199298579317921,3.097901823786268e-05,0.03195906829604744,0.03201978842879336,0.06398597158635842,6.195803647572536e-05,0.06391813659209487,0.06403957685758672,,,,,0.5,0.0,0.5,0.5,9942.412625572279,0.05576223282827858,9942.364380828172,9942.473677067115,,,,,,,,,,,,,,,,,,,,
e5-base,cell_C64,10000,0.9,int8,combined_prefix_residual_nn,3,0.8997,0.00017320508075693275,0.8996,0.8999,0.9996666666666666,0.00019245008972991817,0.9995555555555555,0.9998888888888889,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.9998518518518518,8.486251286953921e-05,0.9997777777777778,0.9999444444444444,0.999997883127572,3.02384325055095e-06,0.9999944098765432,0.9999999296296296,1003.0,1.7320508075688772,1001.0,1004.0,9030.666666666666,4.725815626252609,9027.0,9036.0,0.9959767299180456,0.00016702664110799286,0.9957945993802567,0.9961227428824637,0.9993703703703704,0.00035717225040715514,0.9991111111111111,0.9997777777777778,36.333333333333336,1.5275252316519465,35.0,38.0,969.3333333333334,4.725815626252608,964.0,973.0
e5-base,cell_C64,10000,0.9,int8,combined_residual_invariants_nn,3,0.8214,0.0007937253933193947,0.8208,0.8223,0.9126666666666666,0.0008819171036881627,0.912,0.9136666666666666,0.9737037037037037,0.0010501812502783539,0.9728888888888889,0.9748888888888889,0.9858518518518519,0.0009579642338057694,0.985,0.9868888888888889,0.9399604242785392,0.0007995613716583265,0.939458269139744,0.9408824553109164,0.9919940362139918,0.0002881111516082713,0.9916849444444444,0.9922551407407407,1786.0,7.937253933193772,1777.0,1792.0,8139.0,19.078784028338912,8121.0,8159.0,0.9760416282742543,0.00041078826216932817,0.9756667076318053,0.9764807289742643,0.8826666666666667,0.0018954135676924645,0.8811111111111111,0.8847777777777778,195.0,3.605551275463989,191.0,198.0,1861.0,19.078784028338912,1841.0,1879.0
e5-base,cell_C64,10000,0.9,int8,gram_quantile_signature_nn,3,0.7868,0.0029206163733020633,0.7841,0.7899,0.8742222222222223,0.0032451293036689583,0.8712222222222222,0.8776666666666667,0.9575185185185185,0.0010323970270196925,0.9563333333333334,0.9582222222222222,0.9738888888888889,0.001392218231793513,0.9724444444444444,0.9752222222222222,0.9112817926623987,0.002148922978162642,0.9091072980790332,0.9134041969210488,0.9888630370370372,0.00029006163505504185,0.9886886716049383,0.9891978753086421,2132.0,29.206163733020468,2101.0,2159.0,7875.333333333333,16.802777548171413,7857.0,7890.0,0.9608072295062288,0.0019652693081508815,0.9586818757921419,0.9625587003426831,0.8407407407407407,0.0017962008374788271,0.8391111111111111,0.8426666666666667,308.6666666666667,15.821925715074423,295.0,326.0,2124.6666666666665,16.802777548171413,2110.0,2143.0
e5-base,cell_C64,10000,0.9,int8,public_prefix_nn,3,0.8997,0.00017320508075693275,0.8996,0.8999,0.9996666666666666,0.00019245008972991817,0.9995555555555555,0.9998888888888889,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.9999993119341565,1.1917650000640978e-06,0.9999979358024692,1.0,1003.0,1.7320508075688772,1001.0,1004.0,9025.0,3.605551275463989,9021.0,9028.0,0.996712883498625,0.0003378278650605779,0.9963438954132506,0.9970069837046891,0.9994814814814815,0.0003571722504071781,0.9992222222222222,0.9998888888888889,29.666666666666668,3.0550504633038935,27.0,33.0,975.0,3.605551275463989,972.0,979.0
e5-base,cell_C64,10000,0.9,int8,residual_norm_nn,3,0.4938666666666666,0.0130791182169645,0.4788,0.5023,0.5487407407407408,0.014532353574405014,0.532,0.5581111111111111,0.9813703703703703,0.004067840348745375,0.978,0.9858888888888889,0.9992962962962962,0.000169725025739139,0.9991111111111111,0.9994444444444445,0.7293920237170237,0.010085720757256484,0.7177460369877037,0.7352178488178488,0.9951625899176954,0.00037521682086057645,0.9948160975308642,0.9955611024691358,5061.333333333333,130.79118216964528,4977.0,5212.0,6506.666666666667,55.24792605458899,6443.0,6542.0,0.5776333102207375,0.014476863770433132,0.5609188266335557,0.5862121675328645,0.4176666666666667,0.013958050024764463,0.40155555555555555,0.4261111111111111,2747.6666666666665,70.43673284113434,2707.0,2829.0,3493.3333333333335,55.247926054588994,3458.0,3557.0
e5-base,cell_C64,10000,0.9,int8,robust_neighbour_signature_nn,3,0.7380333333333332,0.007518200139217729,0.73,0.7449,0.820037037037037,0.008353555710241907,0.8111111111111111,0.8276666666666667,0.9378148148148148,0.0020915270968141246,0.9364444444444444,0.9402222222222222,0.9658148148148148,0.0017225208821086148,0.9645555555555556,0.9677777777777777,0.8726693859320621,0.005872071985008267,0.8665049541875514,0.8781972234732536,0.9849878917695474,0.0007361548271133224,0.9842970604938271,0.9857622456790123,2619.6666666666665,75.1820013921772,2551.0,2700.0,7350.666666666667,68.51520512509127,7283.0,7420.0,0.9424455693811703,0.002458933056340898,0.939859947823699,0.9447543883521567,0.7697407407407407,0.008462942701977559,0.7605555555555555,0.7772222222222223,423.0,16.09347693943108,406.0,438.0,2649.3333333333335,68.51520512509127,2580.0,2717.0
e5-base,cell_C64,10000,1.0,clean,cell_label_chance_control,3,0.0064,0.0,0.0064,0.0064,0.0064,0.0,0.0064,0.0064,0.032,0.0,0.032,0.032,0.064,0.0,0.064,0.064,,,,,0.5,0.0,0.5,0.5,9936.0,0.0,9936.0,9936.0,,,,,,,,,,,,,,,,,,,,
e5-base,cell_C64,10000,1.0,clean,combined_prefix_residual_nn,3,0.9997666666666666,0.00011547005383791244,0.9997,0.9999,0.9997666666666666,0.00011547005383791244,0.9997,0.9999,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.9998833333333333,5.773502691895622e-05,0.99985,0.99995,1.0,0.0,1.0,1.0,2.3333333333333335,1.1547005383792515,1.0,3.0,9997.666666666666,1.1547005383792515,9997.0,9999.0,0.9998666266546631,0.00015279836267402037,0.9996999099729919,1.0,0.9996333333333333,0.0002516611478423821,0.9994,0.9999,1.3333333333333333,1.5275252316519468,0.0,3.0,2.3333333333333335,1.1547005383792515,1.0,3.0
e5-base,cell_C64,10000,1.0,clean,combined_residual_invariants_nn,3,0.9997666666666666,0.00011547005383791244,0.9997,0.9999,0.9997666666666666,0.00011547005383791244,0.9997,0.9999,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.9998833333333333,5.773502691895622e-05,0.99985,0.99995,0.9999967714999999,5.591926032249333e-06,0.9999903145,1.0,2.3333333333333335,1.1547005383792515,1.0,3.0,9997.666666666666,1.1547005383792515,9997.0,9999.0,0.9998666266546631,0.00015279836267402037,0.9996999099729919,1.0,0.9996333333333333,0.0002516611478423821,0.9994,0.9999,1.3333333333333333,1.5275252316519468,0.0,3.0,2.3333333333333335,1.1547005383792515,1.0,3.0
e5-base,cell_C64,10000,1.0,clean,gram_quantile_signature_nn,3,0.9997666666666666,0.00011547005383791244,0.9997,0.9999,0.9997666666666666,0.00011547005383791244,0.9997,0.9999,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.9998833333333333,5.773502691895622e-05,0.99985,0.99995,0.9999935799999999,7.799564090404442e-06,0.9999849,1.0,2.3333333333333335,1.1547005383792515,1.0,3.0,9997.333333333334,0.5773502691896258,9997.0,9998.0,0.9998666266546631,0.00011550470524951777,0.9997999399819946,1.0,0.9996,0.00017320508075686865,0.9995,0.9998,1.3333333333333333,1.1547005383792517,0.0,2.0,2.6666666666666665,0.5773502691896258,2.0,3.0
e5-base,cell_C64,10000,1.0,clean,public_prefix_nn,3,0.9998,9.999999999998899e-05,0.9997,0.9999,0.9998,9.999999999998899e-05,0.9997,0.9999,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.9999954356666666,7.905657236002751e-06,0.999986307,1.0,2.0,1.0,1.0,3.0,9998.0,1.0,9997.0,9999.0,0.9998999799953321,1.0004001310709809e-08,0.9998999699909973,0.9998999899989999,0.9997000000000001,9.999999999998899e-05,0.9996,0.9998,1.0,0.0,1.0,1.0,2.0,1.0,1.0,3.0
e5-base,cell_C64,10000,1.0,clean,raw_cross_key_cosine_control,3,0.006733333333333333,0.0004725815626252611,0.0062,0.0071,0.006733333333333333,0.0004725815626252611,0.0062,0.0071,0.032,0.0004358898943540679,0.0315,0.0323,0.06306666666666666,0.0022590558499809886,0.0607,0.0652,0.03592772601786985,0.0002811388802162746,0.03568741921296761,0.03623689939177245,0.49728424733333326,0.006875059173255834,0.49111428999999995,0.5046953279999999,9932.666666666666,4.725815626252609,9929.0,9938.0,4678.666666666667,14.011899704655802,4665.0,4693.0,0.0066246091574993565,0.0007248018205441401,0.005787781350482315,0.00705429670799487,0.0031,0.00034641016151377535,0.0027,0.0033,4647.666666666667,11.239810200058244,4638.0,4660.0,5321.333333333333,14.011899704655802,5307.0,5335.0
e5-base,cell_C64,10000,1.0,clean,residual_norm_nn,3,0.9997000000000001,1.3597399555105182e-16,0.9997,0.9997,0.9997000000000001,1.3597399555105182e-16,0.9997,0.9997,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,0.0,3.0,3.0,9996.666666666666,0.5773502691896258,9996.0,9997.0,0.9998999666553293,5.777546262744891e-09,0.9998999599839936,0.9998999699909973,0.9995666666666668,5.7735026918956215e-05,0.9995,0.9996,1.0,0.0,1.0,1.0,3.3333333333333335,0.5773502691896258,3.0,4.0
e5-base,cell_C64,10000,1.0,clean,robust_neighbour_signature_nn,3,0.9998333333333335,5.7735026918956215e-05,0.9998,0.9999,0.9998333333333335,5.7735026918956215e-05,0.9998,0.9999,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.9999166666666666,2.886751345947811e-05,0.9999,0.99995,0.9999945085,5.009245926259525e-06,0.9999901895000001,1.0,1.6666666666666667,0.5773502691896257,1.0,2.0,9997.333333333334,0.5773502691896258,9997.0,9998.0,0.9999333133273316,5.775235262475888e-05,0.9998999699909973,1.0,0.9996666666666667,0.00011547005383791244,0.9996,0.9998,0.6666666666666666,0.5773502691896258,0.0,1.0,2.6666666666666665,0.5773502691896258,2.0,3.0
e5-base,cell_C64,10000,1.0,fp16,cell_label_chance_control,3,0.0064,0.0,0.0064,0.0064,0.0064,0.0,0.0064,0.0064,0.032,0.0,0.032,0.032,0.064,0.0,0.064,0.064,,,,,0.5,0.0,0.5,0.5,9936.0,0.0,9936.0,9936.0,,,,,,,,,,,,,,,,,,,,
e5-base,cell_C64,10000,1.0,fp16,combined_prefix_residual_nn,3,0.9997333333333334,5.773502691895622e-05,0.9997,0.9998,0.9997333333333334,5.773502691895622e-05,0.9997,0.9998,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.9998666666666667,2.886751345947811e-05,0.99985,0.9999,1.0,0.0,1.0,1.0,2.6666666666666665,0.5773502691896258,2.0,3.0,9997.333333333334,0.5773502691896258,9997.0,9998.0,0.9998666299896638,5.775524103668711e-05,0.9997999399819946,0.9998999799959992,0.9996,9.999999999998899e-05,0.9995,0.9997,1.3333333333333333,0.5773502691896257,1.0,2.0,2.6666666666666665,0.5773502691896258,2.0,3.0
e5-base,cell_C64,10000,1.0,fp16,combined_residual_invariants_nn,3,0.9997333333333334,5.773502691895622e-05,0.9997,0.9998,0.9997333333333334,5.773502691895622e-05,0.9997,0.9998,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.9998666666666667,2.886751345947811e-05,0.99985,0.9999,0.9999975381666667,4.264020413107058e-06,0.9999926145,1.0,2.6666666666666665,0.5773502691896258,2.0,3.0,9997.333333333334,0.5773502691896258,9997.0,9998.0,0.9998666299896638,5.775524103668711e-05,0.9997999399819946,0.9998999799959992,0.9996,9.999999999998899e-05,0.9995,0.9997,1.3333333333333333,0.5773502691896257,1.0,2.0,2.6666666666666665,0.5773502691896258,2.0,3.0
e5-base,cell_C64,10000,1.0,fp16,gram_quantile_signature_nn,3,0.9997333333333334,5.773502691895622e-05,0.9997,0.9998,0.9997333333333334,5.773502691895622e-05,0.9997,0.9998,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.9998666666666667,2.886751345947811e-05,0.99985,0.9999,0.9999972170000001,4.4153275076823315e-06,0.999992126,1.0,2.6666666666666665,0.5773502691896258,2.0,3.0,9997.333333333334,0.5773502691896258,9997.0,9998.0,0.999899973325998,0.00010003000916949958,0.9997999399819946,1.0,0.9996333333333333,0.00011547005383791243,0.9995,0.9997,1.0,1.0,0.0,2.0,2.6666666666666665,0.5773502691896258,2.0,3.0
e5-base,cell_C64,10000,1.0,fp16,public_prefix_nn,3,0.9997333333333334,5.773502691895622e-05,0.9997,0.9998,0.9997333333333334,5.773502691895622e-05,0.9997,0.9998,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.9999974823333333,4.36072658318548e-06,0.999992447,1.0,2.6666666666666665,0.5773502691896258,2.0,3.0,9997.333333333334,0.5773502691896258,9997.0,9998.0,0.999899973325998,5.776390562170374e-09,0.9998999699909973,0.9998999799959992,0.9996333333333333,5.7735026918956215e-05,0.9996,0.9997,1.0,0.0,1.0,1.0,2.6666666666666665,0.5773502691896258,2.0,3.0
e5-base,cell_C64,10000,1.0,fp16,residual_norm_nn,3,0.9763000000000001,0.0016093476939431,0.9745,0.9776,0.9763000000000001,0.0016093476939431,0.9745,0.9776,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.9881916666666667,0.0008609990966571344,0.9872333333333334,0.9889,0.9998742758333332,2.0212649383135405e-05,0.9998511914999999,0.999888799,237.0,16.09347693943108,224.0,255.0,9782.666666666666,7.023769168568492,9776.0,9790.0,0.9848036355851435,0.002263189179544323,0.9827233694540993,0.9872135842880524,0.9634,0.0019313207915827534,0.9613,0.9651,148.66666666666666,22.18858565419016,125.0,169.0,217.33333333333334,7.023769168568492,210.0,224.0
e5-base,cell_C64,10000,1.0,fp16,robust_neighbour_signature_nn,3,0.9997333333333334,5.773502691895622e-05,0.9997,0.9998,0.9997333333333334,5.773502691895622e-05,0.9997,0.9998,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.9998833333333333,5.773502691895622e-05,0.99985,0.99995,0.9999957155,4.845162871331228e-06,0.9999904575,1.0,2.6666666666666665,0.5773502691896258,2.0,3.0,9997.333333333334,0.5773502691896258,9997.0,9998.0,0.9998666299896638,5.775524103668711e-05,0.9997999399819946,0.9998999799959992,0.9996,9.999999999998899e-05,0.9995,0.9997,1.3333333333333333,0.5773502691896257,1.0,2.0,2.6666666666666665,0.5773502691896258,2.0,3.0
e5-base,cell_C64,10000,1.0,int8,cell_label_chance_control,3,0.0064,0.0,0.0064,0.0064,0.0064,0.0,0.0064,0.0064,0.032,0.0,0.032,0.032,0.064,0.0,0.064,0.064,,,,,0.5,0.0,0.5,0.5,9936.0,0.0,9936.0,9936.0,,,,,,,,,,,,,,,,,,,,
e5-base,cell_C64,10000,1.0,int8,combined_prefix_residual_nn,3,0.9997333333333334,5.773502691895622e-05,0.9997,0.9998,0.9997333333333334,5.773502691895622e-05,0.9997,0.9998,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.9998666666666667,2.886751345947811e-05,0.99985,0.9999,1.0,0.0,1.0,1.0,2.6666666666666665,0.5773502691896258,2.0,3.0,9997.333333333334,0.5773502691896258,9997.0,9998.0,0.99983328998833,5.7746577100915306e-05,0.9997999399819946,0.9998999699909973,0.9995666666666668,5.7735026918956215e-05,0.9995,0.9996,1.6666666666666667,0.5773502691896257,1.0,2.0,2.6666666666666665,0.5773502691896258,2.0,3.0
e5-base,cell_C64,10000,1.0,int8,combined_residual_invariants_nn,3,0.9997333333333334,5.773502691895622e-05,0.9997,0.9998,0.9997333333333334,5.773502691895622e-05,0.9997,0.9998,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.9998666666666667,2.886751345947811e-05,0.99985,0.9999,0.9999975621666667,4.222451193683186e-06,0.9999926865000001,1.0,2.6666666666666665,0.5773502691896258,2.0,3.0,9997.333333333334,0.5773502691896258,9997.0,9998.0,0.99983328998833,5.7746577100915306e-05,0.9997999399819946,0.9998999699909973,0.9995666666666668,5.7735026918956215e-05,0.9995,0.9996,1.6666666666666667,0.5773502691896257,1.0,2.0,2.6666666666666665,0.5773502691896258,2.0,3.0
e5-base,cell_C64,10000,1.0,int8,gram_quantile_signature_nn,3,0.9997333333333334,5.773502691895622e-05,0.9997,0.9998,0.9997333333333334,5.773502691895622e-05,0.9997,0.9998,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.9998666666666667,2.886751345947811e-05,0.99985,0.9999,0.9999970183333334,5.052233004624713e-06,0.9999911850000001,1.0,2.6666666666666665,0.5773502691896258,2.0,3.0,9997.333333333334,0.5773502691896258,9997.0,9998.0,0.9998332866533296,5.7758129015321055e-05,0.9997999399819946,0.9998999799959992,0.9995666666666668,0.00011547005383791243,0.9995,0.9997,1.6666666666666667,0.5773502691896257,1.0,2.0,2.6666666666666665,0.5773502691896258,2.0,3.0
e5-base,cell_C64,10000,1.0,int8,public_prefix_nn,3,0.9997333333333334,5.773502691895622e-05,0.9997,0.9998,0.9997333333333334,5.773502691895622e-05,0.9997,0.9998,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.9999955166666666,7.765361120583394e-06,0.99998655,1.0,2.6666666666666665,0.5773502691896258,2.0,3.0,9997.333333333334,0.5773502691896258,9997.0,9998.0,0.999899973325998,5.776390562170374e-09,0.9998999699909973,0.9998999799959992,0.9996333333333333,5.7735026918956215e-05,0.9996,0.9997,1.0,0.0,1.0,1.0,2.6666666666666665,0.5773502691896258,2.0,3.0
e5-base,cell_C64,10000,1.0,int8,residual_norm_nn,3,0.5444333333333334,0.01310737705772337,0.535,0.5594,0.5444333333333334,0.01310737705772337,0.535,0.5594,0.9805666666666667,0.002713546265191263,0.979,0.9837,0.9995333333333334,0.00011547005383797655,0.9994,0.9996,0.7256631921781921,0.010034202633679493,0.7185877453102453,0.7371469058719058,0.9949613298333334,0.0003485836914616963,0.99458829,0.9952787755,4555.666666666667,131.07377057723383,4406.0,4650.0,6841.666666666667,96.4226805960783,6785.0,6953.0,0.6229001359327594,0.015513412510687956,0.6124944747311036,0.6407306198763124,0.4262666666666666,0.016683624706080303,0.4157,0.4455,2579.0,70.92954250522133,2498.0,2630.0,3158.3333333333335,96.42268059607828,3047.0,3215.0
e5-base,cell_C64,10000,1.0,int8,robust_neighbour_signature_nn,3,0.9997333333333334,5.773502691895622e-05,0.9997,0.9998,0.9997333333333334,5.773502691895622e-05,0.9997,0.9998,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.9998666666666667,2.886751345947811e-05,0.99985,0.9999,0.9999946894999999,4.961944704490176e-06,0.9999901714999999,1.0,2.6666666666666665,0.5773502691896258,2.0,3.0,9997.333333333334,0.5773502691896258,9997.0,9998.0,0.9998666299896638,5.775524103668711e-05,0.9997999399819946,0.9998999799959992,0.9996,9.999999999998899e-05,0.9995,0.9997,1.3333333333333333,0.5773502691896257,1.0,2.0,2.6666666666666665,0.5773502691896258,2.0,3.0
e5-base,cell_C64,2000,0.25,clean,cell_label_chance_control,3,0.008037451412983433,6.704213624687508e-05,0.007960476265021225,0.00808306415220414,0.03214980565193373,0.00026816854498750033,0.0318419050600849,0.03233225660881656,0.16074902825966866,0.0013408427249374992,0.1592095253004245,0.16166128304408284,0.3213313898526707,0.002522402703969063,0.318419050600849,0.3228225660881657,,,,,0.5,0.0,0.5,0.5,1983.925097174033,0.13408427249365315,1983.8338716955918,1984.0790474699575,,,,,,,,,,,,,,,,,,,,
e5-base,cell_C64,2000,0.25,clean,combined_prefix_residual_nn,3,0.24933333333333332,0.00028867513459481317,0.249,0.2495,0.9973333333333333,0.0011547005383792527,0.996,0.998,0.9986666666666667,0.0011547005383792527,0.998,1.0,0.9993333333333334,0.0011547005383792527,0.998,1.0,0.998002145002145,0.0008428751470575354,0.9970540540540541,0.9986666666666667,0.9983618666666666,0.0008159122828670275,0.9978896,0.999304,1501.3333333333333,0.5773502691896258,1501.0,1502.0,846.0,9.539392014169456,836.0,855.0,0.5890923359822882,0.006113537901972922,0.583625730994152,0.5956937799043063,0.9966666666666667,0.0011547005383792527,0.996,0.998,347.6666666666667,9.073771725877467,338.0,356.0,1154.0,9.539392014169456,1145.0,1164.0
e5-base,cell_C64,2000,0.25,clean,combined_residual_invariants_nn,3,0.03833333333333333,0.003685557397916,0.0355,0.0425,0.15333333333333332,0.014742229591664,0.142,0.17,0.432,0.027055498516937365,0.406,0.46,0.6146666666666666,0.02343786110832928,0.588,0.632,0.29363799746153857,0.014763707013803145,0.2801063753022422,0.3093836997483757,0.6706669333333334,0.017826126804590357,0.6501007999999999,0.6816892,1923.3333333333333,7.371114795831994,1915.0,1929.0,694.0,17.08800749063506,678.0,712.0,0.06209840741428322,0.009089536382733236,0.054775280898876406,0.07227138643067847,0.08600000000000001,0.010583005244258365,0.078,0.098,651.0,22.0,629.0,673.0,1306.0,17.08800749063506,1288.0,1322.0
e5-base,cell_C64,2000,0.25,clean,gram_quantile_signature_nn,3,0.03516666666666667,0.0025658007197234406,0.033,0.038,0.1406666666666667,0.010263202878893762,0.132,0.152,0.4073333333333333,0.02685764943797824,0.388,0.438,0.59,0.04084115571332425,0.544,0.622,0.2776893942078419,0.012588538150129768,0.2675273289994989,0.29177157206044213,0.6655450666666666,0.01473123096734733,0.649798,0.6789892,1929.6666666666667,5.131601439446884,1924.0,1934.0,742.6666666666666,14.502873278538061,728.0,757.0,0.05371034746971495,0.014164995684834081,0.04441453566621804,0.07001321003963012,0.08,0.022538855339169286,0.066,0.106,702.6666666666666,8.082903768654761,694.0,710.0,1257.3333333333333,14.502873278538061,1243.0,1272.0
e5-base,cell_C64,2000,0.25,clean,public_prefix_nn,3,0.24983333333333335,0.00028867513459481317,0.2495,0.25,0.9993333333333334,0.0011547005383792527,0.998,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1500.3333333333333,0.5773502691896258,1500.0,1501.0,851.3333333333334,15.17673658377628,835.0,865.0,0.5870537005343862,0.011046277137784588,0.576878612716763,0.5988023952095808,0.9993333333333334,0.0011547005383792527,0.998,1.0,351.6666666666667,15.631165450257805,335.0,366.0,1148.6666666666667,15.17673658377628,1135.0,1165.0
e5-base,cell_C64,2000,0.25,clean,raw_cross_key_cosine_control,3,0.006666666666666665,0.00202072594216369,0.0055,0.009,0.02666666666666666,0.00808290376865476,0.022,0.036,0.14600000000000002,0.020297783130184443,0.124,0.164,0.318,0.021633307652783953,0.3,0.342,0.12089782038665126,0.007578016485558303,0.11416864575418423,0.1291064752529624,0.49795826666666665,0.003093720021807649,0.4948804,0.5010676000000001,1986.6666666666667,4.041451884327381,1982.0,1989.0,954.3333333333334,9.018499505645789,945.0,963.0,0.0059397577395979,0.003963928453780002,0.003115264797507788,0.010471204188481676,0.011333333333333334,0.007571877794400365,0.006,0.02,948.6666666666666,10.016652800877813,941.0,960.0,1045.6666666666667,9.018499505645789,1037.0,1055.0
e5-base,cell_C64,2000,0.25,clean,residual_norm_nn,3,0.24983333333333335,0.00028867513459481317,0.2495,0.25,0.9993333333333334,0.0011547005383792527,0.998,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1500.3333333333333,0.5773502691896258,1500.0,1501.0,1075.3333333333333,33.84277372399215,1038.0,1104.0,0.4649754074821472,0.014949490356174131,0.4528985507246377,0.4816955684007707,0.9993333333333334,0.0011547005383792527,0.998,1.0,575.6666666666666,33.97548135543238,538.0,604.0,924.6666666666666,33.842773723992146,896.0,962.0
e5-base,cell_C64,2000,0.25,clean,robust_neighbour_signature_nn,3,0.030666666666666665,0.0012583057392117928,0.0295,0.032,0.12266666666666666,0.005033222956847171,0.118,0.128,0.39066666666666666,0.025006665778014737,0.362,0.408,0.5966666666666667,0.02579405616287083,0.568,0.618,0.26456738627749044,0.011070047708314186,0.2523282163537576,0.273880401361944,0.6467605333333334,0.016608327710318546,0.6287672,0.6615032000000001,1938.6666666666667,2.5166114784235836,1936.0,1941.0,628.6666666666666,19.139836293274126,613.0,650.0,0.04935432989028312,0.003426699232715935,0.046153846153846156,0.052969502407704656,0.062,0.0034641016151377583,0.06,0.066,597.6666666666666,19.65536398374076,583.0,620.0,1371.3333333333333,19.139836293274126,1350.0,1387.0
e5-base,cell_C64,2000,0.25,fp16,cell_label_chance_control,3,0.008037451412983433,6.704213624687508e-05,0.007960476265021225,0.00808306415220414,0.03214980565193373,0.00026816854498750033,0.0318419050600849,0.03233225660881656,0.16074902825966866,0.0013408427249374992,0.1592095253004245,0.16166128304408284,0.3213313898526707,0.002522402703969063,0.318419050600849,0.3228225660881657,,,,,0.5,0.0,0.5,0.5,1983.925097174033,0.13408427249365315,1983.8338716955918,1984.0790474699575,,,,,,,,,,,,,,,,,,,,
e5-base,cell_C64,2000,0.25,fp16,combined_prefix_residual_nn,3,0.24933333333333332,0.00028867513459481317,0.249,0.2495,0.9973333333333333,0.0011547005383792527,0.996,0.998,0.9986666666666667,0.0011547005383792527,0.998,1.0,0.9993333333333334,0.0011547005383792527,0.998,1.0,0.998002145002145,0.0008428751470575354,0.9970540540540541,0.9986666666666667,0.9983623999999999,0.0008161439088788608,0.9978895999999999,0.9993048,1501.3333333333333,0.5773502691896258,1501.0,1502.0,846.0,9.539392014169456,836.0,855.0,0.5890923359822882,0.006113537901972922,0.583625730994152,0.5956937799043063,0.9966666666666667,0.0011547005383792527,0.996,0.998,347.6666666666667,9.073771725877467,338.0,356.0,1154.0,9.539392014169456,1145.0,1164.0
