encoder,d,d_pub,d_priv,scheme,n,seed,condition,evaluated_queries,view,linkage_method,n_queries,top1,top5,top10,mrr,median_rank,mean_rank,auc,note
e5-small,384,96,288,cell_C64,10000,11,int8,1000,residual,gram_signature_nn,1000,0.999,1.0,1.0,0.9995,1.0,1.001,1.0,
e5-small,384,96,288,cell_C64,10000,11,int8,1000,residual,nn_graph_signature_nn,1000,0.999,1.0,1.0,0.9995,1.0,1.001,0.99997235,
e5-small,384,96,288,cell_C64,10000,11,int8,1000,residual,combined_invariants_nn,1000,0.999,1.0,1.0,0.9995,1.0,1.001,1.0,
e5-small,384,96,288,cell_C64,10000,11,int8,1000,full_server,combined_prefix_invariants_nn,1000,0.999,1.0,1.0,0.9995,1.0,1.001,1.0,
e5-small,384,96,288,cell_C64,10000,11,int8,1000,residual,known_anchor_ip_0.01,989,0.5884732052578362,0.7977755308392316,0.8311425682507584,0.6791586601753357,1.0,14.383215369059656,0.825001099046028,
e5-small,384,96,288,cell_C64,10000,11,int8,1000,residual,known_anchor_ip_0.1,886,0.9988713318284425,1.0,1.0,0.9994356659142212,1.0,1.0011286681715577,0.9999999999999999,
e5-small,384,96,288,cell_C64,10000,11,noise_0.01,1000,residual,cell_label_chance_control,1000,0.006426387010301603,0.03213193505150802,0.06426387010301604,0.035860746359992285,81.0,85.751,0.5,analytic chance level given disclosed cell labels
e5-small,384,96,288,cell_C64,10000,11,noise_0.01,1000,residual,residual_norm_nn,1000,0.536,0.963,0.998,0.7153195165945165,1.0,1.95,0.9949986499999999,
e5-small,384,96,288,cell_C64,10000,11,noise_0.01,1000,residual,residual_norm_rank_assignment,1000,0.026,,,,,,,one-to-one monotone assignment; only top-1 is defined
e5-small,384,96,288,cell_C64,10000,11,noise_0.01,1000,full_server,public_prefix_nn,1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
e5-small,384,96,288,cell_C64,10000,11,noise_0.01,1000,residual,gram_signature_nn,1000,0.999,1.0,1.0,0.9995,1.0,1.001,1.0,
e5-small,384,96,288,cell_C64,10000,11,noise_0.01,1000,residual,nn_graph_signature_nn,1000,0.999,1.0,1.0,0.9995,1.0,1.001,0.9999292000000001,
e5-small,384,96,288,cell_C64,10000,11,noise_0.01,1000,residual,combined_invariants_nn,1000,0.999,1.0,1.0,0.9995,1.0,1.001,1.0,
e5-small,384,96,288,cell_C64,10000,11,noise_0.01,1000,full_server,combined_prefix_invariants_nn,1000,0.999,1.0,1.0,0.9995,1.0,1.001,1.0,
e5-small,384,96,288,cell_C64,10000,11,noise_0.01,1000,residual,known_anchor_ip_0.01,989,0.6117290192113246,0.8119312436804853,0.833164812942366,0.6951416407943121,1.0,14.277047522750253,0.8257820862654006,
e5-small,384,96,288,cell_C64,10000,11,noise_0.01,1000,residual,known_anchor_ip_0.1,886,0.9988713318284425,1.0,1.0,0.9994356659142212,1.0,1.0011286681715577,1.0,
e5-small,384,96,288,microkey_perdoc,10000,11,clean,1000,residual,cell_label_chance_control,1000,0.00010000000000000003,0.0005000000000000002,0.0010000000000000005,0.0009787606036044379,5000.5,5000.5,0.5,analytic chance level given disclosed cell labels
e5-small,384,96,288,microkey_perdoc,10000,11,clean,1000,residual,residual_norm_nn,1000,0.09,0.326,0.538,0.22328751726498294,10.0,11.797,0.9993965499999999,
e5-small,384,96,288,microkey_perdoc,10000,11,clean,1000,residual,residual_norm_rank_assignment,1000,0.994,,,,,,,one-to-one monotone assignment; only top-1 is defined
e5-small,384,96,288,microkey_perdoc,10000,11,clean,1000,full_server,public_prefix_nn,1000,0.999,1.0,1.0,0.9995,1.0,1.001,1.0,
e5-small,384,96,288,microkey_perdoc,10000,11,clean,1000,full_server,combined_prefix_norm_nn,1000,0.999,1.0,1.0,0.9995,1.0,1.001,1.0,
e5-small,384,96,288,microkey_perdoc,10000,11,clean,1000,residual,raw_cross_key_cosine_control,1000,0.001,0.001,0.003,0.0018713827023327265,4976.0,5026.349,0.4943271,
e5-small,384,96,288,microkey_perdoc,10000,11,fp16,1000,residual,cell_label_chance_control,1000,0.00010000000000000003,0.0005000000000000002,0.0010000000000000005,0.0009787606036044379,5000.5,5000.5,0.5,analytic chance level given disclosed cell labels
e5-small,384,96,288,microkey_perdoc,10000,11,fp16,1000,residual,residual_norm_nn,1000,0.082,0.304,0.513,0.21170508014015965,10.0,13.055,0.9990132,
e5-small,384,96,288,microkey_perdoc,10000,11,fp16,1000,residual,residual_norm_rank_assignment,1000,0.389,,,,,,,one-to-one monotone assignment; only top-1 is defined
e5-small,384,96,288,microkey_perdoc,10000,11,fp16,1000,full_server,public_prefix_nn,1000,0.999,1.0,1.0,0.9995,1.0,1.001,1.0,
e5-small,384,96,288,microkey_perdoc,10000,11,fp16,1000,full_server,combined_prefix_norm_nn,1000,0.999,1.0,1.0,0.9995,1.0,1.001,1.0,
e5-small,384,96,288,microkey_perdoc,10000,11,int8,1000,residual,cell_label_chance_control,1000,0.00010000000000000003,0.0005000000000000002,0.0010000000000000005,0.0009787606036044379,5000.5,5000.5,0.5,analytic chance level given disclosed cell labels
e5-small,384,96,288,microkey_perdoc,10000,11,int8,1000,residual,residual_norm_nn,1000,0.02,0.072,0.126,0.06434913461031025,54.0,71.671,0.9934818999999999,
e5-small,384,96,288,microkey_perdoc,10000,11,int8,1000,residual,residual_norm_rank_assignment,1000,0.025,,,,,,,one-to-one monotone assignment; only top-1 is defined
e5-small,384,96,288,microkey_perdoc,10000,11,int8,1000,full_server,public_prefix_nn,1000,0.999,1.0,1.0,0.9995,1.0,1.001,1.0,
e5-small,384,96,288,microkey_perdoc,10000,11,int8,1000,full_server,combined_prefix_norm_nn,1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
e5-small,384,96,288,microkey_perdoc,10000,11,noise_0.01,1000,residual,cell_label_chance_control,1000,0.00010000000000000003,0.0005000000000000002,0.0010000000000000005,0.0009787606036044379,5000.5,5000.5,0.5,analytic chance level given disclosed cell labels
e5-small,384,96,288,microkey_perdoc,10000,11,noise_0.01,1000,residual,residual_norm_nn,1000,0.021,0.115,0.197,0.08416030027320505,37.0,53.877,0.9956913,
e5-small,384,96,288,microkey_perdoc,10000,11,noise_0.01,1000,residual,residual_norm_rank_assignment,1000,0.02,,,,,,,one-to-one monotone assignment; only top-1 is defined
e5-small,384,96,288,microkey_perdoc,10000,11,noise_0.01,1000,full_server,public_prefix_nn,1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
e5-small,384,96,288,microkey_perdoc,10000,11,noise_0.01,1000,full_server,combined_prefix_norm_nn,1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
e5-small,384,96,288,cell_C64,500,23,clean,500,residual,cell_label_chance_control,500,0.12799999999999997,0.6059999999999999,0.918,0.3334187309422604,5.0,5.242,0.5,analytic chance level given disclosed cell labels
e5-small,384,96,288,cell_C64,500,23,clean,500,residual,residual_norm_nn,500,0.99,1.0,1.0,0.995,1.0,1.01,0.9992616,
e5-small,384,96,288,cell_C64,500,23,clean,500,residual,residual_norm_rank_assignment,500,1.0,,,,,,,one-to-one monotone assignment; only top-1 is defined
e5-small,384,96,288,cell_C64,500,23,clean,500,full_server,public_prefix_nn,500,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
e5-small,384,96,288,cell_C64,500,23,clean,500,residual,gram_signature_nn,500,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
e5-small,384,96,288,cell_C64,500,23,clean,500,residual,nn_graph_signature_nn,500,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
e5-small,384,96,288,cell_C64,500,23,clean,500,residual,combined_invariants_nn,500,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
e5-small,384,96,288,cell_C64,500,23,clean,500,full_server,combined_prefix_invariants_nn,500,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
e5-small,384,96,288,cell_C64,500,23,clean,500,residual,gram_signature_hungarian,500,1.0,,,,,,,global one-to-one assignment; only top-1 is defined
e5-small,384,96,288,cell_C64,500,23,clean,500,residual,raw_cross_key_cosine_control,500,0.102,0.61,0.906,0.3168992262639322,5.0,5.298,0.49133119999999997,
e5-small,384,96,288,cell_C64,500,23,clean,500,residual,known_anchor_ip_0.01,495,0.20202020202020202,0.6444444444444445,0.9313131313131313,0.3916962711481428,4.0,4.8121212121212125,0.539561269258239,
e5-small,384,96,288,cell_C64,500,23,clean,500,residual,known_anchor_ip_0.1,450,0.6311111111111111,0.8577777777777778,0.9688888888888889,0.7242550267452228,1.0,2.6555555555555554,0.7684074074074074,
e5-small,384,96,288,cell_C64,500,23,fp16,500,residual,cell_label_chance_control,500,0.12799999999999997,0.6059999999999999,0.918,0.3334187309422604,5.0,5.242,0.5,analytic chance level given disclosed cell labels
e5-small,384,96,288,cell_C64,500,23,fp16,500,residual,residual_norm_nn,500,0.988,1.0,1.0,0.994,1.0,1.012,0.9981662,
e5-small,384,96,288,cell_C64,500,23,fp16,500,residual,residual_norm_rank_assignment,500,0.942,,,,,,,one-to-one monotone assignment; only top-1 is defined
e5-small,384,96,288,cell_C64,500,23,fp16,500,full_server,public_prefix_nn,500,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
e5-small,384,96,288,cell_C64,500,23,fp16,500,residual,gram_signature_nn,500,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
e5-small,384,96,288,cell_C64,500,23,fp16,500,residual,nn_graph_signature_nn,500,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
e5-small,384,96,288,cell_C64,500,23,fp16,500,residual,combined_invariants_nn,500,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
e5-small,384,96,288,cell_C64,500,23,fp16,500,full_server,combined_prefix_invariants_nn,500,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
e5-small,384,96,288,cell_C64,500,23,fp16,500,residual,known_anchor_ip_0.01,495,0.20202020202020202,0.6444444444444445,0.9313131313131313,0.3916962711481428,4.0,4.8121212121212125,0.5191796755433119,
e5-small,384,96,288,cell_C64,500,23,fp16,500,residual,known_anchor_ip_0.1,450,0.6311111111111111,0.8577777777777778,0.9688888888888889,0.7242550267452228,1.0,2.6555555555555554,0.7072592592592593,
e5-small,384,96,288,cell_C64,500,23,int8,500,residual,cell_label_chance_control,500,0.12799999999999997,0.6059999999999999,0.918,0.3334187309422604,5.0,5.242,0.5,analytic chance level given disclosed cell labels
e5-small,384,96,288,cell_C64,500,23,int8,500,residual,residual_norm_nn,500,0.948,1.0,1.0,0.9736666666666667,1.0,1.054,0.9931274,
e5-small,384,96,288,cell_C64,500,23,int8,500,residual,residual_norm_rank_assignment,500,0.246,,,,,,,one-to-one monotone assignment; only top-1 is defined
e5-small,384,96,288,cell_C64,500,23,int8,500,full_server,public_prefix_nn,500,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
e5-small,384,96,288,cell_C64,500,23,int8,500,residual,gram_signature_nn,500,1.0,1.0,1.0,1.0,1.0,1.0,0.999992,
e5-small,384,96,288,cell_C64,500,23,int8,500,residual,nn_graph_signature_nn,500,1.0,1.0,1.0,1.0,1.0,1.0,0.9998528000000001,
e5-small,384,96,288,cell_C64,500,23,int8,500,residual,combined_invariants_nn,500,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
e5-small,384,96,288,cell_C64,500,23,int8,500,full_server,combined_prefix_invariants_nn,500,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
e5-small,384,96,288,cell_C64,500,23,int8,500,residual,known_anchor_ip_0.01,495,0.19595959595959597,0.6444444444444445,0.9313131313131313,0.38866596811783977,4.0,4.818181818181818,0.5034053667993061,
e5-small,384,96,288,cell_C64,500,23,int8,500,residual,known_anchor_ip_0.1,450,0.6155555555555555,0.8577777777777778,0.9688888888888889,0.716477248967445,1.0,2.671111111111111,0.6602330864197531,
e5-small,384,96,288,cell_C64,500,23,noise_0.01,500,residual,cell_label_chance_control,500,0.12799999999999997,0.6059999999999999,0.918,0.3334187309422604,5.0,5.242,0.5,analytic chance level given disclosed cell labels
e5-small,384,96,288,cell_C64,500,23,noise_0.01,500,residual,residual_norm_nn,500,0.966,1.0,1.0,0.983,1.0,1.034,0.9939874,
e5-small,384,96,288,cell_C64,500,23,noise_0.01,500,residual,residual_norm_rank_assignment,500,0.286,,,,,,,one-to-one monotone assignment; only top-1 is defined
e5-small,384,96,288,cell_C64,500,23,noise_0.01,500,full_server,public_prefix_nn,500,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
e5-small,384,96,288,cell_C64,500,23,noise_0.01,500,residual,gram_signature_nn,500,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
e5-small,384,96,288,cell_C64,500,23,noise_0.01,500,residual,nn_graph_signature_nn,500,1.0,1.0,1.0,1.0,1.0,1.0,0.9999436,
e5-small,384,96,288,cell_C64,500,23,noise_0.01,500,residual,combined_invariants_nn,500,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
e5-small,384,96,288,cell_C64,500,23,noise_0.01,500,full_server,combined_prefix_invariants_nn,500,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
e5-small,384,96,288,cell_C64,500,23,noise_0.01,500,residual,known_anchor_ip_0.01,495,0.19595959595959597,0.6444444444444445,0.9313131313131313,0.3883292677811394,4.0,4.820202020202021,0.5033045607591062,
e5-small,384,96,288,cell_C64,500,23,noise_0.01,500,residual,known_anchor_ip_0.1,450,0.6177777777777778,0.8577777777777778,0.9688888888888889,0.7175883600785561,1.0,2.668888888888889,0.6601476543209877,
e5-small,384,96,288,microkey_perdoc,500,23,clean,500,residual,cell_label_chance_control,500,0.002000000000000001,0.01,0.02,0.013585646859981046,250.5,250.5,0.5,analytic chance level given disclosed cell labels
e5-small,384,96,288,microkey_perdoc,500,23,clean,500,residual,residual_norm_nn,500,0.62,0.996,1.0,0.7840714285714285,1.0,1.574,0.9993032,
e5-small,384,96,288,microkey_perdoc,500,23,clean,500,residual,residual_norm_rank_assignment,500,1.0,,,,,,,one-to-one monotone assignment; only top-1 is defined
e5-small,384,96,288,microkey_perdoc,500,23,clean,500,full_server,public_prefix_nn,500,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
e5-small,384,96,288,microkey_perdoc,500,23,clean,500,full_server,combined_prefix_norm_nn,500,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
e5-small,384,96,288,microkey_perdoc,500,23,clean,500,residual,raw_cross_key_cosine_control,500,0.0,0.004,0.006,0.009997842551278911,244.5,248.286,0.5062422,
e5-small,384,96,288,microkey_perdoc,500,23,clean,500,residual,known_anchor_ip_0.01,495,0.0,0.010101010101010102,0.022222222222222223,0.012482012249785892,248.0,250.8868686868687,0.49991633506785016,
e5-small,384,96,288,microkey_perdoc,500,23,clean,500,residual,known_anchor_ip_0.1,450,0.0022222222222222222,0.008888888888888889,0.022222222222222223,0.014019130830776634,227.5,223.15555555555557,0.5589995061728394,
e5-small,384,96,288,microkey_perdoc,500,23,fp16,500,residual,cell_label_chance_control,500,0.002000000000000001,0.01,0.02,0.013585646859981046,250.5,250.5,0.5,analytic chance level given disclosed cell labels
e5-small,384,96,288,microkey_perdoc,500,23,fp16,500,residual,residual_norm_nn,500,0.578,0.998,1.0,0.7584857142857143,1.0,1.65,0.9989239999999999,
e5-small,384,96,288,microkey_perdoc,500,23,fp16,500,residual,residual_norm_rank_assignment,500,0.952,,,,,,,one-to-one monotone assignment; only top-1 is defined
e5-small,384,96,288,microkey_perdoc,500,23,fp16,500,full_server,public_prefix_nn,500,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
e5-small,384,96,288,microkey_perdoc,500,23,fp16,500,full_server,combined_prefix_norm_nn,500,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
e5-small,384,96,288,microkey_perdoc,500,23,fp16,500,residual,known_anchor_ip_0.01,495,0.0,0.010101010101010102,0.022222222222222223,0.012579252552824235,248.0,250.8969696969697,0.49992408937863486,
e5-small,384,96,288,microkey_perdoc,500,23,fp16,500,residual,known_anchor_ip_0.1,450,0.0022222222222222222,0.008888888888888889,0.022222222222222223,0.014015794884172846,227.5,223.15333333333334,0.5590004938271604,
e5-small,384,96,288,microkey_perdoc,500,23,int8,500,residual,cell_label_chance_control,500,0.002000000000000001,0.01,0.02,0.013585646859981046,250.5,250.5,0.5,analytic chance level given disclosed cell labels
e5-small,384,96,288,microkey_perdoc,500,23,int8,500,residual,residual_norm_nn,500,0.25,0.718,0.93,0.4436728954151471,3.0,4.446,0.9936685999999999,
e5-small,384,96,288,microkey_perdoc,500,23,int8,500,residual,residual_norm_rank_assignment,500,0.26,,,,,,,one-to-one monotone assignment; only top-1 is defined
e5-small,384,96,288,microkey_perdoc,500,23,int8,500,full_server,public_prefix_nn,500,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
e5-small,384,96,288,microkey_perdoc,500,23,int8,500,full_server,combined_prefix_norm_nn,500,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
e5-small,384,96,288,microkey_perdoc,500,23,int8,500,residual,known_anchor_ip_0.01,495,0.0,0.00808080808080808,0.022222222222222223,0.0123934555776632,251.0,250.9878787878788,0.5000387715539231,
e5-small,384,96,288,microkey_perdoc,500,23,int8,500,residual,known_anchor_ip_0.1,450,0.0022222222222222222,0.008888888888888889,0.024444444444444446,0.013986097122393362,227.0,223.28222222222223,0.5587713580246914,
e5-small,384,96,288,microkey_perdoc,500,23,noise_0.01,500,residual,cell_label_chance_control,500,0.002000000000000001,0.01,0.02,0.013585646859981046,250.5,250.5,0.5,analytic chance level given disclosed cell labels
e5-small,384,96,288,microkey_perdoc,500,23,noise_0.01,500,residual,residual_norm_nn,500,0.286,0.788,0.944,0.4890861341273106,3.0,3.782,0.996051,
e5-small,384,96,288,microkey_perdoc,500,23,noise_0.01,500,residual,residual_norm_rank_assignment,500,0.298,,,,,,,one-to-one monotone assignment; only top-1 is defined
e5-small,384,96,288,microkey_perdoc,500,23,noise_0.01,500,full_server,public_prefix_nn,500,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
e5-small,384,96,288,microkey_perdoc,500,23,noise_0.01,500,full_server,combined_prefix_norm_nn,500,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
e5-small,384,96,288,microkey_perdoc,500,23,noise_0.01,500,residual,known_anchor_ip_0.01,495,0.0,0.00808080808080808,0.022222222222222223,0.012529069885725923,250.0,251.04040404040404,0.4997045199469442,
e5-small,384,96,288,microkey_perdoc,500,23,noise_0.01,500,residual,known_anchor_ip_0.1,450,0.0022222222222222222,0.011111111111111112,0.02,0.01420240939431033,227.0,223.32222222222222,0.5588004938271605,
e5-small,384,96,288,cell_C64,2000,23,clean,1000,residual,cell_label_chance_control,1000,0.032409577851403894,0.16204788925701946,0.3240957785140389,0.1284786037235746,17.0,17.749,0.5,analytic chance level given disclosed cell labels
e5-small,384,96,288,cell_C64,2000,23,clean,1000,residual,residual_norm_nn,1000,0.961,1.0,1.0,0.9803333333333334,1.0,1.04,0.99889005,
e5-small,384,96,288,cell_C64,2000,23,clean,1000,residual,residual_norm_rank_assignment,1000,0.998,,,,,,,one-to-one monotone assignment; only top-1 is defined
e5-small,384,96,288,cell_C64,2000,23,clean,1000,full_server,public_prefix_nn,1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
e5-small,384,96,288,cell_C64,2000,23,clean,1000,residual,gram_signature_nn,1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
e5-small,384,96,288,cell_C64,2000,23,clean,1000,residual,nn_graph_signature_nn,1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
e5-small,384,96,288,cell_C64,2000,23,clean,1000,residual,combined_invariants_nn,1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
e5-small,384,96,288,cell_C64,2000,23,clean,1000,full_server,combined_prefix_invariants_nn,1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
e5-small,384,96,288,cell_C64,2000,23,clean,1000,residual,gram_signature_hungarian,1000,1.0,,,,,,,global one-to-one assignment; only top-1 is defined
e5-small,384,96,288,cell_C64,2000,23,clean,1000,residual,raw_cross_key_cosine_control,1000,0.024,0.147,0.321,0.11915231959092333,16.0,17.969,0.49476030000000004,
e5-small,384,96,288,cell_C64,2000,23,clean,1000,residual,known_anchor_ip_0.01,989,0.28816986855409504,0.38018200202224467,0.512639029322548,0.35947773866339205,10.0,13.080889787664308,0.6222829281857766,
e5-small,384,96,288,cell_C64,2000,23,clean,1000,residual,known_anchor_ip_0.1,903,0.9623477297895903,0.9678848283499446,0.9789590254706534,0.9663937417515773,1.0,1.5182724252491695,0.9772721419557547,
e5-small,384,96,288,cell_C64,2000,23,fp16,1000,residual,cell_label_chance_control,1000,0.032409577851403894,0.16204788925701946,0.3240957785140389,0.1284786037235746,17.0,17.749,0.5,analytic chance level given disclosed cell labels
e5-small,384,96,288,cell_C64,2000,23,fp16,1000,residual,residual_norm_nn,1000,0.95,1.0,1.0,0.9745,1.0,1.053,0.9986368999999999,
e5-small,384,96,288,cell_C64,2000,23,fp16,1000,residual,residual_norm_rank_assignment,1000,0.778,,,,,,,one-to-one monotone assignment; only top-1 is defined
e5-small,384,96,288,cell_C64,2000,23,fp16,1000,full_server,public_prefix_nn,1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
e5-small,384,96,288,cell_C64,2000,23,fp16,1000,residual,gram_signature_nn,1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
e5-small,384,96,288,cell_C64,2000,23,fp16,1000,residual,nn_graph_signature_nn,1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
e5-small,384,96,288,cell_C64,2000,23,fp16,1000,residual,combined_invariants_nn,1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
e5-small,384,96,288,cell_C64,2000,23,fp16,1000,full_server,combined_prefix_invariants_nn,1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
e5-small,384,96,288,cell_C64,2000,23,fp16,1000,residual,known_anchor_ip_0.01,989,0.28816986855409504,0.38018200202224467,0.512639029322548,0.35947773866339205,10.0,13.080889787664308,0.5783019176564045,
e5-small,384,96,288,cell_C64,2000,23,fp16,1000,residual,known_anchor_ip_0.1,903,0.9623477297895903,0.9678848283499446,0.9789590254706534,0.9663937417515773,1.0,1.5182724252491695,0.969052340604531,
e5-small,384,96,288,cell_C64,2000,23,int8,1000,residual,cell_label_chance_control,1000,0.032409577851403894,0.16204788925701946,0.3240957785140389,0.1284786037235746,17.0,17.749,0.5,analytic chance level given disclosed cell labels
e5-small,384,96,288,cell_C64,2000,23,int8,1000,residual,residual_norm_nn,1000,0.792,1.0,1.0,0.8874500000000001,1.0,1.264,0.9916071000000001,
e5-small,384,96,288,cell_C64,2000,23,int8,1000,residual,residual_norm_rank_assignment,1000,0.092,,,,,,,one-to-one monotone assignment; only top-1 is defined
e5-small,384,96,288,cell_C64,2000,23,int8,1000,full_server,public_prefix_nn,1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
e5-small,384,96,288,cell_C64,2000,23,int8,1000,residual,gram_signature_nn,1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
e5-small,384,96,288,cell_C64,2000,23,int8,1000,residual,nn_graph_signature_nn,1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
e5-small,384,96,288,cell_C64,2000,23,int8,1000,residual,combined_invariants_nn,1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
e5-small,384,96,288,cell_C64,2000,23,int8,1000,full_server,combined_prefix_invariants_nn,1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
e5-small,384,96,288,cell_C64,2000,23,int8,1000,residual,known_anchor_ip_0.01,989,0.24064711830131447,0.38018200202224467,0.512639029322548,0.33302003728152485,10.0,13.145601617795753,0.535495966245485,
e5-small,384,96,288,cell_C64,2000,23,int8,1000,residual,known_anchor_ip_0.1,903,0.9213732004429679,0.9678848283499446,0.9789590254706534,0.9451681972702188,1.0,1.5636766334440753,0.9591221705916908,
e5-small,384,96,288,cell_C64,2000,23,noise_0.01,1000,residual,cell_label_chance_control,1000,0.032409577851403894,0.16204788925701946,0.3240957785140389,0.1284786037235746,17.0,17.749,0.5,analytic chance level given disclosed cell labels
e5-small,384,96,288,cell_C64,2000,23,noise_0.01,1000,residual,residual_norm_nn,1000,0.817,1.0,1.0,0.9016166666666666,1.0,1.227,0.993151,
e5-small,384,96,288,cell_C64,2000,23,noise_0.01,1000,residual,residual_norm_rank_assignment,1000,0.105,,,,,,,one-to-one monotone assignment; only top-1 is defined
e5-small,384,96,288,cell_C64,2000,23,noise_0.01,1000,full_server,public_prefix_nn,1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
e5-small,384,96,288,cell_C64,2000,23,noise_0.01,1000,residual,gram_signature_nn,1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
e5-small,384,96,288,cell_C64,2000,23,noise_0.01,1000,residual,nn_graph_signature_nn,1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
e5-small,384,96,288,cell_C64,2000,23,noise_0.01,1000,residual,combined_invariants_nn,1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
e5-small,384,96,288,cell_C64,2000,23,noise_0.01,1000,full_server,combined_prefix_invariants_nn,1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
e5-small,384,96,288,cell_C64,2000,23,noise_0.01,1000,residual,known_anchor_ip_0.01,989,0.2487360970677452,0.38018200202224467,0.512639029322548,0.33824416940151136,10.0,13.129423660262892,0.5375738788963738,
e5-small,384,96,288,cell_C64,2000,23,noise_0.01,1000,residual,known_anchor_ip_0.1,903,0.9346622369878184,0.9678848283499446,0.9789590254706534,0.9520341994850583,1.0,1.550387596899225,0.9601818228643539,
e5-small,384,96,288,microkey_perdoc,2000,23,clean,1000,residual,cell_label_chance_control,1000,0.0005000000000000002,0.0025,0.005,0.00408918405180514,1000.5,1000.5,0.5,analytic chance level given disclosed cell labels
e5-small,384,96,288,microkey_perdoc,2000,23,clean,1000,residual,residual_norm_nn,1000,0.284,0.844,0.989,0.5021694666444666,3.0,3.256,0.9989576,
e5-small,384,96,288,microkey_perdoc,2000,23,clean,1000,residual,residual_norm_rank_assignment,1000,0.999,,,,,,,one-to-one monotone assignment; only top-1 is defined
e5-small,384,96,288,microkey_perdoc,2000,23,clean,1000,full_server,public_prefix_nn,1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
e5-small,384,96,288,microkey_perdoc,2000,23,clean,1000,full_server,combined_prefix_norm_nn,1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
e5-small,384,96,288,microkey_perdoc,2000,23,clean,1000,residual,raw_cross_key_cosine_control,1000,0.0,0.003,0.004,0.0030539361516057277,1048.0,1026.279,0.4909167,
e5-small,384,96,288,microkey_perdoc,2000,23,fp16,1000,residual,cell_label_chance_control,1000,0.0005000000000000002,0.0025,0.005,0.00408918405180514,1000.5,1000.5,0.5,analytic chance level given disclosed cell labels
e5-small,384,96,288,microkey_perdoc,2000,23,fp16,1000,residual,residual_norm_nn,1000,0.262,0.808,0.983,0.48267665667665666,3.0,3.449,0.9989014,
e5-small,384,96,288,microkey_perdoc,2000,23,fp16,1000,residual,residual_norm_rank_assignment,1000,0.772,,,,,,,one-to-one monotone assignment; only top-1 is defined
e5-small,384,96,288,microkey_perdoc,2000,23,fp16,1000,full_server,public_prefix_nn,1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
e5-small,384,96,288,microkey_perdoc,2000,23,fp16,1000,full_server,combined_prefix_norm_nn,1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
e5-small,384,96,288,microkey_perdoc,2000,23,int8,1000,residual,cell_label_chance_control,1000,0.0005000000000000002,0.0025,0.005,0.00408918405180514,1000.5,1000.5,0.5,analytic chance level given disclosed cell labels
