encoder,scheme,n,condition,view,linkage_method,runs,top1_mean,top1_std,top1_min,top1_max,top5_mean,top5_std,top5_min,top5_max,top10_mean,top10_std,top10_min,top10_max,mrr_mean,mrr_std,mrr_min,mrr_max,median_rank_mean,median_rank_std,median_rank_min,median_rank_max,mean_rank_mean,mean_rank_std,mean_rank_min,mean_rank_max,auc_mean,auc_std,auc_min,auc_max
e5-small,cell_C64,10000,clean,residual,residual_norm_rank_assignment,3,0.9956666666666667,0.001527525231651948,0.994,0.997,,,,,,,,,,,,,,,,,,,,,,,,
e5-small,cell_C64,10000,fp16,full_server,combined_prefix_invariants_nn,3,0.9993333333333334,0.0005773502691896263,0.999,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.9996666666666667,0.0002886751345947811,0.9995,1.0,1.0,0.0,1.0,1.0,1.0006666666666666,0.0005773502691895622,1.0,1.001,1.0,0.0,1.0,1.0
e5-small,cell_C64,10000,fp16,full_server,public_prefix_nn,3,0.9993333333333334,0.0005773502691896263,0.999,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.9996666666666667,0.0002886751345947811,0.9995,1.0,1.0,0.0,1.0,1.0,1.0006666666666666,0.0005773502691895622,1.0,1.001,1.0,7.850462293418876e-17,0.9999999999999999,1.0
e5-small,cell_C64,10000,fp16,residual,cell_label_chance_control,3,0.00643867978898863,2.7057081021491872e-05,0.006419951465720389,0.006469700890943899,0.03219339894494314,0.0001352854051074591,0.03209975732860194,0.03234850445471949,0.06438679788988629,0.0002705708102149182,0.06419951465720387,0.06469700890943898,0.0358818477630578,8.37705544687271e-05,0.03581064545921767,0.03597415146996343,82.33333333333333,1.1547005383792517,81.0,83.0,85.873,0.15616657773032114,85.751,86.049,0.5,0.0,0.5,0.5
e5-small,cell_C64,10000,fp16,residual,combined_invariants_nn,3,0.9993333333333334,0.0005773502691896263,0.999,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.9996666666666667,0.0002886751345947811,0.9995,1.0,1.0,0.0,1.0,1.0,1.0006666666666666,0.0005773502691895622,1.0,1.001,1.0,0.0,1.0,1.0
e5-small,cell_C64,10000,fp16,residual,gram_signature_nn,3,0.9996666666666667,0.0005773502691896263,0.999,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.9998333333333335,0.0002886751345947811,0.9995,1.0,1.0,0.0,1.0,1.0,1.0003333333333333,0.0005773502691895622,1.0,1.001,1.0,7.850462293418876e-17,0.9999999999999999,1.0
e5-small,cell_C64,10000,fp16,residual,known_anchor_ip_0.01,3,0.802423828101014,0.011816375899074501,0.791497975708502,0.8149646107178968,0.8219796984099044,0.0073958218734927,0.8137651821862348,0.8281092012133469,0.8297336832007686,0.008703039530670429,0.819838056680162,0.8361981799797775,0.8153067317078188,0.009991433053533614,0.8053560810712015,0.8253384538058743,1.0,0.0,1.0,1.0,13.020154561171537,0.7680371951664928,12.38725985844287,13.874620829120323,0.8569354637457115,0.007835649878122871,0.8485676293661591,0.8640996359346134
e5-small,cell_C64,10000,fp16,residual,known_anchor_ip_0.1,3,0.9992554531509171,0.00064490532680751,0.9988713318284425,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.9996277265754586,0.0003224526634037715,0.9994356659142212,1.0,1.0,0.0,1.0,1.0,1.0007445468490828,0.000644905326807543,1.0,1.0011286681715577,1.0,0.0,1.0,1.0
e5-small,cell_C64,10000,fp16,residual,nn_graph_signature_nn,3,0.9996666666666667,0.0005773502691896263,0.999,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.9998333333333335,0.0002886751345947811,0.9995,1.0,1.0,0.0,1.0,1.0,1.0003333333333333,0.0005773502691895622,1.0,1.001,0.9999675333333333,5.6233916219084124e-05,0.9999026,1.0
e5-small,cell_C64,10000,fp16,residual,residual_norm_nn,3,0.8153333333333332,0.011503622617824887,0.804,0.827,0.9993333333333334,0.0005773502691896263,0.999,1.0,1.0,0.0,1.0,1.0,0.90155873015873,0.005829320939463538,0.8956761904761904,0.9073333333333332,1.0,0.0,1.0,1.0,1.2263333333333335,0.014047538337136999,1.213,1.241,0.9986184000000001,0.00032451852027275916,0.9982487,0.9988562000000001
e5-small,cell_C64,10000,fp16,residual,residual_norm_rank_assignment,3,0.3793333333333333,0.028884828774519936,0.346,0.397,,,,,,,,,,,,,,,,,,,,,,,,
e5-small,cell_C64,10000,int8,full_server,combined_prefix_invariants_nn,3,0.9996666666666667,0.0005773502691896263,0.999,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.9998333333333335,0.0002886751345947811,0.9995,1.0,1.0,0.0,1.0,1.0,1.0003333333333333,0.0005773502691895622,1.0,1.001,1.0,0.0,1.0,1.0
e5-small,cell_C64,10000,int8,full_server,public_prefix_nn,3,0.9993333333333334,0.0005773502691896263,0.999,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.9996666666666667,0.0002886751345947811,0.9995,1.0,1.0,0.0,1.0,1.0,1.0006666666666666,0.0005773502691895622,1.0,1.001,1.0,0.0,1.0,1.0
e5-small,cell_C64,10000,int8,residual,cell_label_chance_control,3,0.00643867978898863,2.7057081021491872e-05,0.006419951465720389,0.006469700890943899,0.03219339894494314,0.0001352854051074591,0.03209975732860194,0.03234850445471949,0.06438679788988629,0.0002705708102149182,0.06419951465720387,0.06469700890943898,0.0358818477630578,8.37705544687271e-05,0.03581064545921767,0.03597415146996343,82.33333333333333,1.1547005383792517,81.0,83.0,85.873,0.15616657773032114,85.751,86.049,0.5,0.0,0.5,0.5
e5-small,cell_C64,10000,int8,residual,combined_invariants_nn,3,0.9996666666666667,0.0005773502691896263,0.999,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.9998333333333335,0.0002886751345947811,0.9995,1.0,1.0,0.0,1.0,1.0,1.0003333333333333,0.0005773502691895622,1.0,1.001,1.0,7.850462293418876e-17,0.9999999999999999,1.0
e5-small,cell_C64,10000,int8,residual,gram_signature_nn,3,0.9996666666666667,0.0005773502691896263,0.999,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.9998333333333335,0.0002886751345947811,0.9995,1.0,1.0,0.0,1.0,1.0,1.0003333333333333,0.0005773502691895622,1.0,1.001,1.0,0.0,1.0,1.0
e5-small,cell_C64,10000,int8,residual,known_anchor_ip_0.01,3,0.6328408034943078,0.041761623622621036,0.5884732052578362,0.6713852376137512,0.8000648837618664,0.008922504549807761,0.7925101214574899,0.8099089989888777,0.8290596016368994,0.008376602594757298,0.819838056680162,0.8361981799797775,0.7053973292893695,0.026250062793325275,0.6791586601753357,0.7316587709452007,1.0,0.0,1.0,1.0,13.435518435584955,0.8501011383869805,12.740141557128412,14.383215369059656,0.8252793817939996,0.008814535045427768,0.8166072833516367,0.8342297629843343
e5-small,cell_C64,10000,int8,residual,known_anchor_ip_0.1,3,0.9988859040008803,1.2752948685217947e-05,0.9988713318284425,0.9988950276243094,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.999381360475434,0.00010448842337314537,0.9992609016999261,0.9994475138121547,1.0,0.0,1.0,1.0,1.0014836451491567,0.0006354697794653939,1.0011049723756906,1.0022172949002217,0.9999726320585117,4.740266515629931e-05,0.9999178961755351,1.0
