cells,seed,m,cell,n_targets,n_anchors,rank,ridge_selected_relative_alpha,ridge_selected_absolute_alpha,ridge_cv_losses_json
256,11,8192,67,4,25,25,0.0,0.0,"{""0.0"": 0.00031093585620317057, ""1e-08"": 0.00031093585665427126, ""1e-06"": 0.00031093585804976837, ""0.0001"": 0.0003109358592354522, ""0.01"": 0.0003109426525153373, ""1.0"": 0.0003241184467557323, ""100.0"": 0.0003639315279895568}"
256,11,8192,69,3,30,30,0.0001,1.0075216933892639e-05,"{""0.0"": 0.0002924924316152839, ""1e-08"": 0.0002924924307119517, ""1e-06"": 0.0002924924303762331, ""0.0001"": 0.0002924924298690097, ""0.01"": 0.0002925008235221261, ""1.0"": 0.00030575138532614593, ""100.0"": 0.00034245139579913166}"
256,11,8192,71,1,44,44,0.0,0.0,"{""0.0"": 0.00029871391644482995, ""1e-08"": 0.00029871391744154156, ""1e-06"": 0.0002987139202535875, ""0.0001"": 0.000298713919162906, ""0.01"": 0.0002987271825701853, ""1.0"": 0.0003191076665284829, ""100.0"": 0.00036917436058448626}"
256,11,8192,72,1,43,43,1e-08,1.093519200622609e-09,"{""0.0"": 0.0002878424977207788, ""1e-08"": 0.00028784249715856227, ""1e-06"": 0.0002878424987938764, ""0.0001"": 0.00028784249900108856, ""0.01"": 0.0002878526974345658, ""1.0"": 0.0003055681618653779, ""100.0"": 0.00035498604374529385}"
256,11,8192,74,3,54,54,0.0,0.0,"{""0.0"": 0.00030293749432531454, ""1e-08"": 0.00030293749461333095, ""1e-06"": 0.0003029374943647878, ""0.0001"": 0.0003029374954578743, ""0.01"": 0.0003029598102478422, ""1.0"": 0.00033341453294793023, ""100.0"": 0.00041277616810170585}"
256,11,8192,75,1,27,27,0.0001,1.1114251923226592e-05,"{""0.0"": 0.000356406618855831, ""1e-08"": 0.0003564066188051942, ""1e-06"": 0.00035640661894385806, ""0.0001"": 0.0003564066167368409, ""0.01"": 0.00035641362955519403, ""1.0"": 0.0003701916768390956, ""100.0"": 0.0004074630903947974}"
256,11,8192,76,1,38,38,1e-06,9.905133661875475e-08,"{""0.0"": 0.0002637169693218684, ""1e-08"": 0.00026371696912603685, ""1e-06"": 0.0002637169672064486, ""0.0001"": 0.0002637169689969573, ""0.01"": 0.00026372628183268153, ""1.0"": 0.0002797056000524478, ""100.0"": 0.0003269512464920484}"
256,11,8192,78,2,31,31,0.0001,1.1431025314201525e-05,"{""0.0"": 0.00031441688309190535, ""1e-08"": 0.000314416883451323, ""1e-06"": 0.0003144168840537784, ""0.0001"": 0.00031441688274090894, ""0.01"": 0.0003144246409505502, ""1.0"": 0.0003301912303243447, ""100.0"": 0.0003773710519013545}"
256,11,8192,79,3,53,53,1e-06,1.0354780994669474e-07,"{""0.0"": 0.0002571050935998315, ""1e-08"": 0.0002571050934220572, ""1e-06"": 0.0002571050927902772, ""0.0001"": 0.0002571050958362884, ""0.01"": 0.0002571252478259993, ""1.0"": 0.00028649910685341393, ""100.0"": 0.0003641886634140329}"
256,11,8192,80,1,36,36,0.0,0.0,"{""0.0"": 0.0002819888667572139, ""1e-08"": 0.0002819888669851615, ""1e-06"": 0.00028198886801337136, ""0.0001"": 0.00028198886880008385, ""0.01"": 0.0002819978223706486, ""1.0"": 0.00030081510589010323, ""100.0"": 0.0003645415274272526}"
256,11,8192,82,2,27,27,1e-06,1.0575159501361781e-07,"{""0.0"": 0.0003149128432632743, ""1e-08"": 0.00031491284356394557, ""1e-06"": 0.00031491284071123737, ""0.0001"": 0.00031491284181166924, ""0.01"": 0.00031491789417903107, ""1.0"": 0.00032436417074104945, ""100.0"": 0.0003522417565314784}"
256,11,8192,84,4,35,35,1e-06,1.1040110161489978e-07,"{""0.0"": 0.0003292860272237693, ""1e-08"": 0.00032928602738125853, ""1e-06"": 0.00032928602631022053, ""0.0001"": 0.0003292860282463628, ""0.01"": 0.0003292960215807632, ""1.0"": 0.00034667619788131374, ""100.0"": 0.0003920929101225636}"
256,11,8192,86,1,35,35,0.0,0.0,"{""0.0"": 0.0003321242652068723, ""1e-08"": 0.0003321242657086449, ""1e-06"": 0.0003321242656308537, ""0.0001"": 0.000332124267027547, ""0.01"": 0.0003321358172071046, ""1.0"": 0.0003508332525277353, ""100.0"": 0.0004005162801864111}"
256,11,8192,87,2,51,51,1e-06,1.074095360909005e-07,"{""0.0"": 0.00027850922477997423, ""1e-08"": 0.00027850922509073357, ""1e-06"": 0.0002785092222493903, ""0.0001"": 0.0002785092236823546, ""0.01"": 0.0002785260567708048, ""1.0"": 0.00030358742880171063, ""100.0"": 0.00036593203433908677}"
256,11,8192,88,1,48,48,1e-06,1.0429248579840083e-07,"{""0.0"": 0.00026550219248356027, ""1e-08"": 0.00026550219298673703, ""1e-06"": 0.00026550219209340133, ""0.0001"": 0.0002655021945580495, ""0.01"": 0.0002655131256187203, ""1.0"": 0.0002823149350723013, ""100.0"": 0.00033240387679850093}"
256,11,8192,89,2,44,44,1e-08,1.1063081865489457e-09,"{""0.0"": 0.00031914917091313127, ""1e-08"": 0.00031914917082558926, ""1e-06"": 0.0003191491714596249, ""0.0001"": 0.00031914917155369477, ""0.01"": 0.0003191590001336846, ""1.0"": 0.00033456235531181626, ""100.0"": 0.0003728310075484166}"
256,11,8192,90,1,26,26,1e-06,1.0445732852833146e-07,"{""0.0"": 0.0003330773016519361, ""1e-08"": 0.0003330773027289645, ""1e-06"": 0.0003330773011169168, ""0.0001"": 0.00033307730219683666, ""0.01"": 0.00033308142124512005, ""1.0"": 0.0003413548505669121, ""100.0"": 0.00036329006994036193}"
256,11,8192,91,1,42,42,1e-08,1.122096278803493e-09,"{""0.0"": 0.000295983709343562, ""1e-08"": 0.00029598370789605426, ""1e-06"": 0.00029598371001348994, ""0.0001"": 0.0002959837087113753, ""0.01"": 0.00029599645464773843, ""1.0"": 0.00031619156542923865, ""100.0"": 0.00037417383840789774}"
256,11,8192,92,1,42,42,1e-06,1.039775333161884e-07,"{""0.0"": 0.00026988675509164844, ""1e-08"": 0.0002698867553617336, ""1e-06"": 0.0002698867524163052, ""0.0001"": 0.0002698867563016635, ""0.01"": 0.000269899086465867, ""1.0"": 0.00029163317157387107, ""100.0"": 0.0003667168352174352}"
256,11,8192,93,4,40,40,0.0001,1.1131794302647802e-05,"{""0.0"": 0.00032004191985309183, ""1e-08"": 0.000320041920164481, ""1e-06"": 0.0003200419204094343, ""0.0001"": 0.0003200419180529216, ""0.01"": 0.00032005357502886225, ""1.0"": 0.0003399042771639369, ""100.0"": 0.000394779880187163}"
256,11,8192,94,3,30,30,1e-08,1.0990726276520831e-09,"{""0.0"": 0.00031645699523318423, ""1e-08"": 0.0003164569947984065, ""1e-06"": 0.00031645699515048356, ""0.0001"": 0.00031645699534777686, ""0.01"": 0.00031646577161208454, ""1.0"": 0.00033334140224150526, ""100.0"": 0.00038123912855056517}"
256,11,8192,95,2,25,25,1e-06,1.1713742633543533e-07,"{""0.0"": 0.0003615979984732961, ""1e-08"": 0.000361597999546916, ""1e-06"": 0.0003615979982544663, ""0.0001"": 0.0003615979999760623, ""0.01"": 0.00036160425956071473, ""1.0"": 0.0003748844199946371, ""100.0"": 0.00041365831526229225}"
256,11,8192,96,1,26,26,0.0001,9.857702826899676e-06,"{""0.0"": 0.00030504127706438926, ""1e-08"": 0.000305041276007138, ""1e-06"": 0.00030504127752635876, ""0.0001"": 0.0003050412735694631, ""0.01"": 0.0003050459995597281, ""1.0"": 0.0003145350955635447, ""100.0"": 0.00034124325265477603}"
256,11,8192,97,2,27,27,1e-08,1.078555581942292e-09,"{""0.0"": 0.00032847966674943893, ""1e-08"": 0.0003284796664554777, ""1e-06"": 0.00032847966750558304, ""0.0001"": 0.0003284796677328319, ""0.01"": 0.00032848505703039315, ""1.0"": 0.00033980932753494296, ""100.0"": 0.00037263465752388077}"
256,11,8192,98,1,39,39,1e-06,1.1206788020765117e-07,"{""0.0"": 0.0002841794739743404, ""1e-08"": 0.00028417947242029306, ""1e-06"": 0.0002841794696958619, ""0.0001"": 0.0002841794711267481, ""0.01"": 0.000284190027685315, ""1.0"": 0.000303259726501552, ""100.0"": 0.00035434362893225943}"
256,11,8192,101,2,33,33,1e-08,1.084933366188442e-09,"{""0.0"": 0.0003032687298067374, ""1e-08"": 0.00030326872953883503, ""1e-06"": 0.000303268734874629, ""0.0001"": 0.0003032687320963292, ""0.01"": 0.00030327897752281224, ""1.0"": 0.00032250211447433345, ""100.0"": 0.00038451831900330406}"
256,11,8192,103,1,25,25,0.0001,1.088975579581726e-05,"{""0.0"": 0.00029958277216711265, ""1e-08"": 0.0002995827714385229, ""1e-06"": 0.00029958277194010776, ""0.0001"": 0.00029958276835113137, ""0.01"": 0.00029959371242638076, ""1.0"": 0.0003173722638419601, ""100.0"": 0.00036953942836959246}"
256,11,8192,104,1,57,57,1e-06,1.108524840678334e-07,"{""0.0"": 0.0003067204312747447, ""1e-08"": 0.0003067204324334512, ""1e-06"": 0.00030672043118687816, ""0.0001"": 0.0003067204343730937, ""0.01"": 0.00030673614471767816, ""1.0"": 0.00033058231634411594, ""100.0"": 0.00039791874794048893}"
256,11,8192,106,3,33,33,0.0,0.0,"{""0.0"": 0.00034405747548472775, ""1e-08"": 0.00034405747638694816, ""1e-06"": 0.0003440574828091777, ""0.0001"": 0.00034405747825603356, ""0.01"": 0.00034406646823466466, ""1.0"": 0.00035945561174129467, ""100.0"": 0.0004027786933338366}"
256,11,8192,107,2,36,36,1e-08,1.0425419907705793e-09,"{""0.0"": 0.0003031664347371403, ""1e-08"": 0.00030316643393773476, ""1e-06"": 0.0003031664353466302, ""0.0001"": 0.00030316643460330176, ""0.01"": 0.00030317492085252045, ""1.0"": 0.0003176839615891335, ""100.0"": 0.00035732198240753403}"
256,11,8192,108,1,28,28,0.0,0.0,"{""0.0"": 0.00030698663414113634, ""1e-08"": 0.0003069866345067209, ""1e-06"": 0.0003069866345712522, ""0.0001"": 0.0003069866354635602, ""0.01"": 0.00030699378552781015, ""1.0"": 0.0003192215626809581, ""100.0"": 0.00035702716341324615}"
256,11,8192,109,1,65,65,1e-06,1.0994782664092131e-07,"{""0.0"": 0.00027377445516078885, ""1e-08"": 0.00027377445547452177, ""1e-06"": 0.0002737744534280385, ""0.0001"": 0.0002737744601658125, ""0.01"": 0.0002737987135398722, ""1.0"": 0.00030495096071554245, ""100.0"": 0.0003829609884954035}"
256,11,8192,110,1,47,47,1e-08,1.102964513793102e-09,"{""0.0"": 0.0003048282209695528, ""1e-08"": 0.00030482821983022037, ""1e-06"": 0.00030482822030072454, ""0.0001"": 0.0003048282238246233, ""0.01"": 0.00030484023867913235, ""1.0"": 0.0003242032154042512, ""100.0"": 0.00037468190512086755}"
256,11,8192,111,1,29,29,0.0001,1.1038020478192836e-05,"{""0.0"": 0.00036209646261606775, ""1e-08"": 0.00036209646193164496, ""1e-06"": 0.000362096462630683, ""0.0001"": 0.00036209646141231657, ""0.01"": 0.00036210186084075706, ""1.0"": 0.0003734367397017892, ""100.0"": 0.00041091966443916036}"
256,11,8192,112,1,47,47,0.0001,1.0812568713641355e-05,"{""0.0"": 0.00028873281234975716, ""1e-08"": 0.00028873281183458885, ""1e-06"": 0.000288732813241415, ""0.0001"": 0.00028873281139141677, ""0.01"": 0.00028874382985388087, ""1.0"": 0.0003072578164234112, ""100.0"": 0.00035699006889162657}"
256,11,8192,113,4,45,45,0.0,0.0,"{""0.0"": 0.0003038896568070291, ""1e-08"": 0.00030388965738102153, ""1e-06"": 0.0003038896583737979, ""0.0001"": 0.0003038896591480778, ""0.01"": 0.0003039020953594791, ""1.0"": 0.00032359512494015797, ""100.0"": 0.0003771055794557226}"
256,11,8192,114,2,34,34,0.0,0.0,"{""0.0"": 0.0003164276957060622, ""1e-08"": 0.00031642769661843897, ""1e-06"": 0.0003164277016949079, ""0.0001"": 0.00031642770194281614, ""0.01"": 0.00031643630647781477, ""1.0"": 0.0003330726850014433, ""100.0"": 0.00038055544558487643}"
256,11,8192,115,1,35,35,1e-08,1.103072623179168e-09,"{""0.0"": 0.0003153858238189887, ""1e-08"": 0.0003153858231476923, ""1e-06"": 0.0003153858237868568, ""0.0001"": 0.0003153858240437681, ""0.01"": 0.00031539241419056634, ""1.0"": 0.0003272756135108531, ""100.0"": 0.00035702721450688003}"
256,11,8192,116,2,35,35,0.0,0.0,"{""0.0"": 0.00031377938011556655, ""1e-08"": 0.00031377938082036676, ""1e-06"": 0.0003137793803300315, ""0.0001"": 0.0003137793818729555, ""0.01"": 0.00031379007881545296, ""1.0"": 0.00033159418303484016, ""100.0"": 0.0003805915199331067}"
256,11,8192,117,3,30,30,1e-06,1.1632531545881384e-07,"{""0.0"": 0.000332093097509521, ""1e-08"": 0.0003320930969274196, ""1e-06"": 0.000332093095429548, ""0.0001"": 0.00033209309734592136, ""0.01"": 0.0003321036021646813, ""1.0"": 0.00035118506139077024, ""100.0"": 0.0004107417137001565}"
256,11,8192,120,1,25,25,0.0001,1.2727160683417373e-05,"{""0.0"": 0.0003927268202268008, ""1e-08"": 0.0003927268205107701, ""1e-06"": 0.0003927268225423972, ""0.0001"": 0.0003927268198158485, ""0.01"": 0.0003927332128367774, ""1.0"": 0.00040736961770529667, ""100.0"": 0.0004571743124861393}"
256,11,8192,122,1,11,11,1e-06,1.0280419329711515e-07,"{""0.0"": 0.0002937090091363714, ""1e-08"": 0.00029370900832996667, ""1e-06"": 0.0002937090066143284, ""0.0001"": 0.00029370901040294756, ""0.01"": 0.000293710609074401, ""1.0"": 0.00029776172749044626, ""100.0"": 0.00031155298506374963}"
256,11,8192,123,2,38,38,1e-08,1.1630696128276707e-09,"{""0.0"": 0.0003418734484612581, ""1e-08"": 0.0003418734481577392, ""1e-06"": 0.0003418734498847724, ""0.0001"": 0.00034187345139307355, ""0.01"": 0.00034188086450258223, ""1.0"": 0.0003564611381989323, ""100.0"": 0.00039912986401740403}"
256,11,8192,130,1,51,51,1e-08,1.1620154125079327e-09,"{""0.0"": 0.00031391391515289924, ""1e-08"": 0.0003139139145587829, ""1e-06"": 0.000313913914903998, ""0.0001"": 0.0003139139176767605, ""0.01"": 0.0003139276838548116, ""1.0"": 0.0003355741204420867, ""100.0"": 0.0003883486228418884}"
256,11,8192,132,1,45,45,0.0001,1.1566477792019867e-05,"{""0.0"": 0.00033114082981693246, ""1e-08"": 0.00033114083063142665, ""1e-06"": 0.00033114083119721653, ""0.0001"": 0.00033114082973714244, ""0.01"": 0.0003311505589870969, ""1.0"": 0.0003487817265960271, ""100.0"": 0.00039847628911367065}"
256,11,8192,135,1,40,40,0.0001,1.0945985601788282e-05,"{""0.0"": 0.00031414624222079655, ""1e-08"": 0.0003141462423576122, ""1e-06"": 0.00031414624237999814, ""0.0001"": 0.00031414624215752977, ""0.01"": 0.0003141556999182701, ""1.0"": 0.0003300905354460248, ""100.0"": 0.00037892176020556056}"
256,11,8192,136,1,22,22,0.0,0.0,"{""0.0"": 0.00033625153589420393, ""1e-08"": 0.00033625153656348616, ""1e-06"": 0.00033625153829524717, ""0.0001"": 0.0003362515403845729, ""0.01"": 0.00033625852634639266, ""1.0"": 0.00035014002682772107, ""100.0"": 0.00038821265727266536}"
256,11,8192,137,1,39,39,1e-06,1.1849538245329373e-07,"{""0.0"": 0.00033671903580261703, ""1e-08"": 0.0003367190354620859, ""1e-06"": 0.0003367190344885338, ""0.0001"": 0.0003367190379926462, ""0.01"": 0.0003367287991290042, ""1.0"": 0.000353240216556677, ""100.0"": 0.00040192950436108255}"
256,11,8192,139,1,19,19,1e-08,1.074283011520596e-09,"{""0.0"": 0.0003460312743771016, ""1e-08"": 0.00034603127260791287, ""1e-06"": 0.0003460312742915514, ""0.0001"": 0.00034603127622858466, ""0.01"": 0.00034603644263033503, ""1.0"": 0.000357118414743175, ""100.0"": 0.00038833160616677065}"
256,11,8192,141,1,19,19,1e-06,1.0960750135918316e-07,"{""0.0"": 0.00034242523772716157, ""1e-08"": 0.000342425237173988, ""1e-06"": 0.00034242523615268745, ""0.0001"": 0.00034242524033601903, ""0.01"": 0.00034242997579469927, ""1.0"": 0.00035336228913918603, ""100.0"": 0.00038616922939827025}"
256,11,8192,142,1,14,14,1e-08,1.0808464492190192e-09,"{""0.0"": 0.00035014888645786566, ""1e-08"": 0.00035014888470616125, ""1e-06"": 0.0003501488859600634, ""0.0001"": 0.00035014888828536805, ""0.01"": 0.0003501512804566256, ""1.0"": 0.0003553903521807532, ""100.0"": 0.0003729478143355277}"
256,11,8192,144,3,35,35,1e-08,1.1159334103327849e-09,"{""0.0"": 0.00028911367284476284, ""1e-08"": 0.0002891136722516904, ""1e-06"": 0.0002891136746934073, ""0.0001"": 0.00028911367845270696, ""0.01"": 0.00028912319088205866, ""1.0"": 0.00030651986204812315, ""100.0"": 0.00036303835442542037}"
256,11,8192,146,2,30,30,1e-06,1.0166323135624904e-07,"{""0.0"": 0.0003233250661633318, ""1e-08"": 0.00032332506580501157, ""1e-06"": 0.00032332506547198695, ""0.0001"": 0.0003233250660138128, ""0.01"": 0.00032333188167051475, ""1.0"": 0.00033576508471710185, ""100.0"": 0.0003678813221718924}"
256,11,8192,148,1,18,18,1e-06,1.0607014657704981e-07,"{""0.0"": 0.000333321738115017, ""1e-08"": 0.00033332173815861645, ""1e-06"": 0.0003333217375051992, ""0.0001"": 0.0003333217395048028, ""0.01"": 0.0003333292268272611, ""1.0"": 0.00034301119622745475, ""100.0"": 0.00036326237431512197}"
256,11,8192,149,1,37,37,1e-06,1.0741790099835966e-07,"{""0.0"": 0.0002911645253673104, ""1e-08"": 0.00029116452581495793, ""1e-06"": 0.00029116452325423113, ""0.0001"": 0.00029116452517867334, ""0.01"": 0.0002911733296182548, ""1.0"": 0.00030673012744842655, ""100.0"": 0.00034975668935926705}"
256,11,8192,150,3,25,25,1e-08,1.3403697628937927e-09,"{""0.0"": 0.0004234010787847082, ""1e-08"": 0.0004234010784656099, ""1e-06"": 0.0004234010832083701, ""0.0001"": 0.0004234010843348061, ""0.01"": 0.0004234095204090731, ""1.0"": 0.0004404418160845151, ""100.0"": 0.0005022470836425746}"
256,11,8192,151,1,26,26,1e-06,1.143747293090408e-07,"{""0.0"": 0.000348177404819842, ""1e-08"": 0.0003481774043971712, ""1e-06"": 0.0003481774038262702, ""0.0001"": 0.000348177403924755, ""0.01"": 0.0003481822614280591, ""1.0"": 0.0003587341080174354, ""100.0"": 0.00039462203130880035}"
256,11,8192,152,1,39,39,1e-06,1.1891919888962506e-07,"{""0.0"": 0.0003722005994314303, ""1e-08"": 0.00037220059942956414, ""1e-06"": 0.0003722005991721146, ""0.0001"": 0.0003722006002350957, ""0.01"": 0.00037221130564557586, ""1.0"": 0.0003905252420951326, ""100.0"": 0.0004437637484618435}"
256,11,8192,153,1,34,34,1e-08,1.09878938467912e-09,"{""0.0"": 0.0003279377176722322, ""1e-08"": 0.0003279377171962638, ""1e-06"": 0.0003279377208202014, ""0.0001"": 0.00032793772589931113, ""0.01"": 0.0003279466360201453, ""1.0"": 0.00034474062695660817, ""100.0"": 0.00039991988582780704}"
256,11,8192,154,1,25,25,0.0,0.0,"{""0.0"": 0.00035215931891606933, ""1e-08"": 0.0003521593191075177, ""1e-06"": 0.0003521593221507925, ""0.0001"": 0.0003521593207239948, ""0.01"": 0.00035216445997537574, ""1.0"": 0.00036327436602579037, ""100.0"": 0.00039661741419164847}"
256,11,8192,156,1,29,29,1e-06,1.087866835135775e-07,"{""0.0"": 0.00030436973635541975, ""1e-08"": 0.00030436973619607516, ""1e-06"": 0.0003043697342036682, ""0.0001"": 0.0003043697374367947, ""0.01"": 0.00030437551577946543, ""1.0"": 0.0003156519467287449, ""100.0"": 0.00034664094296487025}"
256,11,8192,158,1,29,29,1e-08,1.1458446075714737e-09,"{""0.0"": 0.0003760202232343675, ""1e-08"": 0.0003760202220689574, ""1e-06"": 0.0003760202222601492, ""0.0001"": 0.0003760202254200113, ""0.01"": 0.00037602546523306696, ""1.0"": 0.0003874626967824766, ""100.0"": 0.00042034590470860185}"
256,11,8192,160,1,37,37,1e-08,1.1223098809629051e-09,"{""0.0"": 0.00033530613397908055, ""1e-08"": 0.0003353061335914052, ""1e-06"": 0.00033530613372472016, ""0.0001"": 0.00033530613567658727, ""0.01"": 0.0003353147557209614, ""1.0"": 0.0003521323960823327, ""100.0"": 0.000409547241141385}"
256,11,8192,162,2,36,36,0.0,0.0,"{""0.0"": 0.0003383751396830852, ""1e-08"": 0.0003383751400475656, ""1e-06"": 0.00033837514136398635, ""0.0001"": 0.0003383751441599747, ""0.01"": 0.0003383834149604296, ""1.0"": 0.0003523455799375586, ""100.0"": 0.00038513192028006855}"
256,11,8192,163,1,29,29,1e-06,1.1080446414454836e-07,"{""0.0"": 0.00033020559323356224, ""1e-08"": 0.000330205592821508, ""1e-06"": 0.00033020559091052854, ""0.0001"": 0.0003302055938403651, ""0.01"": 0.000330213224783209, ""1.0"": 0.00034424720576577524, ""100.0"": 0.00038133161937305794}"
256,11,8192,164,1,35,35,0.0,0.0,"{""0.0"": 0.0002725327626477363, ""1e-08"": 0.0002725327627949222, ""1e-06"": 0.0002725327666046954, ""0.0001"": 0.0002725327648822051, ""0.01"": 0.0002725419409448214, ""1.0"": 0.0002908610477710312, ""100.0"": 0.0003675878843614314}"
256,11,8192,165,1,43,43,0.0,0.0,"{""0.0"": 0.00029614682778603775, ""1e-08"": 0.0002961468291047605, ""1e-06"": 0.00029614683040982267, ""0.0001"": 0.00029614682871627893, ""0.01"": 0.00029615630426773677, ""1.0"": 0.000313225992447092, ""100.0"": 0.0003580091442760953}"
256,11,8192,166,1,25,25,1e-06,1.1340625000843232e-07,"{""0.0"": 0.0004029104368715118, ""1e-08"": 0.00040291043709610554, ""1e-06"": 0.00040291043419759344, ""0.0001"": 0.00040291043762554277, ""0.01"": 0.0004029162941725456, ""1.0"": 0.00041547530907123036, ""100.0"": 0.00045090682302799173}"
256,11,8192,167,1,37,37,0.0,0.0,"{""0.0"": 0.0003396999211520346, ""1e-08"": 0.00033969992259770765, ""1e-06"": 0.00033969992255680564, ""0.0001"": 0.0003396999228498002, ""0.01"": 0.00033971026406172237, ""1.0"": 0.00035559627122477123, ""100.0"": 0.00040088149132317655}"
256,11,8192,169,3,28,28,0.0001,1.060981385224183e-05,"{""0.0"": 0.00032827741227736993, ""1e-08"": 0.0003282774111020169, ""1e-06"": 0.00032827740845762436, ""0.0001"": 0.00032827740830321646, ""0.01"": 0.0003282835271572375, ""1.0"": 0.00034136292410548484, ""100.0"": 0.00038073873960370254}"
256,11,8192,170,1,29,29,1e-06,1.0282115900509738e-07,"{""0.0"": 0.00028959964451955587, ""1e-08"": 0.0002895996456335224, ""1e-06"": 0.0002895996419100042, ""0.0001"": 0.00028959964512330344, ""0.01"": 0.0002896054735501322, ""1.0"": 0.0003001216969731517, ""100.0"": 0.00032697547047540627}"
256,11,8192,174,1,30,30,1e-06,1.0588718439450032e-07,"{""0.0"": 0.000347841860466696, ""1e-08"": 0.00034784186034868476, ""1e-06"": 0.0003478418597523658, ""0.0001"": 0.0003478418606900981, ""0.01"": 0.00034784683624677, ""1.0"": 0.00035803987892954226, ""100.0"": 0.00038671495045011973}"
256,11,8192,176,2,40,40,1e-08,1.2264838563037893e-09,"{""0.0"": 0.0003402790336316028, ""1e-08"": 0.0003402790334846859, ""1e-06"": 0.00034027903471038845, ""0.0001"": 0.0003402790365032739, ""0.01"": 0.00034028988396260274, ""1.0"": 0.000359415488184498, ""100.0"": 0.00041699211188241174}"
256,11,8192,177,1,44,44,0.0,0.0,"{""0.0"": 0.00032689866788370673, ""1e-08"": 0.0003268986683288782, ""1e-06"": 0.0003268986710960756, ""0.0001"": 0.0003268986707180343, ""0.01"": 0.0003269089479468994, ""1.0"": 0.00034402573060595993, ""100.0"": 0.00038976686324861684}"
256,11,8192,181,3,30,30,0.0,0.0,"{""0.0"": 0.00036183843339062906, ""1e-08"": 0.0003618384341405157, ""1e-06"": 0.0003618384359084668, ""0.0001"": 0.00036183843464641214, ""0.01"": 0.0003618451540988583, ""1.0"": 0.000374877613773187, ""100.0"": 0.00041213574990726725}"
256,11,8192,185,1,50,50,1e-08,1.0509890971210327e-09,"{""0.0"": 0.0003104841574650246, ""1e-08"": 0.0003104841574406559, ""1e-06"": 0.00031048415894468584, ""0.0001"": 0.00031048415867775917, ""0.01"": 0.0003104982154259149, ""1.0"": 0.00033140588330799316, ""100.0"": 0.0003866131079350672}"
256,11,8192,186,1,29,29,0.0,0.0,"{""0.0"": 0.00036520290501129807, ""1e-08"": 0.0003652029052853406, ""1e-06"": 0.0003652029088716212, ""0.0001"": 0.00036520291093854103, ""0.01"": 0.00036520911827363044, ""1.0"": 0.00037635235823711244, ""100.0"": 0.00040321262984206865}"
256,11,8192,189,1,17,17,1e-06,1.2192470677824092e-07,"{""0.0"": 0.00035799510081204074, ""1e-08"": 0.00035799510154550763, ""1e-06"": 0.00035799509834768774, ""0.0001"": 0.0003579950991005497, ""0.01"": 0.0003579997439475207, ""1.0"": 0.00036916596158026276, ""100.0"": 0.00041511086383527523}"
256,11,8192,190,2,16,16,1e-06,9.934084488781891e-08,"{""0.0"": 0.00035335211496967275, ""1e-08"": 0.0003533521149894838, ""1e-06"": 0.0003533521141878507, ""0.0001"": 0.00035335211419601877, ""0.01"": 0.0003533544167013852, ""1.0"": 0.00035811238852966585, ""100.0"": 0.0003708030681144847}"
256,11,8192,191,4,34,34,1e-06,1.0776291502197289e-07,"{""0.0"": 0.00033174789455780003, ""1e-08"": 0.0003317478939715824, ""1e-06"": 0.0003317478922800395, ""0.0001"": 0.0003317478974833833, ""0.01"": 0.00033175596614274267, ""1.0"": 0.0003473988576704655, ""100.0"": 0.00039290317953026126}"
256,11,8192,193,1,36,36,1e-06,1.0020587194919351e-07,"{""0.0"": 0.0002871271718236124, ""1e-08"": 0.0002871271708173227, ""1e-06"": 0.0002871271704445957, ""0.0001"": 0.00028712717357326305, ""0.01"": 0.00028713532349200407, ""1.0"": 0.0003013745394120885, ""100.0"": 0.000343684092463308}"
256,11,8192,196,1,46,46,1e-06,1.1470416465139426e-07,"{""0.0"": 0.00031887462598734976, ""1e-08"": 0.00031887462554619, ""1e-06"": 0.00031887462520621056, ""0.0001"": 0.00031887462816634725, ""0.01"": 0.0003188908558550442, ""1.0"": 0.00034227834663997725, ""100.0"": 0.0004035498503006686}"
256,11,8192,197,1,23,23,1e-08,9.298065892253113e-10,"{""0.0"": 0.0003041332381143534, ""1e-08"": 0.0003041332372281858, ""1e-06"": 0.0003041332419598146, ""0.0001"": 0.00030413324179171485, ""0.01"": 0.00030413843987632066, ""1.0"": 0.0003128276343996568, ""100.0"": 0.00033620857168448166}"
256,11,8192,198,3,34,34,0.0,0.0,"{""0.0"": 0.00031734075609739476, ""1e-08"": 0.00031734075700032884, ""1e-06"": 0.00031734075627516217, ""0.0001"": 0.000317340756144912, ""0.01"": 0.00031734773338149973, ""1.0"": 0.0003310843606733244, ""100.0"": 0.00037229833105120394}"
256,11,8192,199,2,27,27,1e-08,1.0736146094748473e-09,"{""0.0"": 0.0002966464099100895, ""1e-08"": 0.0002966464087637434, ""1e-06"": 0.000296646409374654, ""0.0001"": 0.0002966464111568702, ""0.01"": 0.0002966538719301401, ""1.0"": 0.00031016935676035304, ""100.0"": 0.0003567553570679998}"
256,11,8192,202,1,24,24,0.0001,1.105470227192545e-05,"{""0.0"": 0.0003138245275680932, ""1e-08"": 0.00031382452691799766, ""1e-06"": 0.0003138245262909583, ""0.0001"": 0.0003138245247820913, ""0.01"": 0.00031383056483655396, ""1.0"": 0.0003258825569176102, ""100.0"": 0.00036206978216795775}"
