cells,seed,m,cell,n_targets,n_anchors,rank,ridge_selected_relative_alpha,ridge_selected_absolute_alpha,ridge_cv_losses_json
16,23,2048,1,21,114,114,0.0,0.0,"{""0.0"": 0.0002302349435426516, ""1e-08"": 0.00023023494399619957, ""1e-06"": 0.00023023494520120548, ""0.0001"": 0.00023023494854765105, ""0.01"": 0.00023028243485830353, ""1.0"": 0.0002743591021229903, ""100.0"": 0.0003726410584149099}"
16,23,2048,2,10,116,116,0.0,0.0,"{""0.0"": 0.0002249454983158794, ""1e-08"": 0.0002249454985869238, ""1e-06"": 0.00022494549941792598, ""0.0001"": 0.00022494550525433224, ""0.01"": 0.0002250075866103246, ""1.0"": 0.00027270118769829173, ""100.0"": 0.00037549879538491336}"
16,23,2048,3,21,164,164,1e-08,1.0904508551688318e-09,"{""0.0"": 0.0001697487958357499, ""1e-08"": 0.000169748795437518, ""1e-06"": 0.00016974879606472293, ""0.0001"": 0.00016974881361795329, ""0.01"": 0.00016989997748769056, ""1.0"": 0.00023794824285520703, ""100.0"": 0.0003729428499121905}"
16,23,2048,4,27,130,130,0.0,0.0,"{""0.0"": 0.00021068192018218292, ""1e-08"": 0.00021068192045150925, ""1e-06"": 0.00021068192061216517, ""0.0001"": 0.0002106819292391564, ""0.01"": 0.00021076109190741084, ""1.0"": 0.00026290638340282184, ""100.0"": 0.00037133907352135767}"
16,23,2048,5,20,189,188,0.0,0.0,"{""0.0"": 0.00015611562143830947, ""1e-08"": 0.00015611562196885345, ""1e-06"": 0.00015611562212824152, ""0.0001"": 0.00015611564925178186, ""0.01"": 0.0001563314826322563, ""1.0"": 0.00023433473435320132, ""100.0"": 0.0003820080109950379}"
16,23,2048,6,13,65,65,1e-06,1.0292462692242715e-07,"{""0.0"": 0.0002854513331108587, ""1e-08"": 0.0002854513335977491, ""1e-06"": 0.00028545133164943045, ""0.0001"": 0.00028545133867516337, ""0.01"": 0.0002854691552187263, ""1.0"": 0.0003106606316821883, ""100.0"": 0.0003703220597670022}"
16,23,2048,7,5,61,61,1e-08,1.0215023266071916e-09,"{""0.0"": 0.00027491175215243075, ""1e-08"": 0.0002749117515829487, ""1e-06"": 0.00027491175498669965, ""0.0001"": 0.00027491175607591, ""0.01"": 0.0002749251949488049, ""1.0"": 0.0002961841116846701, ""100.0"": 0.00035118387995043996}"
16,23,2048,8,19,175,175,1e-06,1.1505269413135447e-07,"{""0.0"": 0.00017858153324042643, ""1e-08"": 0.00017858153246334948, ""1e-06"": 0.00017858153241492178, ""0.0001"": 0.00017858155254016163, ""0.01"": 0.00017875486012601484, ""1.0"": 0.0002506371320257296, ""100.0"": 0.0003922262443584038}"
16,23,2048,9,11,104,104,1e-08,1.076969492617255e-09,"{""0.0"": 0.00023534905028470605, ""1e-08"": 0.00023534904996666125, ""1e-06"": 0.00023534905379320366, ""0.0001"": 0.00023534905628617232, ""0.01"": 0.0002353922485162359, ""1.0"": 0.00027750467416294935, ""100.0"": 0.00037315683680563995}"
16,23,2048,10,7,103,103,1e-08,1.0047679529555143e-09,"{""0.0"": 0.00022313964818064926, ""1e-08"": 0.00022313964816703385, ""1e-06"": 0.00022313964997959664, ""0.0001"": 0.00022313965170597761, ""0.01"": 0.0002231735379337239, ""1.0"": 0.0002566284961539184, ""100.0"": 0.00033562375036227693}"
16,23,2048,11,9,77,77,1e-08,1.057937208204974e-09,"{""0.0"": 0.00026627856437621243, ""1e-08"": 0.0002662785641504077, ""1e-06"": 0.0002662785658590907, ""0.0001"": 0.0002662785655602652, ""0.01"": 0.00026630270840097265, ""1.0"": 0.00029469222914312466, ""100.0"": 0.00036092516691081905}"
16,23,2048,12,18,125,125,1e-08,1.0846762037508793e-09,"{""0.0"": 0.00020460740769974646, ""1e-08"": 0.00020460740665988756, ""1e-06"": 0.00020460740834292397, ""0.0001"": 0.0002046074181381796, ""0.01"": 0.00020468392995439224, ""1.0"": 0.00025649453769686236, ""100.0"": 0.00036813147906810436}"
16,23,2048,13,21,179,179,1e-08,1.1026180209968955e-09,"{""0.0"": 0.00015930404826476868, ""1e-08"": 0.00015930404750300135, ""1e-06"": 0.00015930404971534586, ""0.0001"": 0.00015930407043343974, ""0.01"": 0.00015949321921181122, ""1.0"": 0.0002317273949220443, ""100.0"": 0.0003722084259094151}"
16,23,2048,14,33,201,201,1e-06,1.140991709611093e-07,"{""0.0"": 0.00014298793837976586, ""1e-08"": 0.00014298793795583373, ""1e-06"": 0.00014298793647332442, ""0.0001"": 0.0001429879751939948, ""0.01"": 0.00014329649806668314, ""1.0"": 0.00022950534219721305, ""100.0"": 0.0003839942279620515}"
16,23,2048,15,10,131,131,1e-06,1.1185706923576509e-07,"{""0.0"": 0.00020880885272798411, ""1e-08"": 0.00020880885236183836, ""1e-06"": 0.0002088088513175211, ""0.0001"": 0.0002088088606076952, ""0.01"": 0.00020888648519840902, ""1.0"": 0.00026151684761461597, ""100.0"": 0.0003706630057845096}"
16,23,4096,0,11,240,240,1e-06,1.1228417029979223e-07,"{""0.0"": 9.646005509186576e-05, ""1e-08"": 9.646005471157965e-05, ""1e-06"": 9.646005385203311e-05, ""0.0001"": 9.646017265346713e-05, ""0.01"": 9.726916311074993e-05, ""1.0"": 0.00020256325484503224, ""100.0"": 0.0003855336299007774}"
16,23,4096,1,21,226,226,1e-06,1.11596566470403e-07,"{""0.0"": 0.00011973003870954481, ""1e-08"": 0.00011973003876550196, ""1e-06"": 0.00011973003759207468, ""0.0001"": 0.00011973011079070987, ""0.01"": 0.00012028913073723586, ""1.0"": 0.00021860732217496715, ""100.0"": 0.0003889443423423712}"
16,23,4096,2,10,245,245,0.0,0.0,"{""0.0"": 8.666723715782847e-05, ""1e-08"": 8.666723773211275e-05, ""1e-06"": 8.666723745764461e-05, ""0.0001"": 8.666738386771567e-05, ""0.01"": 8.761516266875926e-05, ""1.0"": 0.00018726028172995666, ""100.0"": 0.00036633133206851696}"
16,23,4096,3,21,300,288,1e-08,1.1405820170087653e-09,"{""0.0"": 4.292930621396513e-05, ""1e-08"": 4.2929305257741104e-05, ""1e-06"": 4.2929306803276085e-05, ""0.0001"": 4.293080913126221e-05, ""0.01"": 4.6757739825062384e-05, ""1.0"": 0.0001715501507220631, ""100.0"": 0.0003751170218981424}"
16,23,4096,4,27,278,278,0.0,0.0,"{""0.0"": 6.44955857719791e-05, ""1e-08"": 6.449558580313668e-05, ""1e-06"": 6.44955870818251e-05, ""0.0001"": 6.449600200671275e-05, ""0.01"": 6.652774757447855e-05, ""1.0"": 0.00018684185282850672, ""100.0"": 0.0003779400003655818}"
16,23,4096,5,20,365,288,0.0,0.0,"{""0.0"": 4.524881964948914e-15, ""1e-08"": 5.385301034483451e-13, ""1e-06"": 8.862221937000351e-10, ""0.0001"": 6.013427046949519e-07, ""0.01"": 1.2913691328336101e-05, ""1.0"": 0.00014950423031610607, ""100.0"": 0.00037397484524113035}"
16,23,4096,6,13,136,136,1e-08,1.0537347816077926e-09,"{""0.0"": 0.00020448448153777206, ""1e-08"": 0.00020448448109657366, ""1e-06"": 0.00020448448209921718, ""0.0001"": 0.00020448449127076284, ""0.01"": 0.00020456918902272216, ""1.0"": 0.00025961449949542655, ""100.0"": 0.00036981624141879844}"
16,23,4096,7,5,124,124,0.0,0.0,"{""0.0"": 0.00020142870322866526, ""1e-08"": 0.00020142870430713163, ""1e-06"": 0.00020142870377268485, ""0.0001"": 0.00020142871105870603, ""0.01"": 0.00020149203503738372, ""1.0"": 0.00024772812375992105, ""100.0"": 0.0003528843377944225}"
16,23,4096,8,19,344,288,0.0,0.0,"{""0.0"": 1.0182447434696996e-05, ""1e-08"": 1.0182447547017036e-05, ""1e-06"": 1.0182455208966206e-05, ""0.0001"": 1.0241576791520772e-05, ""0.01"": 2.1740858098289787e-05, ""1.0"": 0.00016466705952505347, ""100.0"": 0.00039277586725366964}"
16,23,4096,9,11,214,214,1e-06,1.0839200584579801e-07,"{""0.0"": 0.00012046230479679785, ""1e-08"": 0.00012046230526138462, ""1e-06"": 0.0001204623042647084, ""0.0001"": 0.00012046235934500255, ""0.01"": 0.0001208913296634128, ""1.0"": 0.00020877108004108057, ""100.0"": 0.00036769181803692126}"
16,23,4096,10,7,201,201,1e-06,1.0068372089585726e-07,"{""0.0"": 0.00012740654161103832, ""1e-08"": 0.00012740654231799029, ""1e-06"": 0.0001274065409901346, ""0.0001"": 0.00012740657606770116, ""0.01"": 0.0001276890696491389, ""1.0"": 0.0002000981613782, ""100.0"": 0.0003389771644989592}"
16,23,4096,11,9,151,151,1e-06,1.0567162110158359e-07,"{""0.0"": 0.00017699467793605338, ""1e-08"": 0.00017699467742030814, ""1e-06"": 0.0001769946770506749, ""0.0001"": 0.00017699468799227945, ""0.01"": 0.00017711331620056485, ""1.0"": 0.00023663859617580613, ""100.0"": 0.00035951173114187845}"
16,23,4096,12,18,254,254,1e-08,1.0854092967989676e-09,"{""0.0"": 7.88834400582125e-05, ""1e-08"": 7.888343973249397e-05, ""1e-06"": 7.888343979024788e-05, ""0.0001"": 7.88836461120517e-05, ""0.01"": 8.00942557552171e-05, ""1.0"": 0.00018590814445705925, ""100.0"": 0.00037410969768399317}"
16,23,4096,13,21,318,288,0.0,0.0,"{""0.0"": 2.8986904833256285e-05, ""1e-08"": 2.8986905538211246e-05, ""1e-06"": 2.8986905757962678e-05, ""0.0001"": 2.899104196225915e-05, ""0.01"": 3.535386596451706e-05, ""1.0"": 0.00016258787447060276, ""100.0"": 0.00036646388519743096}"
16,23,4096,14,33,432,288,0.0,0.0,"{""0.0"": 3.1918872230409103e-16, ""1e-08"": 9.287187437025226e-14, ""1e-06"": 9.41350179271412e-13, ""0.0001"": 4.2863077529834485e-09, ""0.01"": 4.116949174865914e-06, ""1.0"": 0.0001442474500994162, ""100.0"": 0.0003813472453552913}"
16,23,4096,15,10,268,267,1e-06,1.1231349856534878e-07,"{""0.0"": 7.175054858408336e-05, ""1e-08"": 7.175054827899987e-05, ""1e-06"": 7.175054824097151e-05, ""0.0001"": 7.175087316176294e-05, ""0.01"": 7.34629285193147e-05, ""1.0"": 0.00018751317697890204, ""100.0"": 0.00037654016960982653}"
16,23,8192,0,11,480,288,0.0,0.0,"{""0.0"": 1.9775610690588893e-16, ""1e-08"": 5.106889618265879e-14, ""1e-06"": 2.712085000664299e-13, ""0.0001"": 1.0311495600041518e-09, ""0.01"": 1.9731539928719865e-06, ""1.0"": 0.00013638057336369684, ""100.0"": 0.0003800192399847283}"
16,23,8192,1,21,465,288,0.0,0.0,"{""0.0"": 2.2086592376265715e-16, ""1e-08"": 4.6022074775060555e-14, ""1e-06"": 3.903183254392944e-13, ""0.0001"": 1.7875984696395611e-09, ""0.01"": 2.3293822969066554e-06, ""1.0"": 0.00013945610675276991, ""100.0"": 0.0003739970888055892}"
16,23,8192,2,10,480,288,0.0,0.0,"{""0.0"": 1.9082226319501126e-16, ""1e-08"": 2.2799777495933952e-14, ""1e-06"": 2.371081002323911e-13, ""0.0001"": 1.2027059568585548e-09, ""0.01"": 1.9510956327374507e-06, ""1.0"": 0.0001240988779200368, ""100.0"": 0.0003566305279651314}"
16,23,8192,3,21,617,288,0.0,0.0,"{""0.0"": 1.22461223883809e-16, ""1e-08"": 1.5531331705017106e-14, ""1e-06"": 7.632597682046607e-14, ""0.0001"": 2.636007957235469e-10, ""0.01"": 6.34562425732691e-07, ""1.0"": 0.0001204243384370389, ""100.0"": 0.00037007747373662026}"
16,23,8192,4,27,545,288,0.0,0.0,"{""0.0"": 1.4995823888377099e-16, ""1e-08"": 2.5593560564638377e-14, ""1e-06"": 1.228897352251406e-13, ""0.0001"": 4.4123153877338666e-10, ""0.01"": 9.537317683967353e-07, ""1.0"": 0.00013101725159249828, ""100.0"": 0.0003763947325993782}"
16,23,8192,5,20,719,288,0.0,0.0,"{""0.0"": 1.098753282050242e-16, ""1e-08"": 1.322248012257884e-14, ""1e-06"": 6.086374098363886e-14, ""0.0001"": 1.7031256838665672e-10, ""0.01"": 3.8228716977185884e-07, ""1.0"": 0.00011933314988876351, ""100.0"": 0.0003751237585859387}"
16,23,8192,6,13,312,288,1e-08,1.1397405302284711e-09,"{""0.0"": 3.306262277933508e-05, ""1e-08"": 3.306262250851408e-05, ""1e-06"": 3.306262395978203e-05, ""0.0001"": 3.3065409165702983e-05, ""0.01"": 3.823319336949161e-05, ""1.0"": 0.0001612782221974188, ""100.0"": 0.00036004729874371754}"
16,23,8192,7,5,212,212,1e-06,1.0113604330010646e-07,"{""0.0"": 0.00011106046385768582, ""1e-08"": 0.00011106046440675881, ""1e-06"": 0.00011106046325196627, ""0.0001"": 0.00011106050941520275, ""0.01"": 0.00011142782245240441, ""1.0"": 0.0001896328532409885, ""100.0"": 0.0003461879542584927}"
16,23,8192,8,19,689,288,0.0,0.0,"{""0.0"": 1.151398279275221e-16, ""1e-08"": 1.9211976420237692e-14, ""1e-06"": 8.812454415276037e-14, ""0.0001"": 1.8685534858334854e-10, ""0.01"": 4.3453577060820595e-07, ""1.0"": 0.00012320914420742543, ""100.0"": 0.0003844787453573323}"
16,23,8192,9,11,433,288,0.0,0.0,"{""0.0"": 2.8237272016299005e-16, ""1e-08"": 8.450537268339803e-14, ""1e-06"": 4.720135998208562e-13, ""0.0001"": 2.4131922124320154e-09, ""0.01"": 3.5774252868983643e-06, ""1.0"": 0.00013606933707252294, ""100.0"": 0.0003642867023748358}"
16,23,8192,10,7,376,288,0.0,0.0,"{""0.0"": 9.288317496724297e-16, ""1e-08"": 3.0527358791687174e-13, ""1e-06"": 1.644203308312025e-11, ""0.0001"": 5.294704354008724e-08, ""0.01"": 1.007531488215874e-05, ""1.0"": 0.0001329795969602256, ""100.0"": 0.000336534676790591}"
16,23,8192,11,9,287,287,0.0,0.0,"{""0.0"": 5.025450532650498e-05, ""1e-08"": 5.025450544877876e-05, ""1e-06"": 5.0254505800808284e-05, ""0.0001"": 5.025530803573707e-05, ""0.01"": 5.312582294783888e-05, ""1.0"": 0.00016686794029225835, ""100.0"": 0.0003560390739278467}"
16,23,8192,12,18,566,288,0.0,0.0,"{""0.0"": 1.3455938577948495e-16, ""1e-08"": 1.6196416634945416e-14, ""1e-06"": 9.758185589111968e-14, ""0.0001"": 4.1998728730853036e-10, ""0.01"": 8.326145377915797e-07, ""1.0"": 0.00011959269104105808, ""100.0"": 0.0003668622791436816}"
16,23,8192,13,21,590,288,0.0,0.0,"{""0.0"": 1.332980724004543e-16, ""1e-08"": 2.618061942992773e-14, ""1e-06"": 1.2170024457977248e-13, ""0.0001"": 3.698833529196818e-10, ""0.01"": 7.304846775884282e-07, ""1.0"": 0.00012329604926256685, ""100.0"": 0.0003697836957754019}"
16,23,8192,14,33,896,288,0.0,0.0,"{""0.0"": 1.0374082117815823e-16, ""1e-08"": 9.551977557072509e-15, ""1e-06"": 4.8429158322024257e-14, ""0.0001"": 1.1220561091633158e-10, ""0.01"": 2.430342389747267e-07, ""1.0"": 0.0001158699809800996, ""100.0"": 0.00038285788084492755}"
16,23,8192,15,10,525,288,0.0,0.0,"{""0.0"": 1.5831520002430234e-16, ""1e-08"": 3.3267689573327375e-14, ""1e-06"": 1.4505207107721263e-13, ""0.0001"": 5.397192697256913e-10, ""0.01"": 1.1713329075183445e-06, ""1.0"": 0.00012889320176868947, ""100.0"": 0.00037420336322943084}"
16,23,16384,0,11,934,288,0.0,0.0,"{""0.0"": 9.757849880992105e-17, ""1e-08"": 8.884636878069041e-15, ""1e-06"": 5.043117568894066e-14, ""0.0001"": 1.0652168668042368e-10, ""0.01"": 2.312872289136028e-07, ""1.0"": 0.00011158888688651375, ""100.0"": 0.00037889105154603574}"
16,23,16384,1,21,876,288,0.0,0.0,"{""0.0"": 1.0052463999892676e-16, ""1e-08"": 8.597472677537697e-15, ""1e-06"": 4.5724842070072935e-14, ""0.0001"": 9.277017048907178e-11, ""0.01"": 2.494604917794977e-07, ""1.0"": 0.00011202678805510055, ""100.0"": 0.00036902943510838963}"
16,23,16384,2,10,918,288,0.0,0.0,"{""0.0"": 9.656963783024483e-17, ""1e-08"": 8.850851726062531e-15, ""1e-06"": 4.3118992944718706e-14, ""0.0001"": 9.788899069459134e-11, ""0.01"": 2.3707472334062644e-07, ""1.0"": 0.00010232952653167948, ""100.0"": 0.00035779812731026676}"
16,23,16384,3,21,1252,288,0.0,0.0,"{""0.0"": 8.847691632085723e-17, ""1e-08"": 6.2821468700579445e-15, ""1e-06"": 3.596872913668341e-14, ""0.0001"": 6.269684285995218e-11, ""0.01"": 1.498196145250875e-07, ""1.0"": 0.00010037537797253995, ""100.0"": 0.0003650650249126011}"
16,23,16384,4,27,1066,288,0.0,0.0,"{""0.0"": 9.671048618051924e-17, ""1e-08"": 7.089962793789679e-15, ""1e-06"": 4.11092598056012e-14, ""0.0001"": 7.377411537283076e-11, ""0.01"": 1.7687155203002138e-07, ""1.0"": 0.000108106666306167, ""100.0"": 0.0003744392680296333}"
16,23,16384,5,20,1441,288,0.0,0.0,"{""0.0"": 9.038340255590798e-17, ""1e-08"": 5.5229877387419245e-15, ""1e-06"": 3.226089427548565e-14, ""0.0001"": 5.419427953695199e-11, ""0.01"": 1.2454537748822995e-07, ""1.0"": 0.00010286561584309937, ""100.0"": 0.00037292393922287904}"
16,23,16384,6,13,628,288,0.0,0.0,"{""0.0"": 1.1471348957455248e-16, ""1e-08"": 1.7731514811534667e-14, ""1e-06"": 9.66270323611652e-14, ""0.0001"": 2.5747271389705607e-10, ""0.01"": 5.188137742639256e-07, ""1.0"": 0.00011619687355305565, ""100.0"": 0.00035830424825324174}"
16,23,16384,7,5,436,288,0.0,0.0,"{""0.0"": 2.4092166131243767e-16, ""1e-08"": 7.942115664361182e-14, ""1e-06"": 5.250702938463886e-13, ""0.0001"": 2.4201891114119353e-09, ""0.01"": 3.3452151765854782e-06, ""1.0"": 0.00012396352160860862, ""100.0"": 0.0003395553870794466}"
16,23,16384,8,19,1401,288,0.0,0.0,"{""0.0"": 9.286823656732726e-17, ""1e-08"": 6.453929225121441e-15, ""1e-06"": 3.9362398290696657e-14, ""0.0001"": 5.841258634183398e-11, ""0.01"": 1.3281175884811694e-07, ""1.0"": 0.0001053115516748241, ""100.0"": 0.0003853385341865376}"
16,23,16384,9,11,892,288,0.0,0.0,"{""0.0"": 1.0031791684971017e-16, ""1e-08"": 1.1833591049005723e-14, ""1e-06"": 5.843186361222357e-14, ""0.0001"": 1.2810055277585427e-10, ""0.01"": 2.3929152112908764e-07, ""1.0"": 0.00010983767664333895, ""100.0"": 0.0003657944145815995}"
16,23,16384,10,7,716,288,0.0,0.0,"{""0.0"": 9.318765017542397e-17, ""1e-08"": 1.462807172218721e-14, ""1e-06"": 7.174990198201915e-14, ""0.0001"": 1.5008219951832266e-10, ""0.01"": 3.4085085545954684e-07, ""1.0"": 0.00010763744185815674, ""100.0"": 0.000334396728593772}"
16,23,16384,11,9,608,288,0.0,0.0,"{""0.0"": 1.185462212985033e-16, ""1e-08"": 1.4669855323406528e-14, ""1e-06"": 7.83629494300365e-14, ""0.0001"": 2.644625213809868e-10, ""0.01"": 6.431468582941326e-07, ""1.0"": 0.00011334806865921898, ""100.0"": 0.00035101824526292616}"
16,23,16384,12,18,1164,288,0.0,0.0,"{""0.0"": 9.078196189600517e-17, ""1e-08"": 6.980380531312977e-15, ""1e-06"": 3.5287404004352405e-14, ""0.0001"": 6.422673611520326e-11, ""0.01"": 1.733089704853682e-07, ""1.0"": 0.00010012425150390899, ""100.0"": 0.00036697531073003243}"
16,23,16384,13,21,1180,288,0.0,0.0,"{""0.0"": 9.227096365719552e-17, ""1e-08"": 7.630428220812834e-15, ""1e-06"": 4.027195983667307e-14, ""0.0001"": 7.722646683811027e-11, ""0.01"": 1.6866420064361824e-07, ""1.0"": 0.00010401087167263898, ""100.0"": 0.0003696558441547688}"
16,23,16384,14,33,1828,288,0.0,0.0,"{""0.0"": 9.038588914695307e-17, ""1e-08"": 5.685182441686998e-15, ""1e-06"": 3.1500436635718544e-14, ""0.0001"": 4.666171305367557e-11, ""0.01"": 1.1124776614870499e-07, ""1.0"": 0.00010254311151681741, ""100.0"": 0.0003827955442392131}"
16,23,16384,15,10,1044,288,0.0,0.0,"{""0.0"": 1.0065011713660291e-16, ""1e-08"": 7.11639314345489e-15, ""1e-06"": 3.6141510802777905e-14, ""0.0001"": 7.694955170489536e-11, ""0.01"": 1.9596665293394687e-07, ""1.0"": 0.00010803133103177367, ""100.0"": 0.0003774120103245838}"
16,23,32768,0,11,1930,288,0.0,0.0,"{""0.0"": 8.448495166824716e-17, ""1e-08"": 5.600344919298747e-15, ""1e-06"": 3.5239750376059085e-14, ""0.0001"": 4.600285218024153e-11, ""0.01"": 1.0517267888516107e-07, ""1.0"": 9.757067921993728e-05, ""100.0"": 0.0003738780604959961}"
16,23,32768,1,21,1736,288,0.0,0.0,"{""0.0"": 8.717573951946403e-17, ""1e-08"": 5.086473781141058e-15, ""1e-06"": 3.346741769621092e-14, ""0.0001"": 4.2606126869825226e-11, ""0.01"": 1.1002675058650716e-07, ""1.0"": 9.996902087480367e-05, ""100.0"": 0.00037308920578029624}"
16,23,32768,2,10,1804,288,0.0,0.0,"{""0.0"": 8.565554521848322e-17, ""1e-08"": 5.146156271362151e-15, ""1e-06"": 3.035774586063652e-14, ""0.0001"": 4.88755933674197e-11, ""0.01"": 1.1252591369763013e-07, ""1.0"": 9.211605590417782e-05, ""100.0"": 0.0003588737525103509}"
16,23,32768,3,21,2423,288,0.0,0.0,"{""0.0"": 8.022245203837e-17, ""1e-08"": 4.459413382641351e-15, ""1e-06"": 2.9215754885991526e-14, ""0.0001"": 3.52968513722801e-11, ""0.01"": 9.207667311973327e-08, ""1.0"": 9.178580215442451e-05, ""100.0"": 0.000364188504743925}"
16,23,32768,4,27,2193,288,0.0,0.0,"{""0.0"": 8.373179226085832e-17, ""1e-08"": 4.8607921858248766e-15, ""1e-06"": 3.1069406844076524e-14, ""0.0001"": 4.048434802493207e-11, ""0.01"": 9.358842417922027e-08, ""1.0"": 9.698930443217825e-05, ""100.0"": 0.0003729875374041528}"
16,23,32768,5,20,2878,288,0.0,0.0,"{""0.0"": 7.942048275097101e-17, ""1e-08"": 4.007031006125637e-15, ""1e-06"": 2.622690927359394e-14, ""0.0001"": 3.3502636795489996e-11, ""0.01"": 8.118198247470357e-08, ""1.0"": 9.487492327329064e-05, ""100.0"": 0.00037307589395730066}"
16,23,32768,6,13,1300,288,0.0,0.0,"{""0.0"": 8.808020400940296e-17, ""1e-08"": 6.397625357726176e-15, ""1e-06"": 3.9994639753349763e-14, ""0.0001"": 5.223114701489591e-11, ""0.01"": 1.324126456130489e-07, ""1.0"": 9.930696940568438e-05, ""100.0"": 0.0003592535719739996}"
16,23,32768,7,5,834,288,0.0,0.0,"{""0.0"": 9.184991300020749e-17, ""1e-08"": 8.45763071489517e-15, ""1e-06"": 4.408262079733343e-14, ""0.0001"": 9.594358000248267e-11, ""0.01"": 2.68154086887634e-07, ""1.0"": 0.0001019835673492325, ""100.0"": 0.00033754899937518993}"
16,23,32768,8,19,2733,288,0.0,0.0,"{""0.0"": 8.446589091909205e-17, ""1e-08"": 4.251449991569541e-15, ""1e-06"": 2.900951051704082e-14, ""0.0001"": 3.5127222086915794e-11, ""0.01"": 8.77045145111394e-08, ""1.0"": 9.823697892082762e-05, ""100.0"": 0.0003880106248830573}"
16,23,32768,9,11,1765,288,0.0,0.0,"{""0.0"": 8.845040843137117e-17, ""1e-08"": 4.709894577830856e-15, ""1e-06"": 3.135176683995354e-14, ""0.0001"": 4.521679068991826e-11, ""0.01"": 1.1022935651096662e-07, ""1.0"": 9.769625996345039e-05, ""100.0"": 0.00036832934316134437}"
16,23,32768,10,7,1482,288,0.0,0.0,"{""0.0"": 7.735840197272094e-17, ""1e-08"": 7.113857346591142e-15, ""1e-06"": 4.182595480066785e-14, ""0.0001"": 4.07559299701865e-11, ""0.01"": 1.0769519713607349e-07, ""1.0"": 9.318858227810692e-05, ""100.0"": 0.0003353140695342506}"
16,23,32768,11,9,1262,288,0.0,0.0,"{""0.0"": 8.600699866643807e-17, ""1e-08"": 5.46395654389579e-15, ""1e-06"": 3.209157086406417e-14, ""0.0001"": 5.496245088651359e-11, ""0.01"": 1.4768720091839484e-07, ""1.0"": 9.636151644288238e-05, ""100.0"": 0.0003506763352297234}"
16,23,32768,12,18,2266,288,0.0,0.0,"{""0.0"": 8.166324493525244e-17, ""1e-08"": 4.52853189844818e-15, ""1e-06"": 2.7539350689723697e-14, ""0.0001"": 3.6738862044540034e-11, ""0.01"": 9.83933862790083e-08, ""1.0"": 9.154539882351374e-05, ""100.0"": 0.00036593760782640546}"
16,23,32768,13,21,2365,288,0.0,0.0,"{""0.0"": 8.265672429802666e-17, ""1e-08"": 4.530172074887134e-15, ""1e-06"": 2.7792933492680143e-14, ""0.0001"": 4.181030927753582e-11, ""0.01"": 9.704325526576837e-08, ""1.0"": 9.406670170717365e-05, ""100.0"": 0.000369595144756676}"
16,23,32768,14,33,3622,288,0.0,0.0,"{""0.0"": 8.529039833998145e-17, ""1e-08"": 4.453714431731954e-15, ""1e-06"": 2.72934562447112e-14, ""0.0001"": 3.5547494597477504e-11, ""0.01"": 8.01455220544522e-08, ""1.0"": 9.647230649592285e-05, ""100.0"": 0.00038614471005876916}"
16,23,32768,15,10,2175,288,0.0,0.0,"{""0.0"": 8.641424765461963e-17, ""1e-08"": 5.119767369446775e-15, ""1e-06"": 2.955903149178692e-14, ""0.0001"": 4.1479441370806375e-11, ""0.01"": 9.964535930035855e-08, ""1.0"": 9.679479519214954e-05, ""100.0"": 0.00037915359501655157}"
16,23,65536,0,11,3955,288,0.0,0.0,"{""0.0"": 7.89375032899886e-17, ""1e-08"": 4.076854004712417e-15, ""1e-06"": 2.789840428418069e-14, ""0.0001"": 3.182228907335366e-11, ""0.01"": 7.618396860090261e-08, ""1.0"": 9.200145506519984e-05, ""100.0"": 0.00037418292423073424}"
16,23,65536,1,21,3457,288,0.0,0.0,"{""0.0"": 8.09468819430815e-17, ""1e-08"": 4.242488146500823e-15, ""1e-06"": 2.969309408110985e-14, ""0.0001"": 3.151797982975922e-11, ""0.01"": 7.7533974083705e-08, ""1.0"": 9.349065554172321e-05, ""100.0"": 0.00037189998846261506}"
16,23,65536,2,10,3600,288,0.0,0.0,"{""0.0"": 8.00630180201962e-17, ""1e-08"": 3.916649994275011e-15, ""1e-06"": 2.449646514843629e-14, ""0.0001"": 3.2520248509820966e-11, ""0.01"": 8.107075322695941e-08, ""1.0"": 8.649567166472895e-05, ""100.0"": 0.0003595549992150574}"
16,23,65536,3,21,4859,288,0.0,0.0,"{""0.0"": 7.798433775173792e-17, ""1e-08"": 3.3450012993302522e-15, ""1e-06"": 2.446571247608085e-14, ""0.0001"": 2.6912190399107225e-11, ""0.01"": 7.392283854507367e-08, ""1.0"": 8.791010033585997e-05, ""100.0"": 0.0003666061016534098}"
16,23,65536,4,27,4375,288,0.0,0.0,"{""0.0"": 8.041786175961121e-17, ""1e-08"": 4.0020444993565126e-15, ""1e-06"": 2.7781773327113994e-14, ""0.0001"": 2.986338433888548e-11, ""0.01"": 7.268337129158312e-08, ""1.0"": 9.174826401245171e-05, ""100.0"": 0.0003725540425868595}"
16,23,65536,5,20,5697,288,0.0,0.0,"{""0.0"": 7.97718667978239e-17, ""1e-08"": 3.639949281191879e-15, ""1e-06"": 2.5783621188062587e-14, ""0.0001"": 2.8399354232271223e-11, ""0.01"": 6.721486843055566e-08, ""1.0"": 9.067316162166605e-05, ""100.0"": 0.00037224833054304844}"
