encoder,candidate_count,packing_width,measurement_count,seed_count,active_cells_mean,query_ciphertext_count_median,client_transform_ms_mean,client_transform_ms_p50,client_transform_ms_p95,client_transform_ms_p99,client_pack_ms_mean,client_pack_ms_p50,client_pack_ms_p95,client_pack_ms_p99,client_encrypt_ms_mean,client_encrypt_ms_p50,client_encrypt_ms_p95,client_encrypt_ms_p99,client_serialize_ms_mean,client_serialize_ms_p50,client_serialize_ms_p95,client_serialize_ms_p99,server_query_deserialize_ms_mean,server_query_deserialize_ms_p50,server_query_deserialize_ms_p95,server_query_deserialize_ms_p99,server_plaintext_prepare_ms_mean,server_plaintext_prepare_ms_p50,server_plaintext_prepare_ms_p95,server_plaintext_prepare_ms_p99,server_ct_pt_eval_ms_mean,server_ct_pt_eval_ms_p50,server_ct_pt_eval_ms_p95,server_ct_pt_eval_ms_p99,server_response_serialize_ms_mean,server_response_serialize_ms_p50,server_response_serialize_ms_p95,server_response_serialize_ms_p99,client_result_deserialize_ms_mean,client_result_deserialize_ms_p50,client_result_deserialize_ms_p95,client_result_deserialize_ms_p99,client_decrypt_ms_mean,client_decrypt_ms_p50,client_decrypt_ms_p95,client_decrypt_ms_p99,end_to_end_ms_mean,end_to_end_ms_p50,end_to_end_ms_p95,end_to_end_ms_p99,server_eval_candidates_per_second_mean,server_eval_candidates_per_second_p50,server_eval_candidates_per_second_p95,server_eval_candidates_per_second_p99,end_to_end_candidates_per_second_mean,end_to_end_candidates_per_second_p50,end_to_end_candidates_per_second_p95,end_to_end_candidates_per_second_p99,query_ciphertext_bytes_mean,query_ciphertext_bytes_p50,query_ciphertext_bytes_p95,query_ciphertext_bytes_p99,response_ciphertext_bytes_mean,response_ciphertext_bytes_p50,response_ciphertext_bytes_p95,response_ciphertext_bytes_p99,rss_sampled_increment_mb_mean,rss_sampled_increment_mb_p50,rss_sampled_increment_mb_p95,rss_sampled_increment_mb_p99,score_max_abs_error_max,score_rmse_mean,score_p99_abs_error_max,score_mean_relative_error_mean,top1_flip_count,top10_overlap_min,top10_overlap_mean,top10_exact_order_rate,kendall_tau_min,kendall_tau_mean,pairwise_order_flip_fraction_max,plaintext_keying_max_abs_error_max,upload_bytes_ratio_vs_width1_measured,upload_reduction_vs_width1_measured,end_to_end_speedup_vs_width1_measured_p50,server_eval_speedup_vs_width1_measured_p50
multilingual-e5-small,16,2,15,3,9.333333333333334,5.0,0.1645933333333333,0.1562,0.19801,0.198962,0.029833333333333333,0.0275,0.043289999999999995,0.047937999999999995,16.46048,14.8848,22.22045,22.677690000000002,10.918166666666668,10.0418,15.810119999999998,17.399624,4.392953333333335,4.5756,5.23607,5.5815339999999996,0.04917333333333333,0.0495,0.05969,0.061537999999999995,269.4692600000001,264.2605,318.41235,323.72479,12.12414,11.6941,14.490849999999998,15.06177,7.970626666666666,7.3798,11.97683,12.292166,9.370059999999999,8.9409,11.5855,12.01558,331.25068666666664,325.817,390.23634,398.806468,59.867406405627975,60.54631698645845,65.92436838644441,65.99117808995695,48.74530923458829,49.10732098079596,54.10951337820643,54.14259629409699,1671170.0666666667,1671437.0,2005595.6,2005770.32,3765750.2666666666,3765758.0,3765952.0,3765957.6,7.048177083333333,7.3515625,9.0046875,9.4071875,2.2898899137702156e-06,1.6736690993714737e-06,2.23820066824372e-06,3.9428432291289986e-05,0,1.0,1.0,1.0,1.0,1.0,0.0,1.2253998968314583e-08,0.5555309234491744,0.44446907655082557,0.9765064438012749,0.8787507024318807
multilingual-e5-small,16,4,15,3,9.333333333333334,3.0,0.2025533333333333,0.1534,0.39898999999999973,0.5436379999999998,0.029386666666666665,0.0273,0.04361999999999999,0.047203999999999996,8.570266666666667,8.8751,10.970970000000001,11.045394,5.732946666666666,5.8562,7.869499999999999,8.643419999999999,2.4660733333333336,2.2322,3.391609999999999,3.7907219999999993,0.05332666666666666,0.0592,0.07313,0.07374599999999999,295.08358000000004,277.4326,339.3852299999999,359.951846,11.91168,11.2577,14.20736,14.717072,8.092033333333335,8.1537,11.976789999999994,14.826797999999998,9.449013333333335,8.6884,13.51998,13.589196000000001,341.8724266666666,323.1883,392.91403999999994,409.82816799999995,54.684187503055334,57.67166511794216,58.8462023674952,58.90297545008131,47.184177851531075,49.506742663642214,50.88494432838334,50.90622029871558,891490.2666666667,1002827.0,1003164.1,1003240.82,3765756.1333333333,3765783.0,3765960.8,3766025.76,6.519270833333334,6.86328125,7.82265625,8.04578125,1.0882832268202525e-06,5.249268036726398e-07,1.0193510200852407e-06,1.185543478200149e-05,0,1.0,1.0,1.0,1.0,1.0,0.0,1.2253998968314583e-08,0.33330685474221594,0.666693145257784,0.9844490038779249,0.8370288855743702
multilingual-e5-small,16,8,15,3,9.333333333333334,2.0,0.18340666666666663,0.156,0.27909999999999985,0.3619799999999999,0.039880000000000006,0.0387,0.050249999999999996,0.05277,5.711373333333333,6.2201,7.948819999999998,9.221364,4.051699999999999,4.2999,6.451209999999998,7.732321999999999,1.6867133333333335,1.5444,2.36832,2.378064,0.06868666666666665,0.0628,0.10183999999999999,0.108448,328.5018866666667,324.7704,372.06919,383.503438,11.900613333333332,11.6935,13.52431,13.730222000000001,8.0108,6.928,12.520159999999995,14.796111999999997,9.776173333333334,8.8746,13.135829999999988,19.317165999999993,370.224,365.0885,420.56528999999995,436.874898,49.02363023765424,49.26557346359151,53.39504530808661,53.55860149109129,43.50114111868285,43.824990379045076,47.38457445421992,47.67591556917467,557249.4,668710.0,668883.3,668939.86,3765667.7333333334,3765615.0,3765945.8,3765954.76,6.344010416666666,6.171875,8.21875,8.21875,2.0238349869097783e-06,1.3262406936454844e-06,1.9953095102009236e-06,2.9730344995799935e-05,0,1.0,1.0,1.0,1.0,1.0,0.0,1.2253998968314583e-08,0.22225730543221037,0.7777426945677897,0.8714665074358683,0.715025445668694
multilingual-e5-small,64,1,15,3,21.666666666666668,22.0,0.37899333333333324,0.3782,0.5164699999999999,0.5841739999999999,0.06109333333333333,0.0551,0.09103999999999998,0.10268799999999999,70.54987333333332,65.8965,100.46347,101.423814,45.11398,43.4759,58.41206999999999,59.990094,17.423,16.9766,28.487029999999997,29.413325999999998,0.10548666666666667,0.096,0.17685999999999988,0.23017199999999993,933.2156533333333,928.8675,1038.3782899999999,1038.820298,47.84120666666667,48.6394,53.80262,54.265964,33.592866666666666,33.6094,42.452639999999995,42.841727999999996,36.343806666666666,35.707,41.38268999999999,46.696138,1185.0501000000002,1191.4027,1320.0932,1320.87384,68.92886627400127,68.90110806977314,75.02398602058176,75.41534587702522,54.383929396229995,53.718192849487416,60.45448231577922,60.84640264529689,7243151.866666666,7354948.0,8357533.5,8357659.5,15062910.333333334,15062978.0,15063496.7,15063585.74,24.790625,23.94921875,31.052343749999984,38.44171874999999,8.339046219940638e-07,5.316081679285715e-07,7.800187070726436e-07,1.4709741915686389e-05,0,1.0,1.0,1.0,1.0,1.0,0.0,1.5204277351021922e-08,1.0,0.0,1.0,1.0
multilingual-e5-small,64,2,15,3,21.666666666666668,11.0,0.34669333333333335,0.3406,0.4463899999999999,0.48239799999999994,0.040513333333333325,0.0376,0.05801,0.060081999999999997,35.551033333333336,33.0193,47.125229999999995,49.868725999999995,23.22536666666667,22.6559,32.406549999999996,33.86731,9.009633333333333,9.0157,13.8018,14.481079999999999,0.13069333333333336,0.125,0.15797999999999995,0.172316,1053.6787,1052.8816,1170.084,1178.24656,46.823073333333326,48.0584,51.3614,51.71476,29.99,31.4081,36.7446,37.09516,35.50656666666667,34.2411,39.00957,39.854554,1234.7089666666666,1237.3923,1376.05801,1381.0177620000002,60.98427364698828,60.78556221326311,65.56129011992694,65.63593881788083,52.09281425189856,51.72167307005224,56.73193598004149,56.933988223296396,3677167.7333333334,3677408.0,4346547.3,4346850.26,15063074.066666666,15063100.0,15063455.6,15063518.32,20.441666666666666,20.66015625,23.069140625,23.504453125,2.1170519731300574e-06,1.6703634542948697e-06,2.015321142708089e-06,4.696298624313331e-05,0,1.0,1.0,1.0,1.0,1.0,0.0,1.5204277351021922e-08,0.4999910264491333,0.5000089735508667,0.962833452252774,0.8822145813926277
multilingual-e5-small,64,4,15,3,21.666666666666668,6.0,0.35467333333333334,0.3614,0.43023999999999984,0.509088,0.03421333333333333,0.0337,0.04627999999999999,0.053335999999999995,19.127293333333334,19.7306,25.321399999999997,27.99316,12.47034,12.8249,17.43592,17.627104,5.217226666666668,4.7472,7.27105,7.277489999999999,0.12897999999999998,0.1215,0.17285999999999999,0.18193199999999998,1169.5015133333332,1150.5826,1293.16897,1298.946994,46.912013333333334,46.9571,51.71102,52.205724,31.85553333333333,33.2487,45.84678999999999,47.945837999999995,36.47846666666667,34.9078,42.925149999999995,46.28095,1322.478153333333,1308.5183,1472.23122,1473.6672839999999,55.01889999714353,55.62399431383719,59.205330094515986,59.2361199932608,48.69486001550804,48.91028272206816,52.8900613547304,53.01972371969721,2005768.4666666666,2006034.0,2340491.4,2340820.68,15062898.666666666,15062915.0,15063319.9,15063472.78,19.1921875,19.1640625,20.859765624999998,21.246953125,1.1364110826805884e-06,5.281298804530629e-07,1.0659540104984015e-06,1.3865492592607758e-05,0,1.0,1.0,1.0,1.0,1.0,0.0,1.5204277351021922e-08,0.2727461839295125,0.7272538160704876,0.9104975452005525,0.8073018834110649
multilingual-e5-small,64,8,15,3,21.666666666666668,3.0,0.35286666666666666,0.3681,0.45879,0.475198,0.05456666666666667,0.0532,0.06704,0.06748799999999999,10.769173333333335,10.2678,13.856289999999998,15.347178,7.284539999999999,6.8171,10.571509999999995,12.776061999999998,3.12274,3.225,4.14143,4.180126,0.1795333333333333,0.1605,0.3017999999999996,0.49723999999999985,1296.1241799999998,1251.7979,1455.09712,1486.9428639999999,46.130526666666675,45.4166,52.768,53.055279999999996,30.92894,32.7416,41.36382999999998,49.89380599999999,36.889153333333326,34.582,45.495039999999996,47.706928,1432.2451133333332,1390.653,1606.3529800000001,1638.8674760000001,49.68541276900427,51.126463784609314,53.48028045348634,53.70705447341653,44.96461273011255,46.02154527405471,48.86074877097212,48.98954217751676,1114225.7333333334,1003276.0,1336860.6,1336867.32,15062932.866666667,15062968.0,15063478.8,15063666.96,18.825260416666666,18.609375,21.248046875,21.324609375,1.975193773443018e-06,1.3378652098130255e-06,1.971813257502231e-06,3.692594559027628e-05,0,1.0,1.0,1.0,1.0,1.0,0.0,1.5204277351021922e-08,0.13640830635376347,0.8635916936462366,0.856721770276266,0.7420267281164156
multilingual-e5-small,128,1,15,3,31.666666666666668,30.0,0.5160266666666666,0.5431,0.6258299999999999,0.664526,0.06523333333333334,0.0647,0.08771999999999998,0.09802399999999999,100.12296666666666,104.0137,122.49043999999999,127.05544799999998,67.72130666666666,71.1259,85.31775999999999,86.229552,21.9222,20.0086,34.2402,34.81364,0.15888,0.1554,0.18679,0.18751800000000002,1907.6783066666665,1966.1178,2059.62478,2064.294956,97.63612666666667,99.5911,108.69246,108.868972,61.67285333333333,64.3341,73.28299999999999,75.95308,71.09243333333333,68.8528,80.31728,81.903536,2329.142386666667,2414.9263,2503.99718,2505.1074360000002,67.40604258620387,65.10291499319115,74.3964408047181,74.51362948159037,55.25391537331047,53.00368793863398,61.34586740617195,61.57095386770546,10585805.933333334,10028877.0,12702926.4,12703474.08,30125710.2,30125690.0,30126699.5,30126881.5,42.50703125,41.27734375,46.674609374999996,48.269296874999995,8.461089394673493e-07,5.319110376543044e-07,7.904579938189384e-07,1.950793180770012e-05,0,1.0,1.0,1.0,1.0,1.0,0.0,1.7772956745210067e-08,1.0,0.0,1.0,1.0
multilingual-e5-small,128,2,15,3,31.666666666666668,15.0,0.5540533333333334,0.4791,0.920839999999999,1.4297679999999995,0.06624000000000001,0.0463,0.1339899999999999,0.20135799999999993,54.67081333333333,49.0749,78.60406999999998,87.58529399999999,36.21624666666666,34.9242,48.57024,49.54564799999999,11.950353333333334,10.9254,15.689029999999999,16.470286,0.18213333333333334,0.1702,0.2597799999999999,0.312756,2168.5034533333333,2188.5322,2383.4555,2408.56198,97.72489999999999,98.4934,107.00046,108.63353199999999,66.78330666666666,65.4175,88.67072999999999,97.313266,72.02006000000002,70.7037,77.51371999999999,78.390344,2509.2354600000003,2562.3044,2761.70891,2834.457782,59.347097073243205,58.486688018572444,65.90100372170573,65.9247755089775,51.308147046227454,49.95503266512753,57.17784367103113,57.572952797695955,5348450.333333333,5014503.0,6352477.6,6352529.12,30126108.866666667,30126084.0,30127111.3,30127145.46,36.899739583333336,36.91015625,38.508203125,38.523515625,2.1192479272569287e-06,1.673740749433198e-06,2.067160420670955e-06,6.17693783244532e-05,0,1.0,1.0,1.0,1.0,1.0,0.0,1.7772956745210067e-08,0.5000064314279654,0.4999935685720346,0.9424822046904342,0.8983727998153282
multilingual-e5-small,128,4,15,3,31.666666666666668,8.0,0.5331199999999999,0.5381,0.7285299999999999,0.772826,0.048900000000000006,0.0434,0.07459999999999997,0.08971999999999998,29.04614,28.4065,40.420129999999986,48.33186599999999,18.388,18.6629,24.385939999999998,26.045668,6.475493333333333,6.6445,7.79797,7.849994000000001,0.2719533333333334,0.2652,0.34276999999999996,0.357834,2464.77838,2525.6339,2715.4702500000003,2738.3302900000003,98.62938666666668,98.7915,109.63932,113.070104,62.62870666666667,64.6747,72.47582,72.876444,76.18445333333332,76.5035,86.68784,87.83292800000001,2757.549486666666,2826.7792,3022.66424,3050.1046880000004,52.240567286854265,50.68034603114886,59.144926758842914,59.29484388747188,46.689644410542066,45.2812161629037,52.84909907841624,52.85342869857755,2785941.466666667,2674564.0,3343536.6,3343610.52,30126049.066666666,30125955.0,30126563.4,30126640.68,36.43697916666667,35.3125,41.87187499999999,48.771249999999995,1.1322269746483205e-06,5.176200325835601e-07,9.727622757702698e-07,1.7960173234300895e-05,0,1.0,1.0,1.0,1.0,1.0,0.0,1.7772956745210067e-08,0.2666862900003659,0.7333137099996341,0.854303123498291,0.7784650815781338
