suite,encoder,dataset,n_corpus,n_queries,dimension,score_max_abs_error,top10_exact_fraction,top100_exact_fraction,method,ndcg10,recall10,recall100
miracl,multilingual-e5-small,bn,297265,411,384,5.689979309941862e-07,1.0,0.975669099756691,legacy_hybrid_dpub96_kc100,0.6679398235189811,0.7750839995365544,0.8760466149152281
miracl,multilingual-e5-small,bn,297265,411,384,5.689979309941862e-07,1.0,0.975669099756691,corrected_shard_centered_router_dpub96_kc100,0.6679398235189811,0.7750839995365544,0.8760466149152281
miracl,multilingual-e5-small,bn,297265,411,384,5.689979309941862e-07,1.0,0.975669099756691,corrected_shard_uncentered_router_dpub96_kc100,0.673378738377409,0.7834549878345499,0.8776223303595566
miracl,multilingual-e5-small,bn,297265,411,384,5.689979309941862e-07,1.0,0.975669099756691,legacy_hybrid_dpub96_kc200,0.679420824670451,0.7927914880469624,0.9173927316263082
miracl,multilingual-e5-small,bn,297265,411,384,5.689979309941862e-07,1.0,0.975669099756691,corrected_shard_centered_router_dpub96_kc200,0.679420824670451,0.7927914880469624,0.9173927316263082
miracl,multilingual-e5-small,bn,297265,411,384,5.689979309941862e-07,1.0,0.975669099756691,corrected_shard_uncentered_router_dpub96_kc200,0.6786185711402173,0.7927239022129533,0.9210394701270613
miracl,multilingual-e5-base,sw,131924,482,768,5.742272439768215e-07,1.0,0.9875518672199171,raw,0.7074142581076286,0.8151625172890733,0.9510990910887176
miracl,multilingual-e5-base,sw,131924,482,768,5.742272439768215e-07,1.0,0.9875518672199171,old_centered_full,0.6883644188771672,0.8023093262201145,0.9547643746295198
miracl,multilingual-e5-base,sw,131924,482,768,5.742272439768215e-07,1.0,0.9875518672199171,corrected_full,0.7074142581076286,0.8151625172890733,0.9510990910887176
miracl,multilingual-e5-base,sw,131924,482,768,5.742272439768215e-07,1.0,0.9875518672199171,old_centered_half_pca,0.6862433012878875,0.8012028255285517,0.9526896858328393
miracl,multilingual-e5-base,sw,131924,482,768,5.742272439768215e-07,1.0,0.9875518672199171,corrected_half_pca,0.6955435938301001,0.8022253507212013,0.952087038134756
miracl,multilingual-e5-base,sw,131924,482,768,5.742272439768215e-07,1.0,0.9875518672199171,legacy_hybrid_dpub96_kc100,0.69930021903891,0.8007508397549891,0.9020796285319106
miracl,multilingual-e5-base,sw,131924,482,768,5.742272439768215e-07,1.0,0.9875518672199171,corrected_shard_centered_router_dpub96_kc100,0.69930021903891,0.8007508397549891,0.9020796285319106
miracl,multilingual-e5-base,sw,131924,482,768,5.742272439768215e-07,1.0,0.9875518672199171,corrected_shard_uncentered_router_dpub96_kc100,0.6992679128141157,0.801029934795495,0.9000419877494567
miracl,multilingual-e5-base,sw,131924,482,768,5.742272439768215e-07,1.0,0.9875518672199171,legacy_hybrid_dpub96_kc200,0.7054669639235212,0.8096250740960286,0.9242664493183165
