suite,encoder,dataset,n_corpus,n_queries,dimension,score_max_abs_error,top10_exact_fraction,top100_exact_fraction,method,ndcg10,recall10,recall100
miracl,multilingual-e5-base,sw,131924,482,768,5.742272439768215e-07,1.0,0.9875518672199171,corrected_shard_centered_router_dpub96_kc200,0.7054669639235212,0.8096250740960286,0.9242664493183165
miracl,multilingual-e5-base,sw,131924,482,768,5.742272439768215e-07,1.0,0.9875518672199171,corrected_shard_uncentered_router_dpub96_kc200,0.7042104341398783,0.8110230191661727,0.9189216557992491
miracl,multilingual-e5-base,sw,131924,482,768,5.742272439768215e-07,1.0,0.9875518672199171,legacy_hybrid_dpub192_kc100,0.7069093602728005,0.8111168741355463,0.9384706579727327
miracl,multilingual-e5-base,sw,131924,482,768,5.742272439768215e-07,1.0,0.9875518672199171,corrected_shard_centered_router_dpub192_kc100,0.7069093602728005,0.8111168741355463,0.9384706579727327
miracl,multilingual-e5-base,sw,131924,482,768,5.742272439768215e-07,1.0,0.9875518672199171,corrected_shard_uncentered_router_dpub192_kc100,0.7069218993975089,0.8144017980636237,0.9422026279391424
miracl,multilingual-e5-base,sw,131924,482,768,5.742272439768215e-07,1.0,0.9875518672199171,legacy_hybrid_dpub192_kc200,0.7077042590628342,0.8151625172890733,0.949972831456234
miracl,multilingual-e5-base,sw,131924,482,768,5.742272439768215e-07,1.0,0.9875518672199171,corrected_shard_centered_router_dpub192_kc200,0.7077042590628342,0.8151625172890733,0.949972831456234
miracl,multilingual-e5-base,sw,131924,482,768,5.742272439768215e-07,1.0,0.9875518672199171,corrected_shard_uncentered_router_dpub192_kc200,0.7071438768505531,0.8148167358229599,0.9503334321280379
miracl,multilingual-e5-base,bn,297265,411,768,5.73636631417962e-07,0.9975669099756691,0.9902676399026764,raw,0.7266159170979478,0.8422083188506546,0.9653458463677442
miracl,multilingual-e5-base,bn,297265,411,768,5.73636631417962e-07,0.9975669099756691,0.9902676399026764,old_centered_full,0.6954289309021959,0.8351629784111535,0.9618757965473295
miracl,multilingual-e5-base,bn,297265,411,768,5.73636631417962e-07,0.9975669099756691,0.9902676399026764,corrected_full,0.7266159170979478,0.8422083188506546,0.9653458463677442
miracl,multilingual-e5-base,bn,297265,411,768,5.73636631417962e-07,0.9975669099756691,0.9902676399026764,old_centered_half_pca,0.696382732343556,0.8313916888734407,0.9611864210404356
miracl,multilingual-e5-base,bn,297265,411,768,5.73636631417962e-07,0.9975669099756691,0.9902676399026764,corrected_half_pca,0.7109870139047889,0.8387952342331904,0.9610415942532731
miracl,multilingual-e5-base,bn,297265,411,768,5.73636631417962e-07,0.9975669099756691,0.9902676399026764,legacy_hybrid_dpub96_kc100,0.7201176921166519,0.829637353724945,0.9164349438072065
miracl,multilingual-e5-base,bn,297265,411,768,5.73636631417962e-07,0.9975669099756691,0.9902676399026764,corrected_shard_centered_router_dpub96_kc100,0.7201176921166519,0.829637353724945,0.9164349438072065
miracl,multilingual-e5-base,bn,297265,411,768,5.73636631417962e-07,0.9975669099756691,0.9902676399026764,corrected_shard_uncentered_router_dpub96_kc100,0.7198605558146971,0.8305835554010735,0.9181718997412428
miracl,multilingual-e5-base,bn,297265,411,768,5.73636631417962e-07,0.9975669099756691,0.9902676399026764,legacy_hybrid_dpub96_kc200,0.7253373285469015,0.8385586838141583,0.9422894218514657
miracl,multilingual-e5-base,bn,297265,411,768,5.73636631417962e-07,0.9975669099756691,0.9902676399026764,corrected_shard_centered_router_dpub96_kc200,0.7253373285469015,0.8385586838141583,0.9422894218514657
miracl,multilingual-e5-base,bn,297265,411,768,5.73636631417962e-07,0.9975669099756691,0.9902676399026764,corrected_shard_uncentered_router_dpub96_kc200,0.7208716345620476,0.8338276754335149,0.9406606032518441
miracl,multilingual-e5-base,bn,297265,411,768,5.73636631417962e-07,0.9975669099756691,0.9902676399026764,legacy_hybrid_dpub192_kc100,0.7270471562385415,0.8434248638628201,0.9527246746224849
miracl,multilingual-e5-base,bn,297265,411,768,5.73636631417962e-07,0.9975669099756691,0.9902676399026764,corrected_shard_centered_router_dpub192_kc100,0.7270471562385415,0.8434248638628201,0.9527246746224849
miracl,multilingual-e5-base,bn,297265,411,768,5.73636631417962e-07,0.9975669099756691,0.9902676399026764,corrected_shard_uncentered_router_dpub192_kc100,0.7266159170979478,0.8422083188506546,0.9552156953616807
miracl,multilingual-e5-base,bn,297265,411,768,5.73636631417962e-07,0.9975669099756691,0.9902676399026764,legacy_hybrid_dpub192_kc200,0.7266159170979478,0.8422083188506546,0.9591549839725023
miracl,multilingual-e5-base,bn,297265,411,768,5.73636631417962e-07,0.9975669099756691,0.9902676399026764,corrected_shard_centered_router_dpub192_kc200,0.7266159170979478,0.8422083188506546,0.9591549839725023
miracl,multilingual-e5-base,bn,297265,411,768,5.73636631417962e-07,0.9975669099756691,0.9902676399026764,corrected_shard_uncentered_router_dpub192_kc200,0.7266159170979478,0.8422083188506546,0.963439925848685
