pq_m,nbits,bytes_per_vector,reconstruction_relative_l2,reconstruction_mean_cosine,neighbor_overlap_at_10,exact10_recall_in_approx40,train_encode_seconds
24,8,24.0,0.5475263595581055,0.8372065424919128,0.38366666666666666,0.7016666666666667,5.843538284301758
48,8,48.0,0.3042747974395752,0.9528095722198486,0.6743333333333333,0.9713333333333333,7.996128082275391
48,6,36.0,0.4279414713382721,0.9042367339134216,0.5289999999999999,0.8590000000000001,2.379239559173584
