suite,encoder,dataset,epsilon,sigma,privacy,ndcg10,ndcg10_ci95_low,ndcg10_ci95_high,recall10,recall10_ci95_low,recall10_ci95_high,recall100,recall100_ci95_low,recall100_ci95_high,score_pearson,score_pearson_ci95_low,score_pearson_ci95_high,score_rmse,score_rmse_ci95_low,score_rmse_ci95_high,clean_top10_overlap,clean_top10_overlap_ci95_low,clean_top10_overlap_ci95_high
beir,multilingual-e5-base,scifact,2048.0,0.03364862959799442,formal_bounded_record_dp,0.3086378816256623,0.2688219913229589,0.3505469751421878,0.4182592592592592,0.3674912037037037,0.4709305555555555,0.6776851851851852,0.6223439814814815,0.7326884259259259,0.5820329758361049,0.5761612343207487,0.5877444273948431,0.20369926249629575,0.20327565296797664,0.20409202120789793,0.20666666666666667,0.19133333333333336,0.2205583333333333
beir,multilingual-e5-base,scifact,4096.0,0.023285155746839942,formal_bounded_record_dp,0.4774911377459057,0.42853111092874946,0.5260108681925258,0.6063703703703703,0.5514990740740741,0.6547805555555556,0.8138888888888889,0.7669972222222222,0.8594472222222224,0.7401146804062465,0.7348798141638154,0.7453515984212963,0.12140967667711475,0.12115517297720899,0.12165115237360977,0.3782222222222222,0.3602194444444444,0.3966694444444444
beir,multilingual-e5-base,scifact,8192.0,0.01621503157066274,formal_bounded_record_dp,0.5611860443261294,0.5137319392814659,0.6115835302313982,0.6932407407407407,0.6383125000000001,0.7423902777777777,0.8625925925925925,0.8246972222222221,0.8965583333333335,0.8547326794964519,0.8511119144383245,0.8585950279125723,0.06709339151321478,0.06694179571241336,0.06722903292637776,0.5408888888888889,0.5226666666666666,0.5583333333333333
beir,multilingual-e5-base,scifact,16384.0,0.011342138868479306,formal_bounded_record_dp,0.6069236950338667,0.5601233149901939,0.6525433674271074,0.7410555555555556,0.6909944444444444,0.7855638888888888,0.8884074074074074,0.8486842592592594,0.9237777777777777,0.923485022415102,0.9212098576431859,0.9256810278904223,0.035488492557412536,0.035400152496200044,0.035577362232445786,0.6665555555555555,0.6501083333333333,0.6823333333333333
beir,multilingual-e5-base,scifact,32768.0,0.007958795070825649,formal_bounded_record_dp,0.6245042398091432,0.5784136042480926,0.6722110446336235,0.7562777777777777,0.7095486111111111,0.8016694444444444,0.899,0.8607750000000001,0.9330083333333332,0.9608594708581646,0.9596535274952515,0.9620221490591279,0.018458460625862077,0.018401299317284892,0.018517320405000575,0.7598888888888888,0.7481111111111112,0.7724472222222223
beir,multilingual-e5-small,arguana,inf,0.0,nonprivate,0.3576589612389282,0.34381942142260674,0.3699447724980011,0.7237687366167024,0.6987865810135617,0.7473411848679513,0.9628836545324768,0.9528907922912205,0.9721627408993576,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
beir,multilingual-e5-small,arguana,0.5,16.1152530766871,formal_bounded_record_dp,0.00044741964402960656,0.0,0.001269720188622753,0.0011896264572924102,0.0,0.003330954080418748,0.015227218653342851,0.010468712824173209,0.02069950035688794,0.0029435799073418032,-6.588943822550453e-05,0.008298448848526227,0.7769596231231157,0.7762967907258366,0.7776234959493847,0.001379966690459196,0.0009041161075422317,0.0019271948608137045
beir,multilingual-e5-small,arguana,1.0,8.449366228011328,formal_bounded_record_dp,0.00044741964402960656,0.0,0.0011898007552580022,0.0011896264572924102,0.0,0.003330954080418748,0.015227218653342851,0.010468712824173209,0.02069950035688794,0.004099508588243532,0.0011133942569489655,0.009287948807292043,0.7747308710701639,0.7740488277447841,0.7753855991744674,0.001403759219605044,0.0009279086366880799,0.0019039971448964995
beir,multilingual-e5-small,arguana,2.0,4.460957003325374,formal_bounded_record_dp,0.0004516710017616086,0.0,0.001181139133901469,0.0011896264572924102,0.0,0.003330954080418748,0.015227218653342851,0.01046871282417321,0.02069950035688794,0.00627219727024996,0.0032700144832818793,0.011713513364189371,0.7705422038581496,0.7698943886237103,0.7711756323687943,0.0014275517487508922,0.0009279086366880802,0.0019271948608137045
beir,multilingual-e5-small,arguana,4.0,2.3870395613531454,formal_bounded_record_dp,0.00046054769338579047,0.0,0.0012055813514836125,0.0011896264572924102,0.0,0.003330954080418748,0.015465143944801332,0.010706638115631691,0.02069950035688794,0.010271971411090385,0.007298652675954874,0.015500274028374809,0.7628347292169846,0.7622234870762353,0.7634611523897281,0.001522721865334285,0.0009754936949797763,0.0021175350939804903
