suite,encoder,dataset,seed,epsilon,sigma,n_queries,ndcg10,recall10,recall100,score_pearson,score_rmse,clean_top10_overlap,n_attack_targets,linkage_r1,linkage_r10,pairwise_auc
beir,multilingual-e5-base,arguana,23,1024.0,0.049054348512207455,1401,0.05566390869095349,0.10849393290506781,0.35831548893647397,0.4544318820678979,0.30976446610674874,0.1363311920057102,256,0.98828125,1.0,1.0
beir,multilingual-e5-base,arguana,31,1024.0,0.049054348512207455,1401,0.049919473985673465,0.09850107066381156,0.3418986438258387,0.4576649943206083,0.3097305879067877,0.13861527480371164,256,0.9921875,1.0,1.0
beir,multilingual-e5-base,arguana,11,2048.0,0.03364862959799442,1401,0.1416054786768315,0.2883654532476802,0.6331192005710207,0.6259469132578447,0.2047071321136662,0.31092077087794434,256,0.9921875,1.0,1.0
beir,multilingual-e5-base,arguana,23,2048.0,0.03364862959799442,1401,0.13542700625396467,0.27765881513204854,0.6409707351891506,0.6288334988454424,0.2044298706241534,0.30613847251962883,256,0.9921875,1.0,1.0
beir,multilingual-e5-base,arguana,31,2048.0,0.03364862959799442,1401,0.13255577042175312,0.26552462526766596,0.6345467523197716,0.631008599379102,0.20442531862682758,0.30820842255531766,256,0.9921875,1.0,1.0
beir,multilingual-e5-base,arguana,11,4096.0,0.023285155746839942,1401,0.2322866408659677,0.48822269807280516,0.8301213418986438,0.7814293323687002,0.12199454806557299,0.4881513204853676,256,0.99609375,1.0,1.0
beir,multilingual-e5-base,arguana,23,4096.0,0.023285155746839942,1401,0.22174721283858895,0.4625267665952891,0.8372591006423983,0.7828498979255006,0.12181385493199631,0.4889364739471806,256,0.99609375,1.0,1.0
beir,multilingual-e5-base,arguana,31,4096.0,0.023285155746839942,1401,0.222686567871159,0.46395431834404,0.8165596002855103,0.7843202470209786,0.12182402720196096,0.49321912919343325,256,0.9921875,1.0,1.0
beir,multilingual-e5-base,arguana,11,8192.0,0.01621503157066274,1401,0.28783892275931544,0.5945753033547466,0.9122055674518201,0.8844273529552276,0.06739825367005563,0.6390435403283369,256,0.99609375,1.0,1.0
beir,multilingual-e5-base,arguana,23,8192.0,0.01621503157066274,1401,0.28585385102397276,0.5974304068522484,0.9107780157030693,0.8849571386706665,0.06729005317257629,0.6382583868665239,256,0.99609375,1.0,1.0
beir,multilingual-e5-base,arguana,31,8192.0,0.01621503157066274,1401,0.27971723165488477,0.5767309064953604,0.9122055674518201,0.8858774835334148,0.06730282427073705,0.6391149179157745,256,0.99609375,1.0,1.0
beir,multilingual-e5-base,arguana,11,16384.0,0.011342138868479306,1401,0.3222937833867566,0.6588151320485368,0.9336188436830836,0.9414221041879399,0.03563345316518799,0.7450392576730908,256,0.99609375,1.0,1.0
beir,multilingual-e5-base,arguana,23,16384.0,0.011342138868479306,1401,0.3194486193513818,0.655960028551035,0.9314775160599572,0.9416377744383696,0.03556999747458826,0.7477516059957174,256,0.99609375,1.0,1.0
beir,multilingual-e5-base,arguana,31,16384.0,0.011342138868479306,1401,0.31201746939567054,0.6402569593147751,0.9329050678087081,0.9421348087060691,0.03558010751518969,0.7441113490364025,256,0.99609375,1.0,1.0
beir,multilingual-e5-base,arguana,11,32768.0,0.007958795070825649,1401,0.33552623733504494,0.6802284082798001,0.940756602426838,0.9707104938796193,0.018520750926196237,0.8185581727337617,256,0.99609375,1.0,1.0
beir,multilingual-e5-base,arguana,23,32768.0,0.007958795070825649,1401,0.33309415785189145,0.6802284082798001,0.9421841541755889,0.9708232064155207,0.018482535023104298,0.8197715917201999,256,0.99609375,1.0,1.0
beir,multilingual-e5-base,arguana,31,32768.0,0.007958795070825649,1401,0.3298539311505895,0.6702355460385439,0.9436117059243397,0.9710653347915078,0.018489025920739914,0.8177016416845112,256,0.99609375,1.0,1.0
beir,multilingual-e5-base,arguana,raw,inf,0.0,1401,0.3457650276755434,0.6952177016416845,0.9550321199143469,1.0,0.0,1.0,,,,
beir,multilingual-e5-base,nfcorpus,11,0.5,16.1152530766871,323,0.012444890151976322,0.002577964903100125,0.025935259085182964,-0.0022248566017228424,0.7592765053987867,0.0046439628482972135,256,0.0,0.0,0.50634765625
beir,multilingual-e5-base,nfcorpus,23,0.5,16.1152530766871,323,0.008910839476691232,0.0015476201189835845,0.021998447735993683,-0.003691617285028356,0.7577298582699898,0.001238390092879257,256,0.0,0.00390625,0.492919921875
beir,multilingual-e5-base,nfcorpus,31,0.5,16.1152530766871,323,0.006617631866554926,0.0015215719280393246,0.01944858727731228,0.0201887517924423,0.759163525911814,0.004024767801857586,256,0.0,0.0,0.504638671875
beir,multilingual-e5-base,nfcorpus,11,1.0,8.449366228011328,323,0.012460476365224977,0.002577964903100125,0.025935259085182964,-0.001277090735950154,0.757735508689316,0.0046439628482972135,256,0.0,0.00390625,0.510986328125
beir,multilingual-e5-base,nfcorpus,23,1.0,8.449366228011328,323,0.008910839476691232,0.0015476201189835845,0.021998447735993683,-0.002762768121307445,0.7561888026388571,0.001238390092879257,256,0.0,0.0078125,0.489013671875
beir,multilingual-e5-base,nfcorpus,31,1.0,8.449366228011328,323,0.006617631866554926,0.0015215719280393246,0.01946127570039506,0.02112448650847281,0.7576225424295671,0.004024767801857586,256,0.0,0.0,0.517578125
beir,multilingual-e5-base,nfcorpus,11,2.0,4.460957003325374,323,0.012478465324165614,0.002577964903100125,0.025875721099948387,0.0005042863155820398,0.7548392626200485,0.0046439628482972135,256,0.0,0.00390625,0.541748046875
beir,multilingual-e5-base,nfcorpus,23,2.0,4.460957003325374,323,0.009122446705889483,0.0017196187429945923,0.021989726679001575,-0.0010168656322534545,0.753292496499483,0.001238390092879257,256,0.0,0.0078125,0.5048828125
beir,multilingual-e5-base,nfcorpus,31,2.0,4.460957003325374,323,0.006840799898925619,0.0015758872829901695,0.019575941449735734,0.022883090314611887,0.7547263317986007,0.004024767801857586,256,0.0,0.0,0.539306640625
beir,multilingual-e5-base,nfcorpus,11,4.0,2.3870395613531454,323,0.012675433708682493,0.002608618123220899,0.025974409965609877,0.003783322254433048,0.7495091303042558,0.0046439628482972135,256,0.0,0.00390625,0.5380859375
beir,multilingual-e5-base,nfcorpus,23,4.0,2.3870395613531454,323,0.009341609220972734,0.0017196187429945923,0.02309245661075991,0.002197164092261753,0.7479624259420057,0.0018575851393188858,256,0.0,0.0078125,0.52783203125
beir,multilingual-e5-base,nfcorpus,31,4.0,2.3870395613531454,323,0.007284825588455468,0.0018584564510082536,0.020846649369927403,0.026119663685402084,0.7493963007160612,0.004334365325077399,256,0.0,0.0,0.550537109375
beir,multilingual-e5-base,nfcorpus,11,8.0,1.3058720745872001,323,0.01293796365482826,0.002618576379791173,0.026757563392561558,0.00962444050228368,0.7400212027752215,0.005263157894736843,256,0.0,0.015625,0.5986328125
beir,multilingual-e5-base,nfcorpus,23,8.0,1.3058720745872001,323,0.00968859633777672,0.0017196187429945923,0.02352659218376689,0.007923521446515768,0.738475160299945,0.0021671826625386994,256,0.0,0.01171875,0.5830078125
beir,multilingual-e5-base,nfcorpus,31,8.0,1.3058720745872001,323,0.007570966743388104,0.0019444557630137575,0.021216974998474792,0.03188342873701061,0.739908668627952,0.004334365325077399,256,0.0,0.00390625,0.623291015625
beir,multilingual-e5-base,nfcorpus,11,16.0,0.73722405290227,323,0.012671833632506305,0.002496901674448454,0.027458150461747398,0.019580658923118825,0.7238870932838251,0.005882352941176471,256,0.00390625,0.01953125,0.66357421875
beir,multilingual-e5-base,nfcorpus,23,16.0,0.73722405290227,323,0.010161230299643633,0.0021951558477886633,0.024852597864593238,0.017687704457203055,0.7223437943624079,0.003405572755417957,256,0.00390625,0.01171875,0.656005859375
beir,multilingual-e5-base,nfcorpus,31,16.0,0.73722405290227,323,0.007231408619996733,0.0017754746587222412,0.02251809630457923,0.04170292821840892,0.723775399543623,0.004953560371517028,256,0.0,0.0078125,0.687255859375
beir,multilingual-e5-base,nfcorpus,11,32.0,0.43237492535347166,323,0.0134680583724363,0.0033234336012097055,0.02918813001247736,0.035742782455286046,0.6978762180345972,0.006501547987616099,256,0.015625,0.046875,0.77197265625
beir,multilingual-e5-base,nfcorpus,23,32.0,0.43237492535347166,323,0.010131241526969637,0.0021555104171515215,0.02762456789741608,0.033549907901012,0.6963416063925618,0.0037151702786377716,256,0.00390625,0.03515625,0.77001953125
beir,multilingual-e5-base,nfcorpus,31,32.0,0.43237492535347166,323,0.008169218132967837,0.0019283856305564178,0.023553696013126603,0.05763081668606557,0.6977667703309376,0.005263157894736843,256,0.0078125,0.02734375,0.795654296875
beir,multilingual-e5-base,nfcorpus,11,64.0,0.26380843334171206,323,0.01459141768349326,0.003470176395178493,0.03072373484573435,0.06088487096790675,0.6581415152863436,0.007430340557275543,256,0.03515625,0.15625,0.88037109375
beir,multilingual-e5-base,nfcorpus,23,64.0,0.26380843334171206,323,0.011199226283685419,0.0024127100922273883,0.0336495999132903,0.058262699444140725,0.6566302026376313,0.0043343653250774,256,0.0390625,0.140625,0.89013671875
beir,multilingual-e5-base,nfcorpus,31,64.0,0.26380843334171206,323,0.009817028969909198,0.0020430294241266804,0.02462894878099253,0.08238122225399223,0.6580375909950447,0.008978328173374614,256,0.03125,0.1328125,0.908935546875
beir,multilingual-e5-base,nfcorpus,11,128.0,0.16683264581484528,323,0.016196247858106895,0.0038817493869272705,0.03599750965602513,0.09894762765108821,0.6005280931992594,0.0108359133126935,256,0.2109375,0.4921875,0.9697265625
beir,multilingual-e5-base,nfcorpus,23,128.0,0.16683264581484528,323,0.013073859334543934,0.002858607645247174,0.045825503417135593,0.09578664500018093,0.5990715026703343,0.005882352941176471,256,0.1875,0.47265625,0.97412109375
beir,multilingual-e5-base,nfcorpus,31,128.0,0.16683264581484528,323,0.01205491680810174,0.002402486998767033,0.034159664505802545,0.11979710580379378,0.6004365133038106,0.013003095975232196,256,0.1875,0.453125,0.97900390625
beir,multilingual-e5-base,nfcorpus,11,256.0,0.10865852949393662,323,0.023792180765182806,0.011083428749201773,0.04513453368725934,0.15603468356706127,0.5217021931519711,0.02321981424148607,256,0.69140625,0.921875,0.997802734375
beir,multilingual-e5-base,nfcorpus,23,256.0,0.10865852949393662,323,0.018233214042149976,0.004604570932130617,0.058596310169016376,0.1523719549214589,0.520358405794784,0.011764705882352943,256,0.65234375,0.90625,0.998046875
beir,multilingual-e5-base,nfcorpus,31,256.0,0.10865852949393662,323,0.016782670821596714,0.0036761814638830727,0.04706673632254258,0.17581661936678203,0.5216351525229298,0.019814241486068113,256,0.71875,0.94921875,0.9990234375
beir,multilingual-e5-base,nfcorpus,11,512.0,0.0723951243591535,323,0.03552469344503381,0.013661201606174104,0.06658637004665001,0.2415188144163889,0.4221660740827896,0.03931888544891641,256,0.9765625,1.0,1.0
beir,multilingual-e5-base,nfcorpus,23,512.0,0.0723951243591535,323,0.03964042830196734,0.017553349350059835,0.07907166796779964,0.23784140771002654,0.42102064565515396,0.0325077399380805,256,0.9765625,1.0,1.0
beir,multilingual-e5-base,nfcorpus,31,512.0,0.0723951243591535,323,0.04036767227118802,0.017695297954382336,0.0664887729256271,0.25953237290583564,0.4221403622964704,0.04396284829721362,256,0.99609375,1.0,1.0
beir,multilingual-e5-base,nfcorpus,11,1024.0,0.049054348512207455,323,0.08427125042969456,0.035523547621005874,0.12159847879394914,0.36586316467805646,0.3107409849935435,0.09999999999999999,256,0.99609375,1.0,1.0
beir,multilingual-e5-base,nfcorpus,23,1024.0,0.049054348512207455,323,0.09514308175251716,0.04382240619858778,0.13019107422801818,0.3634868057971289,0.3098768601915727,0.09318885448916409,256,0.99609375,1.0,1.0
beir,multilingual-e5-base,nfcorpus,31,1024.0,0.049054348512207455,323,0.09019200750127787,0.038890476042335476,0.12004180316717086,0.3810150187013676,0.31076927891756606,0.0996904024767802,256,0.99609375,1.0,1.0
beir,multilingual-e5-base,nfcorpus,11,2048.0,0.03364862959799442,323,0.1724460688820452,0.07758418444790499,0.18725488431499246,0.5267358092081027,0.2050875975903197,0.22414860681114554,256,1.0,1.0,1.0
beir,multilingual-e5-base,nfcorpus,23,2048.0,0.03364862959799442,323,0.17556717876856046,0.07798882259022369,0.18422299946836523,0.5271457630314484,0.2045264042780083,0.22043343653250774,256,1.0,1.0,1.0
beir,multilingual-e5-base,nfcorpus,31,2048.0,0.03364862959799442,323,0.16659413774235077,0.07021364524942494,0.17965167440673083,0.537803679386781,0.2051639190666426,0.2145510835913313,256,0.99609375,1.0,1.0
